,OBJECTID,DATE,Allegany,Anne_Arundel,Baltimore,Baltimore_City,Calvert,Caroline,Carroll,Cecil,Charles,Dorchester,Frederick,Garrett,Harford,Howard,Kent,Montgomery,Prince_Georges,Queen_Annes,Somerset,St_Marys,Talbot,Washington,Wicomico,Worcester,Unknown,ndate,AADailyCases,AA7Day,AADaily100K,AA100k7D,BaltCountyDailyCases,BaltimoreCounty7Day,BaltimoreCountyDaily100K,BaltimoreCounty100k7D,BaltimoreCityDC,BaltCity7Day,BaltCityDaily100k,BaltimoreCity100k7D,HowardDC,Howard7Day,HowardCountyDaily100K,HowardCounty100k7D,CalvertDC,Calvert7Day,CalvertDaily100k,Calvert100k7D,PGDC,PG7Day,PGDaily100k,PG100k7D,HarfordDC,Hardford7Day,Harford100kDaily,Hardford100k7D,MontgomeryDC,Montgomery7Day,Montgomery100kDaily,Montgomery100k7D
116,117,2020/07/09 10:00:00+00,212,5391,8497,8155,435,329,1190,514,1483,199,2567,17,1225,2751,203,15503,19456,268,94,673,165,702,1109,309,0,2020-07-09 10:00:00+00:00,50.0,30.285714285714285,8.722487095080343,5.283335040448664,54.0,56.0,6.375442739079102,6.6115702479338845,84.0,64.85714285714286,13.629902708456381,10.523768417753738,28.0,21.285714285714285,8.310553512544484,6.317716700862898,10.0,2.4285714285714284,10.570154112846966,2.5670374274056917,171.0,103.57142857142857,18.665228752747936,11.30517196803864,16.0,10.285714285714286,6.263677326662517,4.026649709997332,103.0,86.28571428571429,9.803100444661021,8.212306059050288
117,118,2020/07/10 10:00:00+00,213,5423,8581,8249,438,332,1200,518,1496,203,2577,19,1246,2770,204,15568,19510,273,98,679,170,710,1119,314,0,2020-07-10 10:00:00+00:00,32.0,31.857142857142858,5.582391740851419,5.557470349151189,84.0,56.857142857142854,9.917355371900825,6.712767751728791,94.0,65.71428571428571,15.252510173748806,10.662849057635944,19.0,21.714285714285715,5.639304169226614,6.444919050544702,3.0,2.7142857142857144,3.17104623385409,2.869041830629891,54.0,92.71428571428571,5.8942827640256645,10.120078078975281,21.0,10.428571428571429,8.221076491244553,4.082575400413962,65.0,78.14285714285714,6.186422610708412,7.437303666060442
118,119,2020/07/11 10:00:00+00,216,5471,8675,8367,445,334,1210,526,1502,209,2586,22,1262,2793,204,15623,19598,287,98,689,184,720,1130,316,0,2020-07-11 10:00:00+00:00,48.0,33.142857142857146,8.373587611277129,5.781762874453256,94.0,63.0,11.097992916174736,7.43801652892562,118.0,72.85714285714286,19.146768090450628,11.821854389987678,23.0,22.285714285714285,6.826526099590112,6.614522183453772,7.0,3.7142857142857144,7.399107878992876,3.9260572419145876,88.0,94.0,9.605497837671452,10.260418144785415,16.0,12.285714285714286,6.263677326662517,4.8096093758301475,55.0,77.28571428571429,5.2346652859840415,7.355724466798354
119,120,2020/07/12 10:00:00+00,216,5514,8797,8489,449,336,1217,527,1517,217,2598,26,1279,2825,204,15727,19713,290,99,700,185,727,1136,321,0,2020-07-12 10:00:00+00:00,43.0,36.142857142857146,7.5013389017690955,6.305112100158077,122.0,73.14285714285714,14.403778040141676,8.635520323832012,122.0,84.57142857142857,19.795811076567603,13.72262313504452,32.0,24.857142857142858,9.497775442907981,7.3777362815445935,4.0,4.0,4.228061645138786,4.228061645138786,115.0,102.14285714285714,12.552639219684284,11.149238561582937,17.0,14.142857142857142,6.655157159578925,5.536643351246332,104.0,85.42857142857143,9.898276177133459,8.130726859788199
120,121,2020/07/13 10:00:00+00,218,5562,8892,8566,453,336,1221,529,1528,217,2605,27,1288,2850,205,15780,19773,290,101,708,189,728,1139,322,0,2020-07-13 10:00:00+00:00,48.0,38.857142857142854,8.373587611277129,6.778618542462438,95.0,79.57142857142857,11.216056670602125,9.39450160229381,77.0,86.57142857142857,12.494077482751683,14.047144628103004,25.0,26.285714285714285,7.42013706477186,7.8017441138172705,4.0,4.428571428571429,4.228061645138786,4.681068249975085,60.0,104.71428571428571,6.549203071139626,11.429918693203206,9.0,14.142857142857142,3.523318496247666,5.536643351246332,53.0,88.14285714285714,5.044313821039167,8.389060990784815
121,122,2020/07/14 10:00:00+00,220,5619,8990,8689,458,345,1224,531,1534,217,2619,27,1311,2891,205,15883,19956,296,103,721,197,737,1156,331,0,2020-07-14 10:00:00+00:00,57.0,44.857142857142854,9.94363528839159,7.825316993872079,98.0,87.0,11.570247933884298,10.271546635182998,123.0,98.42857142857143,19.958071823096844,15.971093479806882,41.0,29.428571428571427,12.169024786225851,8.734561344817163,5.0,5.142857142857143,5.285077056423483,5.436079258035583,183.0,110.57142857142857,19.975069366975863,12.069245659671598,23.0,16.142857142857142,9.004036157077369,6.319603017079146,103.0,78.71428571428571,9.803100444661021,7.491689798901835
122,123,2020/07/15 10:00:00+00,222,5683,9153,8835,459,347,1228,536,1552,219,2635,28,1325,2922,208,15986,20099,299,105,730,207,739,1160,339,0,2020-07-15 10:00:00+00:00,64.0,48.857142857142854,11.164783481702838,8.523115961478506,163.0,101.42857142857143,19.244391971664697,11.975037949063923,146.0,109.14285714285714,23.690068993269424,17.70960147833448,31.0,28.428571428571427,9.200969960317106,8.437755862226288,1.0,4.857142857142857,1.0570154112846966,5.1340748548113835,143.0,116.28571428571429,15.60893398621611,12.692979285494419,14.0,16.571428571428573,5.480717660829702,6.487380088329035,103.0,83.71428571428571,9.803100444661021,7.967568461264021
123,124,2020/07/16 10:00:00+00,224,5735,9261,8998,467,350,1235,538,1567,231,2655,29,1336,2957,211,16056,20191,301,105,739,216,743,1164,355,0,2020-07-16 10:00:00+00:00,52.0,49.142857142857146,9.071386578883557,8.572958744878965,108.0,109.14285714285714,12.750885478158205,12.885815483218082,163.0,120.42857142857143,26.448501684266553,19.54082990345022,35.0,29.428571428571427,10.388191890680606,8.734561344817163,8.0,4.571428571428571,8.456123290277572,4.832070451587184,92.0,105.0,10.042111375747428,11.461105374494347,11.0,15.857142857142858,4.30627816208048,6.207751636245887,70.0,79.0,6.6623012730705975,7.518882865322531
124,125,2020/07/17 10:00:00+00,227,5813,9376,9141,479,351,1248,542,1583,232,2661,30,1351,2983,215,16153,20302,305,106,753,230,751,1173,366,0,2020-07-17 10:00:00+00:00,78.0,55.714285714285715,13.607079868325334,9.719342763089525,115.0,113.57142857142857,13.57733175914994,13.408669252825096,143.0,127.42857142857143,23.203286753681695,20.676655129154916,26.0,30.428571428571427,7.716942547362735,9.031366827408037,12.0,5.857142857142857,12.68418493541636,6.19109026609608,111.0,113.14285714285714,12.11602568160831,12.349925791291868,15.0,15.0,5.87219749374611,5.87219749374611,97.0,83.57142857142857,9.2320460498264,7.953971928053673
125,126,2020/07/18 10:00:00+00,232,5902,9517,9284,483,352,1256,550,1593,238,2701,33,1380,3040,218,16251,20425,310,107,764,238,773,1176,383,0,2020-07-18 10:00:00+00:00,89.0,61.57142857142857,15.526027029243009,10.741119822798936,141.0,120.28571428571429,16.646989374262102,14.201383032551862,143.0,131.0,23.203286753681695,21.256157795330783,57.0,35.285714285714285,16.91791250767984,10.472993457135141,4.0,5.428571428571429,4.228061645138786,5.738083661259782,123.0,118.14285714285714,13.425866295836236,12.895692713886836,29.0,16.857142857142858,11.352915154575813,6.599231469162295,98.0,89.71428571428571,9.327221782298837,8.538622856098643
126,127,2020/07/19 10:00:00+00,237,5955,9723,9428,490,360,1269,553,1609,245,2722,34,1412,3097,221,16372,20589,318,108,773,243,784,1181,408,0,2020-07-19 10:00:00+00:00,53.0,63.0,9.245836320785164,10.990333739801232,206.0,132.28571428571428,24.321133412042503,15.61814808568055,144.0,134.14285714285714,23.365547500210937,21.766120141565548,57.0,38.857142857142854,16.91791250767984,11.533013037816835,7.0,5.857142857142857,7.399107878992876,6.19109026609608,164.0,125.14285714285714,17.90115506111498,13.659766405519791,32.0,19.0,12.527354653325034,7.43811682541174,121.0,92.14285714285714,11.516263629164891,8.769763920674562
127,128,2020/07/20 10:00:00+00,239,6003,9828,9505,494,365,1276,559,1619,246,2739,34,1427,3128,223,16433,20690,331,108,779,257,796,1189,417,0,2020-07-20 10:00:00+00:00,48.0,63.0,8.373587611277129,10.990333739801232,105.0,133.71428571428572,12.396694214876034,15.786810592005397,77.0,134.14285714285714,12.494077482751683,21.766120141565548,31.0,39.714285714285715,9.200969960317106,11.787417737180439,4.0,5.857142857142857,4.228061645138786,6.19109026609608,101.0,131.0,11.024491836418372,14.299093371988187,15.0,19.857142857142858,5.87219749374611,7.773670967911516,61.0,93.28571428571429,5.8057196808186635,8.878536186357348
128,129,2020/07/21 10:00:00+00,240,6062,9994,9644,495,367,1296,566,1642,246,2785,34,1452,3177,224,16520,20867,335,110,785,265,816,1195,428,0,2020-07-21 10:00:00+00:00,59.0,63.285714285714285,10.292534772194804,11.040176523201692,166.0,143.42857142857142,19.59858323494687,16.933715635014334,139.0,136.42857142857142,22.554243767564728,22.1370018479181,49.0,40.857142857142854,14.543468646952848,12.126624002998584,1.0,5.285714285714286,1.0570154112846966,5.587081459647682,177.0,130.14285714285714,19.320149059861897,14.205533328114765,25.0,20.142857142857142,9.786995822910182,7.885522348744776,87.0,91.0,8.280288725102027,8.660991654991777
129,130,2020/07/22 10:00:00+00,240,6105,10153,9738,503,368,1311,570,1659,288,2797,37,1472,3198,221,16593,20958,340,110,789,268,818,1201,435,0,2020-07-22 10:00:00+00:00,43.0,60.285714285714285,7.5013389017690955,10.51682729749687,159.0,142.85714285714286,18.772136953955133,16.866250632484398,94.0,129.0,15.252510173748806,20.9316363022723,21.0,39.42857142857143,6.232915134408364,11.702616170725905,8.0,6.285714285714286,8.456123290277572,6.644096870932378,91.0,122.71428571428571,9.932957991228434,13.394679614545096,20.0,21.0,7.829596658328147,8.221076491244554,73.0,86.71428571428571,6.9478284704879085,8.253095658681332
130,131,2020/07/23 10:00:00+00,244,6144,10345,9842,509,371,1316,576,1679,294,2820,38,1514,3242,223,16654,21038,341,111,790,274,826,1206,439,0,2020-07-23 10:00:00+00:00,39.0,58.42857142857143,6.803539934162667,10.192849205393886,192.0,154.85714285714286,22.668240850059032,18.283015685613087,104.0,120.57142857142857,16.875117639041235,19.564010010097256,44.0,40.714285714285715,13.059441233998474,12.084223219771316,6.0,6.0,6.34209246770818,6.34209246770818,80.0,121.0,8.732270761519503,13.20755952679825,42.0,25.428571428571427,16.442152982489105,9.954772894160072,61.0,85.42857142857143,5.8057196808186635,8.130726859788199
131,132,2020/07/24 10:00:00+00,244,6229,10520,10001,515,374,1337,583,1695,303,2833,41,1540,3271,224,16768,21210,350,114,805,289,833,1219,468,0,2020-07-24 10:00:00+00:00,85.0,59.42857142857143,14.828228061636583,10.367298947295494,175.0,163.42857142857142,20.661157024793386,19.294990723562154,159.0,122.85714285714286,25.79945869814958,19.93489171644981,29.0,41.142857142857146,8.607358995135359,12.211425569453118,6.0,5.142857142857143,6.34209246770818,5.436079258035583,172.0,129.71428571428572,18.77438213726693,14.15875330617805,26.0,27.0,10.17847565582659,10.569955488742997,114.0,87.85714285714286,10.85003350185783,8.361867924364118
132,133,2020/07/25 10:00:00+00,252,6343,10793,10210,528,393,1355,596,1719,305,2870,42,1579,3313,228,16922,21432,357,114,822,298,864,1228,491,0,2020-07-25 10:00:00+00:00,114.0,63.0,19.88727057678318,10.990333739801232,273.0,182.28571428571428,32.231404958677686,21.521335807050093,209.0,132.28571428571428,33.91249602461171,21.464778755154097,42.0,39.0,12.465830268816728,11.575413821044103,13.0,6.428571428571429,13.741200346701055,6.795099072544478,222.0,143.85714285714286,24.23205136321662,15.702494030089534,39.0,28.428571428571427,15.267713483739886,11.129212392909293,154.0,95.85714285714286,14.657062800755313,9.123273784143615
133,134,2020/07/26 10:00:00+00,256,6380,10924,10353,535,403,1369,597,1730,317,2879,42,1597,3327,229,17020,21558,366,114,834,308,871,1239,500,0,2020-07-26 10:00:00+00:00,37.0,60.714285714285715,6.454640450359453,10.591591472597559,131.0,171.57142857142858,15.466351829988195,20.25636700961376,143.0,132.14285714285714,23.203286753681695,21.44159864850706,14.0,32.857142857142854,4.155276756272242,9.752180142271587,7.0,6.428571428571429,7.399107878992876,6.795099072544478,126.0,138.42857142857142,13.753326449393217,15.109947085557852,18.0,26.428571428571427,7.046636992495332,10.346252727076477,98.0,92.57142857142857,9.327221782298837,8.810553520305605
134,135,2020/07/27 10:00:00+00,260,6469,11124,10579,546,412,1391,601,1753,319,2909,43,1631,3373,229,17164,21770,370,115,849,317,897,1249,506,0,2020-07-27 10:00:00+00:00,89.0,66.57142857142857,15.526027029243009,11.61336853230697,200.0,185.14285714285714,23.61275088547816,21.858660819699782,226.0,153.42857142857142,36.67092871560884,24.895434538915225,46.0,35.0,13.653052199180223,10.388191890680604,11.0,7.428571428571429,11.627169524131663,7.852114483829175,212.0,154.28571428571428,23.14051751802668,16.840807897216184,34.0,29.142857142857142,13.31031431915785,11.40884084499244,144.0,104.42857142857143,13.705305476030942,9.939065776764503
135,136,2020/07/28 10:00:00+00,262,6537,11252,10702,552,416,1402,607,1772,319,2931,48,1648,3410,224,17230,21870,375,116,855,320,914,1256,506,0,2020-07-28 10:00:00+00:00,68.0,67.85714285714286,11.862582449309267,11.837661057609036,128.0,179.71428571428572,15.112160566706022,21.21774329566537,123.0,151.14285714285714,19.958071823096844,24.524552832562673,37.0,33.285714285714285,10.981802855862353,9.879382491953391,6.0,8.142857142857142,6.34209246770818,8.607125491889672,100.0,143.28571428571428,10.915338451899379,15.64012066750725,17.0,28.0,6.655157159578925,10.961435321659406,66.0,101.42857142857143,6.28159834318085,9.653538579347194
136,137,2020/07/29 10:00:00+00,260,6599,11423,10826,559,418,1414,612,1796,319,2947,45,1676,3441,224,17305,22044,376,116,863,323,931,1260,508,0,2020-07-29 10:00:00+00:00,62.0,70.57142857142857,10.815883997899626,12.311167499913397,171.0,181.42857142857142,20.188902007083826,21.42013830325519,124.0,155.42857142857142,20.120332569626086,25.21995603197371,31.0,34.714285714285715,9.200969960317106,10.30339032422607,7.0,8.0,7.399107878992876,8.456123290277572,174.0,155.14285714285714,18.992688906304917,16.934367941089608,28.0,29.142857142857142,10.961435321659405,11.40884084499244,75.0,101.71428571428571,7.138179935432784,9.680731645767889
137,138,2020/07/30 10:00:00+00,264,6684,11615,11004,565,418,1435,619,1819,326,2964,45,1716,3472,229,17397,22183,378,117,874,330,936,1269,518,0,2020-07-30 10:00:00+00:00,85.0,77.14285714285714,14.828228061636583,13.457551518123958,192.0,181.42857142857142,22.668240850059032,21.420138303255186,178.0,166.0,28.88241288220519,26.93528392385428,31.0,32.857142857142854,9.200969960317106,9.752180142271587,6.0,8.0,6.34209246770818,8.456123290277572,139.0,163.57142857142858,15.172320448140136,17.85437503917827,40.0,28.857142857142858,15.659193316656294,11.296989464159184,92.0,106.14285714285714,8.756167387464213,10.102224175288681
138,139,2020/07/31 10:00:00+00,266,6770,11818,11192,588,423,1449,622,1832,340,2986,45,1750,3530,232,17568,22416,383,119,896,340,952,1279,550,0,2020-07-31 10:00:00+00:00,86.0,77.28571428571429,15.002677803538191,13.482472909824187,203.0,185.42857142857142,23.96694214876033,21.89239332096475,188.0,170.14285714285714,30.505020347497613,27.607507016618282,58.0,37.0,17.214717990270717,10.981802855862353,23.0,10.428571428571429,24.31135445954802,11.023160717683265,233.0,172.28571428571428,25.43273859292555,18.805568818558072,34.0,30.0,13.31031431915785,11.74439498749222,171.0,114.28571428571429,16.275050252786745,10.877226568278527
139,140,2020/08/01 10:00:00+00,267,6855,11997,11406,612,430,1467,630,1855,349,2989,43,1780,3570,235,17665,22606,386,121,904,361,967,1287,583,0,2020-08-01 10:00:00+00:00,85.0,73.14285714285714,14.828228061636583,12.75975255051753,179.0,172.0,21.13341204250295,20.306965761511215,214.0,170.85714285714286,34.72379975725792,27.723407549853455,40.0,36.714285714285715,11.872219303634976,10.897001289407816,24.0,12.0,25.36836987083272,12.684184935416358,190.0,167.71428571428572,20.739143058608818,18.306581917899816,30.0,28.714285714285715,11.74439498749222,11.241063773742555,97.0,106.14285714285714,9.2320460498264,10.102224175288683
140,141,2020/08/02 10:00:00+00,271,6958,12175,11577,619,432,1481,647,1878,351,2998,43,1818,3622,235,17758,22743,397,123,922,366,978,1294,588,0,2020-08-02 10:00:00+00:00,103.0,82.57142857142857,17.968323415865505,14.40456440273268,178.0,178.71428571428572,21.01534828807556,21.099679541237983,171.0,174.85714285714286,27.74658765650049,28.372450535970422,52.0,42.142857142857146,15.43388509472547,12.508231052043994,7.0,12.0,7.399107878992876,12.684184935416358,137.0,169.28571428571428,14.954013679102147,18.478108665001088,38.0,31.571428571428573,14.876233650823478,12.359577582075145,93.0,105.42857142857143,8.85134311993665,10.03424150923694
141,142,2020/08/03 10:00:00+00,273,7007,12401,11748,635,438,1491,655,1909,352,3010,43,1853,3660,235,17842,22880,399,123,931,368,982,1298,611,0,2020-08-03 10:00:00+00:00,49.0,76.85714285714286,8.548037353178735,13.4077087347235,226.0,182.42857142857142,26.682408500590316,21.53820205768258,171.0,167.0,27.74658765650049,27.09754467038352,38.0,41.0,11.278608338453228,12.169024786225851,16.0,12.714285714285714,16.912246580555145,13.439195943476857,137.0,158.57142857142858,14.954013679102147,17.308608116583297,35.0,31.714285714285715,13.701794152074255,12.415503272491774,84.0,96.85714285714286,7.994761527684717,9.218449516616051
142,143,2020/08/04 10:00:00+00,276,7071,12525,11844,649,439,1503,662,1932,352,3016,44,1863,3690,235,17910,23082,399,129,931,368,986,1309,639,0,2020-08-04 10:00:00+00:00,64.0,76.28571428571429,11.164783481702838,13.308023167922581,124.0,181.85714285714286,14.639905548996458,21.470737055152636,96.0,163.14285714285714,15.577031666807294,26.471681790913586,30.0,40.0,8.904164477726232,11.872219303634978,14.0,13.857142857142858,14.798215757985751,14.647213556373652,202.0,173.14285714285714,22.048983672836744,18.899128862431493,10.0,30.714285714285715,3.9147983291640736,12.02402343957537,68.0,97.14285714285714,6.471949808125723,9.245642583036746
143,144,2020/08/05 10:00:00+00,276,7114,12666,11953,660,441,1511,672,1947,353,3020,45,1878,3717,235,17976,23156,402,129,945,369,989,1316,656,0,2020-08-05 10:00:00+00:00,43.0,73.57142857142857,7.5013389017690955,12.834516725618219,141.0,177.57142857142858,16.646989374262102,20.96474953617811,109.0,161.0,17.686421371687445,26.123980191208062,27.0,39.42857142857143,8.013748029953609,11.702616170725905,11.0,14.428571428571429,11.627169524131663,15.25122236282205,74.0,158.85714285714286,8.07735045440554,17.33979479787444,15.0,28.857142857142858,5.87219749374611,11.296989464159182,66.0,95.85714285714286,6.28159834318085,9.123273784143615
144,145,2020/08/06 10:00:00+00,279,7200,12777,12075,667,444,1516,681,1961,360,3032,45,1906,3729,236,18032,23225,406,130,951,371,996,1322,664,0,2020-08-06 10:00:00+00:00,86.0,73.71428571428571,15.002677803538191,12.859438117318447,111.0,166.0,13.105076741440376,19.59858323494687,122.0,153.0,19.795811076567603,24.825894218974124,12.0,36.714285714285715,3.561665791090493,10.897001289407816,7.0,14.571428571428571,7.399107878992876,15.40222456443415,69.0,148.85714285714286,7.531583531810571,16.2482609526845,28.0,27.142857142857142,10.961435321659405,10.625881179159629,56.0,90.71428571428571,5.329841018456478,8.63379858857108
145,146,2020/08/07 10:00:00+00,280,7243,12915,12239,672,445,1530,689,1983,365,3050,46,1922,3779,238,18139,23372,420,133,962,384,1003,1322,675,0,2020-08-07 10:00:00+00:00,43.0,67.57142857142857,7.5013389017690955,11.787818274208577,138.0,156.71428571428572,16.29279811097993,18.502276943835387,164.0,149.57142857142858,26.610762430795795,24.26957165944529,50.0,35.57142857142857,14.84027412954372,10.557795023589676,5.0,12.0,5.285077056423483,12.68418493541636,147.0,136.57142857142858,16.045547524292086,14.907233657165436,16.0,24.571428571428573,6.263677326662517,9.619218751660295,107.0,81.57142857142857,10.18380337455077,7.763620463108799
146,147,2020/08/08 10:00:00+00,287,7295,13060,12375,685,445,1537,698,2000,371,3055,49,1934,3809,239,18260,23554,422,134,965,394,1007,1324,682,0,2020-08-08 10:00:00+00:00,52.0,62.857142857142854,9.071386578883557,10.965412348101001,145.0,151.85714285714286,17.119244391971666,17.928824422330916,136.0,138.42857142857142,22.067461527977,22.461523340976587,30.0,34.142857142857146,8.904164477726232,10.133787191316998,13.0,10.428571428571429,13.741200346701055,11.023160717683265,182.0,135.42857142857142,19.86591598245687,14.782486932000873,12.0,22.0,4.697757994996888,8.61255632416096,121.0,85.0,11.516263629164891,8.089937260157155
147,148,2020/08/09 10:00:00+00,291,7361,13257,12547,697,451,1546,702,2024,371,3067,49,1968,3846,243,18392,23697,431,136,983,400,1012,1338,694,0,2020-08-09 10:00:00+00:00,66.0,57.57142857142857,11.513682965506053,10.043320855192508,197.0,154.57142857142858,23.258559622195985,18.24928318434812,172.0,138.57142857142858,27.908848403029733,22.484703447623623,37.0,32.0,10.981802855862353,9.497775442907981,12.0,11.142857142857142,12.68418493541636,11.778171725743762,143.0,136.28571428571428,15.60893398621611,14.876046975874294,34.0,21.428571428571427,13.31031431915785,8.388853562494443,132.0,90.57142857142857,12.5631966863617,8.620202055360734
148,149,2020/08/10 10:00:00+00,299,7416,13400,12704,707,453,1554,706,2040,375,3082,49,1994,3881,243,18489,23832,434,139,999,402,1018,1348,694,0,2020-08-10 10:00:00+00:00,55.0,58.42857142857143,9.594735804588378,10.192849205393886,143.0,142.71428571428572,16.883116883116884,16.849384381851912,157.0,136.57142857142858,25.474937205091095,22.160181954565136,35.0,31.571428571428573,10.388191890680606,9.370573093226179,10.0,10.285714285714286,10.570154112846966,10.872158516071165,135.0,136.0,14.735706910064161,14.844860294583153,26.0,20.142857142857142,10.17847565582659,7.885522348744776,97.0,92.42857142857143,9.2320460498264,8.796956987095259
149,150,2020/08/11 10:00:00+00,300,7450,13374,12893,713,453,1567,708,2067,378,3093,51,2012,3913,242,18558,24009,433,141,1003,403,1029,1356,697,0,2020-08-11 10:00:00+00:00,34.0,54.142857142857146,5.931291224654633,9.445207454387,-26.0,121.28571428571429,-3.06965761511216,14.319446786979254,189.0,149.85714285714286,30.66728109402686,24.31593187273936,32.0,31.857142857142858,9.497775442907981,9.455374659680714,6.0,9.142857142857142,6.34209246770818,9.664140903174369,177.0,132.42857142857142,19.320149059861897,14.45502677844389,18.0,21.285714285714285,7.046636992495332,8.332927872077814,69.0,92.57142857142857,6.567125540598161,8.810553520305607
150,151,2020/08/12 10:00:00+00,303,7479,13463,12991,715,454,1572,714,2084,378,3118,53,2034,3941,243,18641,24098,440,141,1012,404,1041,1361,704,0,2020-08-12 10:00:00+00:00,29.0,52.142857142857146,5.059042515146599,9.096307970583787,89.0,113.85714285714286,10.50767414403778,13.442401754090065,98.0,148.28571428571428,15.901553159865779,24.06095069962198,28.0,32.0,8.310553512544484,9.497775442907981,2.0,7.857142857142857,2.114030822569393,8.305121088665473,89.0,134.57142857142858,9.714651222190447,14.68892688812745,22.0,22.285714285714285,8.61255632416096,8.724407704994219,83.0,95.0,7.899585795212279,9.041694584881526
151,152,2020/08/13 10:00:00+00,312,7528,13593,13063,724,455,1583,715,2102,393,3154,54,2055,3967,242,18752,24301,446,141,1022,411,1066,1374,707,0,2020-08-13 10:00:00+00:00,49.0,46.857142857142854,8.548037353178735,8.174216477675293,130.0,116.57142857142857,15.348288075560802,13.762860516107269,72.0,141.14285714285714,11.682773750105468,22.901945367270248,26.0,34.0,7.716942547362735,10.09138640808973,9.0,8.142857142857142,9.513138701562267,8.607125491889672,203.0,153.71428571428572,22.158137057355738,16.778434534633902,21.0,21.285714285714285,8.221076491244553,8.332927872077812,111.0,102.85714285714286,10.564506304440519,9.789503911450675
152,153,2020/08/14 10:00:00+00,326,7564,13699,13210,725,457,1596,719,2119,394,3173,54,2085,4009,242,18819,24442,468,142,1039,412,1090,1381,710,0,2020-08-14 10:00:00+00:00,36.0,45.857142857142854,6.280190708457846,7.999766735773685,106.0,112.0,12.514757969303423,13.223140495867769,147.0,138.71428571428572,23.852329739798666,22.507883554270656,42.0,32.857142857142854,12.465830268816728,9.752180142271587,1.0,7.571428571428571,1.0570154112846966,8.003116685441274,141.0,152.85714285714286,15.390627217178123,16.68487449076048,30.0,23.285714285714285,11.74439498749222,9.115887537910627,67.0,97.14285714285714,6.376774075653286,9.24564258303675
153,154,2020/08/15 10:00:00+00,338,7618,13847,13341,733,460,1603,724,2152,402,3196,58,2125,4040,242,18925,24588,470,147,1040,418,1117,1390,719,0,2020-08-15 10:00:00+00:00,54.0,46.142857142857146,9.42028606268677,8.049609519174144,148.0,112.42857142857143,17.473435655253837,13.273739247765223,131.0,138.0,21.256157795330786,22.391983021035482,31.0,33.0,9.200969960317106,9.794580925498858,8.0,6.857142857142857,8.456123290277572,7.248105677380776,146.0,147.71428571428572,15.93639413977309,16.123514227519937,40.0,27.285714285714285,15.659193316656294,10.681806869576258,106.0,95.0,10.088627642078334,9.041694584881524
154,155,2020/08/16 10:00:00+00,341,7648,13941,13425,737,461,1608,726,2165,408,3216,58,2150,4071,244,19003,24654,482,151,1048,420,1125,1401,729,0,2020-08-16 10:00:00+00:00,30.0,41.0,5.233492257048206,7.152439417965881,94.0,97.71428571428571,11.097992916174736,11.536515432619328,84.0,125.42857142857143,13.629902708456381,20.352133636096433,31.0,32.142857142857146,9.200969960317106,9.540176226135248,4.0,5.714285714285714,4.228061645138786,6.040088064483981,66.0,136.71428571428572,7.2041233782535885,14.922826997811006,25.0,26.0,9.786995822910182,10.17847565582659,78.0,87.28571428571429,7.423707132850094,8.307481791522724
155,156,2020/08/17 10:00:00+00,343,7700,14043,13507,742,465,1613,736,2175,413,3231,58,2167,4089,246,19071,24719,487,154,1061,421,1138,1405,731,0,2020-08-17 10:00:00+00:00,52.0,40.57142857142857,9.071386578883557,7.077675242865191,102.0,91.85714285714286,12.04250295159386,10.844999156687468,82.0,114.71428571428571,13.305381215397897,18.613625637568834,18.0,29.714285714285715,5.342498686635739,8.819362911271698,5.0,5.0,5.285077056423483,5.285077056423483,65.0,126.71428571428571,7.094969993734596,13.831293152621068,17.0,24.714285714285715,6.655157159578925,9.675144442076924,68.0,83.14285714285714,6.471949808125723,7.913182328422629
156,157,2020/08/18 10:00:00+00,348,7734,14116,13566,745,468,1622,738,2198,407,3247,58,2183,4111,249,19127,24888,493,155,1064,424,1148,1410,736,0,2020-08-18 10:00:00+00:00,34.0,40.57142857142857,5.931291224654633,7.077675242865192,73.0,106.0,8.618654073199528,12.514757969303423,59.0,96.14285714285714,9.573384045225314,15.600211773454328,22.0,28.285714285714285,6.529720616999237,8.39535507899902,3.0,4.571428571428571,3.17104623385409,4.832070451587184,169.0,125.57142857142857,18.44692198370995,13.706546427456503,16.0,24.428571428571427,6.263677326662517,9.563293061243664,56.0,81.28571428571429,5.329841018456478,7.736427396688102
157,158,2020/08/19 10:00:00+00,354,7782,14180,13643,748,471,1623,739,2213,408,3267,59,2202,4125,251,19180,24949,495,159,1064,425,1160,1415,737,0,2020-08-19 10:00:00+00:00,48.0,43.285714285714285,8.373587611277129,7.551181685169554,64.0,102.42857142857143,7.556080283353011,12.093101703491314,77.0,93.14285714285714,12.494077482751683,15.113429533866599,14.0,26.285714285714285,4.155276756272242,7.8017441138172705,3.0,4.714285714285714,3.17104623385409,4.983072653199284,61.0,121.57142857142857,6.6583564556586206,13.26993288938053,19.0,24.0,7.438116825411739,9.395515989993777,53.0,77.0,5.044313821039167,7.328531400377657
