,OBJECTID,DATE,Allegany,Anne_Arundel,Baltimore,Baltimore_City,Calvert,Caroline,Carroll,Cecil,Charles,Dorchester,Frederick,Garrett,Harford,Howard,Kent,Montgomery,Prince_Georges,Queen_Annes,Somerset,St_Marys,Talbot,Washington,Wicomico,Worcester,Unknown,ndate,AADailyCases,AA7Day,AADaily100K,AA100k7D,BaltCountyDailyCases,BaltimoreCounty7Day,BaltimoreCountyDaily100K,BaltimoreCounty100k7D,BaltimoreCityDC,BaltCity7Day,BaltCityDaily100k,BaltimoreCity100k7D,HowardDC,Howard7Day,HowardCountyDaily100K,HowardCounty100k7D,CalvertDC,Calvert7Day,CalvertDaily100k,Calvert100k7D,PGDC,PG7Day,PGDaily100k,PG100k7D,HarfordDC,Hardford7Day,Harford100kDaily,Hardford100k7D,MontgomeryDC,Montgomery7Day,Montgomery100kDaily,Montgomery100k7D
789,790,2022/05/13 10:00:00+00,17289,92813,136250,116690,11466,6157,22133,15903,28947,7818,46910,5760,39412,46116,3119,177997,175354,7244,5266,19328,5701,35428,20012,8825,0,2022-05-13 10:00:00+00:00,193.0,154.71428571428572,33.66880018701012,26.989867211348603,309.0,224.0,36.481700118063756,26.446280991735534,403.0,247.57142857142858,65.39108085128478,40.17112481931107,113.0,107.71428571428571,33.539019532768805,31.970190553359902,29.0,17.714285714285715,30.6534469272562,18.72427299990034,285.0,202.57142857142858,31.108714587913227,22.111357035419026,57.0,52.57142857142857,22.314350476235216,20.580654073319696,666.0,450.42857142857144,63.38703782664311,42.86986921222774
790,791,2022/05/14 10:00:00+00,17314,93024,136575,117063,11486,6162,22192,15935,29029,7824,46989,5764,39483,46278,3134,178701,175657,7261,5270,19374,5715,35446,20035,8836,0,2022-05-14 10:00:00+00:00,211.0,162.42857142857142,36.808895541239046,28.335622363161,325.0,239.28571428571428,38.370720188902006,28.25096980941137,373.0,258.7142857142857,60.5232584554075,41.97917313777977,162.0,112.85714285714286,48.08248817972166,33.49661874954154,20.0,18.142857142857142,21.140308225693932,19.177279604736636,303.0,215.42857142857142,33.07347550925512,23.514757693520373,71.0,55.0,27.79506813706492,21.531390810402403,704.0,479.85714285714283,67.00371566059572,45.67075505355946
791,792,2022/05/15 10:00:00+00,17318,93190,136820,117291,11499,6165,22230,15964,29093,7835,47052,5768,39566,46435,3143,179171,175892,7267,5271,19388,5718,35456,20045,8841,0,2022-05-15 10:00:00+00:00,166.0,169.71428571428572,28.95865715566674,29.606613339872705,245.0,247.0,28.925619834710744,29.161747343565526,228.0,269.57142857142856,36.99545020866732,43.7408612429544,157.0,127.14285714285714,46.59846076676728,37.73669707226832,13.0,18.857142857142858,13.741200346701055,19.932290612797136,235.0,230.14285714285714,25.65104536196354,25.120871780014138,83.0,59.57142857142857,32.49282613206181,23.32101290373455,470.0,503.85714285714283,44.73259426204544,47.954972632897956
792,793,2022/05/16 10:00:00+00,17320,93346,136997,117472,11511,6169,22269,15977,29140,7848,47114,5774,39614,46559,3145,179549,176101,7271,5271,19406,5727,35470,20053,8848,0,2022-05-16 10:00:00+00:00,156.0,175.42857142857142,27.214159736650668,30.60346900788189,177.0,244.85714285714286,20.89728453364817,28.90875358407826,181.0,272.42857142857144,29.36919512179292,44.204463375895095,124.0,132.85714285714286,36.803879841268426,39.43272840135903,12.0,19.428571428571427,12.68418493541636,20.53629941924553,209.0,238.71428571428572,22.8130573644697,26.05647221874837,48.0,59.285714285714285,18.79103197998755,23.209161522901294,378.0,511.57142857142856,35.97642687458123,48.68918542625675
793,794,2022/05/17 10:00:00+00,17351,93531,137307,117747,11531,6175,22321,16014,29202,7853,47186,5779,39678,46699,3148,180130,176416,7281,5278,19429,5739,35488,20096,8864,0,2022-05-17 10:00:00+00:00,185.0,176.0,32.273202251797265,30.703154574682806,310.0,266.42857142857144,36.599763872491145,31.4555574295834,275.0,285.57142857142856,44.62170529554172,46.337033187422286,140.0,133.28571428571428,41.55276756272242,39.55993075104083,20.0,20.285714285714285,21.140308225693932,21.44231262891813,315.0,254.28571428571428,34.38331612348304,27.75614634911556,64.0,61.857142857142854,25.054709306650068,24.215823950400623,581.0,533.0,55.29710056648596,50.728665407808975
794,795,2022/05/18 10:00:00+00,17362,93728,137542,117956,11545,6180,22369,16049,29247,7856,47272,5782,39754,46834,3156,180595,176699,7295,5282,19470,5755,35502,20127,8878,0,2022-05-18 10:00:00+00:00,197.0,186.42857142857142,34.36659915461655,32.522416168799566,235.0,271.2857142857143,27.744982290436838,32.02900995108787,209.0,276.7142857142857,33.91249602461171,44.89986657530614,135.0,138.14285714285714,40.06874014976805,41.00155738076794,14.0,18.428571428571427,14.798215757985751,19.47928400796084,283.0,272.42857142857144,30.89040781887524,29.73650061110302,76.0,67.71428571428571,29.752467301646956,26.50877725748244,465.0,546.8571428571429,44.25671559968326,52.04752912921275
795,796,2022/05/19 10:00:00+00,17371,93959,137897,118284,11576,6190,22434,16069,29317,7876,47390,5787,39850,47003,3161,181342,177034,7304,5288,19501,5769,35541,20169,8893,0,2022-05-19 10:00:00+00:00,231.0,191.28571428571428,40.29789037927119,33.36974348660737,355.0,279.42857142857144,41.91263282172373,32.99038623713948,328.0,285.2857142857143,53.22152486159159,46.29067297412822,169.0,142.85714285714286,50.16012655785777,42.40078322726777,31.0,19.857142857142858,32.76747774982559,20.98930602408183,335.0,280.7142857142857,36.56638381386291,30.64091436854611,96.0,70.71428571428571,37.5820639599751,27.683216756231662,747.0,573.0,71.09627215691053,54.53569470670646
796,797,2022/05/20 10:00:00+00,17400,94246,138319,118569,11604,6197,22493,16111,29411,7900,47516,5792,39932,47177,3170,182130,177430,7317,5294,19552,5787,35568,20205,8901,0,2022-05-20 10:00:00+00:00,287.0,204.71428571428572,50.067075925761166,35.71235430642894,422.0,295.57142857142856,49.82290436835892,34.89627255861022,285.0,268.42857142857144,46.244312760834156,43.555420389778135,174.0,151.57142857142858,51.64415397081215,44.987231004131104,28.0,19.714285714285715,29.596431515971503,20.83830382246973,396.0,296.57142857142856,43.22474026952153,32.37177518020444,82.0,74.28571428571429,32.1013462991454,29.081359016647404,788.0,590.4285714285714,74.99847718828045,56.19447175836894
797,798,2022/05/21 10:00:00+00,17406,94447,138556,118795,11630,6210,22537,16142,29468,7914,47598,5797,39998,47334,3189,182743,177694,7328,5303,19580,5796,35592,20226,8922,0,2022-05-21 10:00:00+00:00,201.0,203.28571428571428,35.06439812222298,35.46314038942665,237.0,283.0,27.981109799291616,33.41204250295159,226.0,247.42857142857142,36.67092871560884,40.147944712664035,157.0,150.85714285714286,46.59846076676728,44.77522708799477,26.0,20.571428571428573,27.48240069340211,21.74431703214233,264.0,291.0,28.816493513014354,31.763634895027188,66.0,73.57142857142857,25.837668972482884,28.801730564564252,613.0,577.4285714285714,58.34272400560395,54.957187236227256
798,799,2022/05/22 10:00:00+00,17407,94574,138782,118981,11655,6215,22586,16155,29518,7916,47698,5801,40061,47422,3196,183308,177949,7329,5306,19598,5812,35612,20238,8934,0,2022-05-22 10:00:00+00:00,127.0,197.71428571428572,22.15511722150407,34.4912061131177,226.0,280.2857142857143,26.682408500590316,33.09158374093439,186.0,241.42857142857142,30.18049885443913,39.174380233488584,88.0,141.0,26.118882467996947,41.8495730453133,25.0,22.285714285714285,26.425385282117414,23.556343451487525,255.0,293.85714285714283,27.834113052343415,32.0755017079386,63.0,70.71428571428571,24.663229473733658,27.683216756231662,565.0,591.0,53.774288846926964,56.248857891210335
799,800,2022/05/23 10:00:00+00,17416,94731,138990,119141,11670,6225,22617,16179,29571,7922,47778,5803,40118,47498,3200,183697,178187,7336,5310,19628,5817,35626,20257,8940,0,2022-05-23 10:00:00+00:00,157.0,197.85714285714286,27.38860947855228,34.51612750481793,208.0,284.7142857142857,24.55726092089728,33.61443751054141,160.0,238.42857142857142,25.961719444678824,38.68759799390085,76.0,134.14285714285714,22.557216676906457,39.81433545040444,15.0,22.714285714285715,15.855231169270448,24.00935005632382,238.0,298.0,25.978505515520517,32.52770858666015,57.0,72.0,22.314350476235216,28.186547969981326,389.0,592.5714285714286,37.02335993177803,56.39841975652416
800,801,2022/05/24 10:00:00+00,17429,94968,139282,119413,11694,6230,22663,16209,29642,7943,47854,5807,40200,47695,3202,184277,178589,7343,5312,19665,5827,35654,20291,8950,0,2022-05-24 10:00:00+00:00,237.0,205.28571428571428,41.34458883068082,35.812039873229864,292.0,282.14285714285717,34.47461629279811,33.310844999156686,272.0,238.0,44.134923055954,38.61805767395975,197.0,142.28571428571428,58.47068007040225,42.2311800943587,24.0,23.285714285714285,25.36836987083272,24.61335886277222,402.0,310.42857142857144,43.8796605766355,33.88432922282478,82.0,74.57142857142857,32.1013462991454,29.19321039748066,580.0,592.4285714285714,55.20192483401352,56.38482322331382
801,802,2022/05/25 10:00:00+00,17465,95119,139538,119634,11713,6232,22681,16224,29686,7947,47929,5808,40262,47814,3204,184874,178857,7345,5316,19693,5838,35675,20313,8955,0,2022-05-25 10:00:00+00:00,151.0,198.71428571428572,26.341911027142636,34.6656558550193,256.0,285.14285714285717,30.224321133412044,33.66503626243886,221.0,239.71428571428572,35.85962498296262,38.896218953724166,119.0,140.0,35.31985242831406,41.552767562722416,19.0,24.0,20.083292814409234,25.368369870832716,268.0,308.2857142857143,29.253107051090332,33.65042911314122,62.0,72.57142857142857,24.27174964081725,28.410250731647842,597.0,611.2857142857143,56.819912286044946,58.17956560707977
802,803,2022/05/26 10:00:00+00,17479,95457,139861,119928,11733,6244,22727,16252,29772,7968,48001,5815,40354,47918,3212,185497,179209,7360,5321,19766,5849,35715,20338,8971,0,2022-05-26 10:00:00+00:00,338.0,214.0,58.96401276274312,37.332244766943866,323.0,280.57142857142856,38.13459268004723,33.12531624219936,294.0,234.85714285714286,47.70465947959733,38.10809532772498,104.0,130.71428571428572,30.86777018945094,38.79671665295001,20.0,22.428571428571427,21.140308225693932,23.707345653099622,352.0,310.7142857142857,38.42199135068581,33.91551590411592,92.0,72.0,36.016144628309476,28.186547969981323,623.0,593.5714285714286,59.294481330328324,56.493595488996604
803,804,2022/05/27 10:00:00+00,17501,95687,140163,120199,11755,6252,22778,16280,29870,7979,48065,5821,40419,48122,3223,186261,179584,7375,5331,19794,5864,35745,20375,8981,0,2022-05-27 10:00:00+00:00,230.0,205.85714285714286,40.123440637369576,35.911725440030786,302.0,263.42857142857144,35.65525383707202,31.101366166301233,271.0,232.85714285714286,43.97266230942475,37.783573834666505,204.0,135.0,60.548318448538375,40.06874014976804,22.0,21.571428571428573,23.254339048263326,22.801332443427025,375.0,307.7142857142857,40.93251919462267,33.588055750558944,65.0,69.57142857142857,25.446189139566474,27.23581123289862,764.0,590.1428571428571,72.71425960894196,56.16727869194824
804,805,2022/05/28 10:00:00+00,17515,95897,140483,120478,11778,6256,22811,16301,29915,7988,48169,5822,40460,48230,3231,186779,179890,7387,5337,19845,5874,35784,20394,9004,0,2022-05-28 10:00:00+00:00,210.0,207.14285714285714,36.63444579933744,36.13601796533285,320.0,275.2857142857143,37.78040141676505,32.501264968797436,279.0,240.42857142857142,45.2707482816587,39.01211948695933,108.0,128.0,32.054992119814436,37.99110177163192,23.0,21.142857142857142,24.31135445954802,22.34832583859073,306.0,313.7142857142857,33.400935662812095,34.24297605767291,41.0,66.0,16.0506731495727,25.83766897248288,518.0,576.5714285714286,49.30102942072242,54.87560803696516
805,806,2022/05/29 10:00:00+00,17518,96037,140695,120671,11802,6261,22848,16340,29986,7993,48251,5822,40507,48343,3236,187289,180140,7392,5338,19873,5884,35806,20410,9018,0,2022-05-29 10:00:00+00:00,140.0,209.0,24.42296386622496,36.45999605743583,212.0,273.2857142857143,25.029515938606846,32.26513745994266,193.0,241.42857142857142,31.31632408014383,39.17438023348858,113.0,131.57142857142858,33.539019532768805,39.051121352313615,24.0,21.0,25.36836987083272,22.19732363697863,250.0,313.0,27.288346129748444,34.165009354445054,47.0,63.714285714285715,18.399552147071145,24.94285792581681,510.0,568.7142857142857,48.53962356094292,54.127798710396014
806,807,2022/05/30 10:00:00+00,17523,96174,140864,120802,11820,6265,22876,16350,30043,8001,48298,5827,40570,48411,3239,187763,180371,7402,5340,19904,5886,35819,20425,9019,0,2022-05-30 10:00:00+00:00,137.0,206.14285714285714,23.899614640520138,35.96156822343124,169.0,267.7142857142857,19.952774498229044,31.607353685275765,131.0,237.28571428571428,21.256157795330786,38.50215714072458,68.0,130.42857142857142,20.18277281617946,38.71191508649547,18.0,21.428571428571427,19.026277403124535,22.650330241814924,231.0,312.0,25.214431823887562,34.05585596992606,63.0,64.57142857142857,24.663229473733658,25.278412068316584,474.0,580.8571428571429,45.11329719193519,55.28350403327561
807,808,2022/05/31 10:00:00+00,17528,96257,141001,120907,11832,6269,22896,16364,30064,8004,48331,5827,40603,48486,3245,188138,180527,7410,5341,19922,5888,35826,20443,9027,0,2022-05-31 10:00:00+00:00,83.0,184.14285714285714,14.47932857783337,32.12367390159589,137.0,245.57142857142858,16.174734356552538,28.99308483724068,105.0,213.42857142857142,17.037378385570477,34.631079330669785,75.0,113.0,22.26041119431558,33.53901953276881,12.0,19.714285714285715,12.68418493541636,20.838303822469733,156.0,276.85714285714283,17.02792798496303,30.219894171115705,33.0,57.57142857142857,12.918834486241442,22.53805323790173,375.0,551.5714285714286,35.69089967716391,52.49621472515423
808,809,2022/06/01 10:00:00+00,17596,96415,141173,121061,11850,6275,22923,16388,30114,8013,48389,5830,40650,48565,3248,188658,180805,7419,5346,19953,5894,35848,20464,9032,0,2022-06-01 10:00:00+00:00,158.0,185.14285714285714,27.563059220453884,32.2981236434975,172.0,233.57142857142858,20.306965761511215,27.576319784111995,154.0,203.85714285714286,24.988154965503366,33.078012185318464,79.0,107.28571428571429,23.44763312467908,31.842988203678093,18.0,19.571428571428573,19.026277403124535,20.68730162085763,278.0,278.2857142857143,30.34464089628027,30.37582757757141,47.0,55.42857142857143,18.399552147071145,21.699167881652293,520.0,540.5714285714286,49.4913808856673,51.44928166795743
809,810,2022/06/02 10:00:00+00,17621,96553,141341,121229,11872,6282,22951,16424,30134,8022,48445,5839,40693,48713,3253,188985,180984,7424,5350,20005,5900,35861,20492,9041,0,2022-06-02 10:00:00+00:00,138.0,156.57142857142858,24.074064382421746,27.31384530345159,168.0,211.42857142857142,19.83471074380165,24.96205093607691,168.0,185.85714285714286,27.259805416912762,30.157318747792093,148.0,113.57142857142857,43.927211423449414,33.70862266567788,22.0,19.857142857142858,23.254339048263326,20.98930602408183,179.0,253.57142857142858,19.538455828899888,27.678179645887706,43.0,48.42857142857143,16.833632815405515,18.958809051237438,327.0,498.2857142857143,31.122464518486932,47.42470783769437
810,811,2022/06/03 10:00:00+00,17646,96781,141645,121524,11916,6294,23019,16452,30200,8028,48510,5849,40765,48830,3257,189621,181324,7437,5354,20042,5906,35932,20520,9051,0,2022-06-03 10:00:00+00:00,228.0,156.28571428571428,39.77454115356636,27.26400252005113,304.0,211.71428571428572,35.8913813459268,24.995783437341878,295.0,189.28571428571428,47.866920226126574,30.713641307320927,117.0,101.14285714285714,34.726241463132304,30.019754524905583,44.0,23.0,46.50867809652665,24.31135445954802,340.0,248.57142857142858,37.112150736457885,27.132412723292738,72.0,49.42857142857143,28.186547969981326,19.350288884153848,636.0,480.0,60.53176585247,45.68435158676981
811,812,2022/06/04 10:00:00+00,17678,96985,141868,121781,11948,6300,23074,16468,30271,8041,48604,5857,40827,48948,3264,190242,181726,7455,5359,20069,5912,35975,20545,9074,0,2022-06-04 10:00:00+00:00,204.0,155.42857142857142,35.587747347927795,27.114474169849753,223.0,197.85714285714286,26.328217237308145,23.35975712599089,257.0,186.14285714285714,41.701011858015356,30.203678961086162,118.0,102.57142857142857,35.02304694572318,30.443762357178258,32.0,24.285714285714285,33.82449316111029,25.670374274056915,402.0,262.2857142857143,43.8796605766355,28.629373425267513,62.0,52.42857142857143,24.27174964081725,20.52472838290307,621.0,494.7142857142857,59.10412986538345,47.084794507435674
812,813,2022/06/05 10:00:00+00,17687,97109,142042,121958,11963,6304,23104,16483,30307,8051,48669,5859,40869,49032,3265,190611,181949,7462,5360,20100,5916,35997,20559,9086,0,2022-06-05 10:00:00+00:00,124.0,153.14285714285714,21.63176799579925,26.715731902646077,174.0,192.42857142857142,20.543093270365997,22.718839601956486,177.0,183.85714285714286,28.720152135675946,29.83279725473361,84.0,98.42857142857143,24.931660537633455,29.214139643587494,15.0,23.0,15.855231169270448,24.31135445954802,223.0,258.42857142857144,24.341204747735613,28.208353227837108,42.0,51.714285714285715,16.442152982489105,20.24509993081992,369.0,474.57142857142856,35.119845282329294,45.16768332477658
813,814,2022/06/06 10:00:00+00,17697,97195,142173,122044,11973,6307,23119,16501,30375,8056,48724,5862,40912,49093,3269,190924,182157,7467,5361,20111,5921,36008,20563,9087,0,2022-06-06 10:00:00+00:00,86.0,145.85714285714286,15.002677803538191,25.444740925934372,131.0,187.0,15.466351829988195,22.07792207792208,86.0,177.42857142857142,13.954424201514867,28.78969245561705,61.0,97.42857142857143,18.10513443804334,28.91733416099662,10.0,21.857142857142858,10.570154112846966,23.103336846651224,208.0,255.14285714285714,22.703903979950706,27.849706392988985,43.0,48.857142857142854,16.833632815405515,19.126586122487332,313.0,451.57142857142856,29.790004263872813,42.97864147791053
814,815,2022/06/07 10:00:00+00,17734,97363,142360,122250,11986,6309,23143,16520,30432,8065,48788,5867,40963,49253,3273,191340,182432,7473,5365,20145,5925,36038,20593,9108,0,2022-06-07 10:00:00+00:00,168.0,158.0,29.307556639469954,27.56305922045388,187.0,194.14285714285714,22.07792207792208,22.9212346095463,206.0,191.85714285714286,33.42571378502398,31.130883226967548,160.0,109.57142857142857,47.488877214539905,32.52140073531438,13.0,22.0,13.741200346701055,23.254339048263322,275.0,272.14285714285717,30.017180742723287,29.705313929811876,51.0,51.42857142857143,19.965471478736774,20.13324854998666,416.0,457.42857142857144,39.593104708533836,43.53609933953481
815,816,2022/06/08 10:00:00+00,17743,97473,142509,122395,11994,6312,23162,16531,30479,8069,48859,5871,41003,49356,3273,191645,182674,7478,5368,20168,5932,36055,20612,9123,0,2022-06-08 10:00:00+00:00,110.0,151.14285714285714,19.189471609176756,26.366832418842865,149.0,190.85714285714286,17.591499409681226,22.533310844999157,145.0,190.57142857142858,23.527808246740182,30.92226226714424,103.0,113.0,30.570964706860067,33.53901953276881,8.0,20.571428571428573,8.456123290277572,21.74431703214233,242.0,267.0,26.415119053596495,29.143953666571342,40.0,50.42857142857143,15.659193316656294,19.74176871707025,305.0,426.7142857142857,29.02859840409332,40.61284469930995
816,817,2022/06/09 10:00:00+00,17748,97645,142665,122574,12013,6316,23196,16557,30547,8088,48929,5878,41049,49487,3273,192056,182956,7496,5377,20191,5939,36094,20633,9133,0,2022-06-09 10:00:00+00:00,172.0,156.0,30.005355607076382,27.214159736650668,156.0,189.14285714285714,18.417945690672962,22.330915837409343,179.0,192.14285714285714,29.044673628734433,31.177243440261616,131.0,110.57142857142857,38.88151821940455,32.81820621790526,19.0,20.142857142857142,20.083292814409234,21.29131042730603,282.0,281.7142857142857,30.781254434356246,30.750067753065107,46.0,50.857142857142854,18.008072314154738,19.909545788320145,411.0,438.7142857142857,39.11722604617165,41.7549534889792
817,818,2022/06/10 10:00:00+00,17776,97809,142846,122735,12029,6317,23237,16561,30614,8106,48971,5890,41090,49573,3275,192380,183202,7504,5383,20235,5944,36107,20664,9143,0,2022-06-10 10:00:00+00:00,164.0,146.85714285714286,28.609757671863523,25.619190667835976,181.0,171.57142857142858,21.369539551357732,20.25636700961376,161.0,173.0,26.123980191208066,28.07110914955897,86.0,106.14285714285714,25.5252715028152,31.50378193785996,16.0,16.142857142857142,16.912246580555145,17.063248782167246,246.0,268.2857142857143,26.851732591672473,29.284293732381478,41.0,46.42857142857143,16.0506731495727,18.175849385404625,324.0,394.14285714285717,30.836937321069623,37.51283512735057
818,819,2022/06/11 10:00:00+00,17789,97965,143005,122918,12053,6324,23267,16584,30698,8119,49027,5894,41144,49717,3278,192897,183501,7509,5384,20265,5953,36148,20682,9158,0,2022-06-11 10:00:00+00:00,156.0,140.0,27.214159736650668,24.42296386622496,159.0,162.42857142857142,18.772136953955133,19.17692696913476,183.0,162.42857142857142,29.6937166148514,26.355781257678412,144.0,109.85714285714286,42.739989493085915,32.606202301768924,24.0,15.0,25.36836987083272,15.855231169270448,299.0,253.57142857142858,32.63686197117914,27.678179645887706,54.0,45.285714285714285,21.139910977485993,17.72844386207159,517.0,379.2857142857143,49.20585368824998,36.098795673474356
819,820,2022/06/12 10:00:00+00,17792,98045,143126,123045,12061,6326,23280,16599,30748,8125,49068,5898,41173,49765,3280,193196,183717,7516,5386,20279,5959,36170,20704,9164,0,2022-06-12 10:00:00+00:00,80.0,133.71428571428572,13.955979352128548,23.32642263141486,121.0,154.85714285714286,14.285714285714286,18.283015685613087,127.0,155.28571428571428,20.60711480921381,25.196775925326676,48.0,104.71428571428571,14.246663164361973,31.07977410558728,8.0,14.0,8.456123290277572,14.79821575798575,216.0,252.57142857142858,23.577131056102658,27.569026261368716,29.0,43.42857142857143,11.352915154575813,17.001409886655402,299.0,369.2857142857143,28.457544009258697,35.14703834874999
820,821,2022/06/13 10:00:00+00,17797,98118,143257,123131,12071,6329,23295,16613,30794,8129,49094,5899,41199,49829,3283,193423,183857,7523,5388,20299,5961,36185,20720,9170,0,2022-06-13 10:00:00+00:00,73.0,131.85714285714286,12.734831158817302,23.002444539311877,131.0,154.85714285714286,15.466351829988195,18.283015685613087,86.0,155.28571428571428,13.954424201514867,25.196775925326676,64.0,105.14285714285714,18.995550885815963,31.206976455269082,10.0,14.0,10.570154112846966,14.79821575798575,140.0,242.85714285714286,15.281473832659131,26.50867909746992,26.0,41.0,10.17847565582659,16.0506731495727,227.0,357.0,21.604891271243222,33.97773649266004
821,822,2022/06/14 10:00:00+00,17803,98233,143397,123273,12082,6332,23315,16634,30847,8137,49139,5904,41238,49906,3286,193754,184094,7524,5388,20325,5968,36209,20739,9178,0,2022-06-14 10:00:00+00:00,115.0,124.28571428571429,20.061720318684788,21.681610779199712,140.0,148.14285714285714,16.528925619834713,17.49030190588632,142.0,146.14285714285714,23.041026007152453,23.713249099916457,77.0,93.28571428571429,22.85402215949733,27.687711447405857,11.0,13.714285714285714,11.627169524131663,14.496211354761554,237.0,237.42857142857142,25.869352131001527,25.91613215293824,39.0,39.285714285714285,15.267713483739886,15.379564864573146,331.0,344.85714285714283,31.503167448376683,32.82203116978046
822,823,2022/06/15 10:00:00+00,17822,98350,143501,123383,12090,6333,23328,16652,30885,8141,49184,5908,41266,49986,3288,194043,184277,7536,5391,20340,5972,36229,20754,9190,0,2022-06-15 10:00:00+00:00,117.0,125.28571428571429,20.410619802488,21.856060521101316,104.0,141.71428571428572,12.27863046044864,16.731320627424523,110.0,141.14285714285714,17.84868211821669,22.901945367270248,80.0,90.0,23.744438607269952,26.712493433178697,8.0,13.714285714285714,8.456123290277572,14.496211354761554,183.0,229.0,19.975069366975863,24.99612505484958,28.0,37.57142857142857,10.961435321659405,14.708456579573589,289.0,342.57142857142856,27.50578668453432,32.60448663841488
823,824,2022/06/16 10:00:00+00,17832,98482,143644,123549,12112,6342,23351,16672,30966,8148,49230,5917,41312,50097,3293,194457,184555,7544,5394,20373,5987,36250,20774,9201,0,2022-06-16 10:00:00+00:00,132.0,119.57142857142857,23.027365931012106,20.859204853092134,143.0,139.85714285714286,16.883116883116884,16.512059369202227,166.0,139.28571428571428,26.935283923854275,22.600603980858796,111.0,87.14285714285714,32.94540856758706,25.864477768633343,22.0,14.142857142857142,23.254339048263326,14.949217959597851,278.0,228.42857142857142,30.34464089628027,24.933751692267297,46.0,37.57142857142857,18.008072314154738,14.708456579573589,414.0,343.0,39.40275324358896,32.64527623804593
