,ObjectID,OldDate,Count,Date,DailyCases,7Day,Daily100k,100k7D,100k7D_Diff,TotalNewsCasesPast7Days,TotalCasesPast7Days100K
148,149,2020/07/30 14:00:00+00,87177,2020-07-30 14:00:00+00:00,892.0,905.8571428571429,14.754336981117095,14.983544330119074,0.5387554182726912,6341.0,104.88481031083353
149,150,2020/07/31 14:00:00+00,88346,2020-07-31 14:00:00+00:00,1169.0,940.0,19.336120998795835,15.548292334361065,0.5647480042419915,6580.0,108.83804634052746
150,151,2020/08/01 14:00:00+00,89365,2020-08-01 14:00:00+00:00,1019.0,901.5714285714286,16.855010519908433,14.91265545929372,-0.6356368750673447,6311.0,104.38858821505603
151,152,2020/08/02 14:00:00+00,90274,2020-08-02 14:00:00+00:00,909.0,932.2857142857143,15.035529502057667,15.420692366875427,0.5080369075817064,6526.0,107.94484656812797
152,153,2020/08/03 14:00:00+00,91144,2020-08-03 14:00:00+00:00,870.0,895.4285714285714,14.390440777546944,14.811048077777377,-0.6096442890980498,6268.0,103.67733654444164
153,154,2020/08/04 14:00:00+00,91854,2020-08-04 14:00:00+00:00,710.0,904.2857142857143,11.743922933400379,14.957551744149779,0.14650366637240175,6330.0,104.70286220904843
154,155,2020/08/05 14:00:00+00,92426,2020-08-05 14:00:00+00:00,572.0,877.2857142857143,9.461301292823967,14.510951857950046,-0.4465998861997331,6141.0,101.57666300565033
155,156,2020/08/06 14:00:00+00,93005,2020-08-06 14:00:00+00:00,579.0,832.5714285714286,9.577086448505378,13.771344639005516,-0.7396072189445295,5828.0,96.3994124730386
156,157,2020/08/07 14:00:00+00,93806,2020-08-07 14:00:00+00:00,801.0,780.0,13.249129957258738,12.901774490214498,-0.8695701487910181,5460.0,90.3124214315015
157,158,2020/08/08 14:00:00+00,94581,2020-08-08 14:00:00+00:00,775.0,745.1428571428571,12.81907080758492,12.325211674168283,-0.5765628160462146,5216.0,86.276481719178
158,159,2020/08/09 14:00:00+00,95503,2020-08-09 14:00:00+00:00,922.0,747.0,15.250559076894577,12.355930184859274,0.030718510690990186,5229.0,86.4915112940149
159,160,2020/08/10 14:00:00+00,96258,2020-08-10 14:00:00+00:00,755.0,730.5714285714286,12.4882560770666,12.08418951336208,-0.2717406714971933,5114.0,84.58932659353457
160,161,2020/08/11 14:00:00+00,96843,2020-08-11 14:00:00+00:00,585.0,712.7142857142857,9.676330867660875,11.788819218256435,-0.29537029510564494,4989.0,82.52173452779505
161,162,2020/08/12 14:00:00+00,97384,2020-08-12 14:00:00+00:00,541.0,708.2857142857143,8.94853846052057,11.715567385070239,-0.07325183318619644,4958.0,82.00897169549165
162,163,2020/08/13 14:00:00+00,98160,2020-08-13 14:00:00+00:00,776.0,736.4285714285714,12.835611544110835,12.18107097015673,0.46550358508649126,5155.0,85.2674967910971
163,164,2020/08/14 14:00:00+00,98875,2020-08-14 14:00:00+00:00,715.0,724.1428571428571,11.826626616029959,11.977856207124047,-0.20321476303268327,5069.0,83.84499344986833
164,165,2020/08/15 14:00:00+00,99693,2020-08-15 14:00:00+00:00,818.0,730.2857142857143,13.53032247819931,12.07946358864039,0.10160738151634341,5112.0,84.55624512048271
165,166,2020/08/16 14:00:00+00,100212,2020-08-16 14:00:00+00:00,519.0,672.7142857142857,8.584642256950417,11.127189757219794,-0.9522738314205963,4709.0,77.89032830053857
166,167,2020/08/17 14:00:00+00,100715,2020-08-17 14:00:00+00:00,503.0,636.7142857142857,8.31999047253576,10.531723242286818,-0.5954665149329763,4457.0,73.72206269600773
167,168,2020/08/18 14:00:00+00,101235,2020-08-18 14:00:00+00:00,520.0,627.4285714285714,8.601182993476334,10.378130688831883,-0.15359255345493494,4392.0,72.64691482182319
168,169,2020/08/19 14:00:00+00,101649,2020-08-19 14:00:00+00:00,414.0,609.2857142857143,6.847864921729235,10.07803446900455,-0.30009621982733314,4265.0,70.54624128303186
169,170,2020/08/20 14:00:00+00,102229,2020-08-20 14:00:00+00:00,580.0,581.2857142857143,9.593627185031295,9.614893846278902,-0.46314062272564804,4069.0,67.30425692395231
170,171,2020/08/21 14:00:00+00,102899,2020-08-21 14:00:00+00:00,670.0,574.8571428571429,11.082293472363737,9.50856054004087,-0.10633330623803161,4024.0,66.55992378028608
171,172,2020/08/22 14:00:00+00,103523,2020-08-22 14:00:00+00:00,624.0,547.1428571428571,10.3214195921716,9.050145842036912,-0.45841469800395807,3830.0,63.35102089425838
172,173,2020/08/23 14:00:00+00,104102,2020-08-23 14:00:00+00:00,579.0,555.7142857142857,9.577086448505378,9.19192358368762,0.14177774165070822,3890.0,64.34346508581334
173,174,2020/08/24 14:00:00+00,104669,2020-08-24 14:00:00+00:00,567.0,564.8571428571429,9.378597610194387,9.343153174781708,0.15122959109408818,3954.0,65.40207222347196
174,175,2020/08/25 14:00:00+00,105046,2020-08-25 14:00:00+00:00,377.0,544.4285714285714,6.235857670270342,9.005249557180854,-0.33790361760085474,3811.0,63.03674690026598
175,176,2020/08/26 14:00:00+00,105486,2020-08-26 14:00:00+00:00,440.0,548.1428571428571,7.277924071403051,9.066686578562827,0.06143702138197327,3837.0,63.46680604993979
176,177,2020/08/27 14:00:00+00,106063,2020-08-27 14:00:00+00:00,577.0,547.7142857142857,9.544004975453547,9.059597691480292,-0.007088887082534967,3834.0,63.41718384036204
177,178,2020/08/28 14:00:00+00,106664,2020-08-28 14:00:00+00:00,601.0,537.8571428571429,9.940982652075531,8.896553288581975,-0.16304440289831668,3765.0,62.27587302007384
178,179,2020/08/29 14:00:00+00,107294,2020-08-29 14:00:00+00:00,630.0,538.7142857142857,10.420664011327096,8.910731062747049,0.014177774165073487,3771.0,62.375117439229335
179,180,2020/08/30 14:00:00+00,107791,2020-08-30 14:00:00+00:00,497.0,527.0,8.220746053380264,8.716968149157745,-0.1937629135893033,3689.0,61.018777044104226
180,181,2020/08/31 14:00:00+00,108249,2020-08-31 14:00:00+00:00,458.0,511.42857142857144,7.57565732886954,8.459405251825626,-0.2575628973321198,3580.0,59.215836762779375
181,182,2020/09/01 14:00:00+00,108863,2020-09-01 14:00:00+00:00,614.0,545.2857142857143,10.15601222691244,9.019427331345925,0.5600220795202997,3817.0,63.13599131942148
182,183,2020/09/02 14:00:00+00,109319,2020-09-02 14:00:00+00:00,456.0,547.5714285714286,7.542575855817708,9.057234729119447,0.0378073977735216,3833.0,63.400643103836124
183,184,2020/09/03 14:00:00+00,110012,2020-09-03 14:00:00+00:00,693.0,564.1428571428571,11.462730412459806,9.331338362977485,0.27410363385803826,3949.0,65.31936854084239
184,185,2020/09/04 14:00:00+00,110831,2020-09-04 14:00:00+00:00,819.0,595.2857142857143,13.546863214725224,9.846464157641725,0.5151257946642396,4167.0,68.92524910349208
185,186,2020/09/05 14:00:00+00,111607,2020-09-05 14:00:00+00:00,776.0,616.1428571428571,12.835611544110835,10.191456662325118,0.34499250468339326,4313.0,71.34019663627582
186,187,2020/09/06 14:00:00+00,112119,2020-09-06 14:00:00+00:00,512.0,618.2857142857143,8.468857101269005,10.226901097737795,0.03544443541267661,4328.0,71.58830768416456
187,188,2020/09/07 14:00:00+00,112883,2020-09-07 14:00:00+00:00,764.0,662.0,12.637122705799845,10.94996758015641,0.7230664824186146,4634.0,76.64977306109486
188,189,2020/09/08 14:00:00+00,113239,2020-09-08 14:00:00+00:00,356.0,625.1428571428571,5.888502203226105,10.340323291058363,-0.6096442890980462,4376.0,72.38226303740853
189,190,2020/09/09 14:00:00+00,113575,2020-09-09 14:00:00+00:00,336.0,608.0,5.5576874727077845,10.056767807756945,-0.2835554833014182,4256.0,70.3973746542986
190,191,2020/09/10 14:00:00+00,114078,2020-09-10 14:00:00+00:00,503.0,580.8571428571429,8.31999047253576,9.607804959196367,-0.4489628485605781,4066.0,67.25463471437456
191,192,2020/09/11 14:00:00+00,114724,2020-09-11 14:00:00+00:00,646.0,556.1428571428571,10.685315795741753,9.199012470770155,-0.4087924884262115,3893.0,64.39308729539108
192,193,2020/09/12 14:00:00+00,115533,2020-09-12 14:00:00+00:00,809.0,560.8571428571429,13.381455849466064,9.276990228678045,0.07797775790788997,3926.0,64.93893160074632
193,194,2020/09/13 14:00:00+00,116110,2020-09-13 14:00:00+00:00,577.0,570.1428571428571,9.544004975453547,9.430582782132978,0.15359255345493317,3991.0,66.01407947493087
194,195,2020/09/14 14:00:00+00,116646,2020-09-14 14:00:00+00:00,536.0,537.5714285714286,8.86583477789099,8.891827363860285,-0.538755418272693,3763.0,62.24279154702201
195,196,2020/09/15 14:00:00+00,117245,2020-09-15 14:00:00+00:00,599.0,572.2857142857143,9.9079011790237,9.466027217545657,0.5741998536853714,4006.0,66.2621905228196
196,197,2020/09/16 14:00:00+00,117888,2020-09-16 14:00:00+00:00,643.0,616.1428571428571,10.635693586164004,10.191456662325118,0.7254294447794614,4313.0,71.34019663627582
197,198,2020/09/17 14:00:00+00,118519,2020-09-17 14:00:00+00:00,631.0,634.4285714285714,10.437204747853013,10.493915844513296,0.30245918218817813,4441.0,73.45741091159307
198,199,2020/09/18 14:00:00+00,119062,2020-09-18 14:00:00+00:00,543.0,619.7142857142857,8.981619933572402,10.250530721346246,-0.24338512316704985,4338.0,71.75371504942372
199,200,2020/09/19 14:00:00+00,119744,2020-09-19 14:00:00+00:00,682.0,601.5714285714286,11.280782310674729,9.950434501518911,-0.3000962198273349,4211.0,69.65304151063239
200,201,2020/09/20 14:00:00+00,120156,2020-09-20 14:00:00+00:00,412.0,578.0,6.814783448677403,9.560545711979461,-0.38988878953944983,4046.0,66.92381998385625
201,202,2020/09/21 14:00:00+00,120568,2020-09-21 14:00:00+00:00,412.0,560.2857142857143,6.814783448677403,9.267538379234665,-0.2930073327447964,3922.0,64.87276865464266
202,203,2020/09/22 14:00:00+00,120912,2020-09-22 14:00:00+00:00,344.0,523.8571428571429,5.690013364915113,8.664982977219152,-0.602555402015513,3667.0,60.65488084053406
203,204,2020/09/23 14:00:00+00,121297,2020-09-23 14:00:00+00:00,385.0,487.0,6.368183562477671,8.055338688121106,-0.6096442890980462,3409.0,56.38737081684773
204,205,2020/09/24 14:00:00+00,121800,2020-09-24 14:00:00+00:00,503.0,468.7142857142857,8.31999047253576,7.752879505932926,-0.3024591821881799,3281.0,54.270156541530476
205,206,2020/09/25 14:00:00+00,122359,2020-09-25 14:00:00+00:00,559.0,471.0,9.246271717987058,7.790686903706448,0.03780739777352249,3297.0,54.534808325945136
206,207,2020/09/26 14:00:00+00,122972,2020-09-26 14:00:00+00:00,613.0,461.14285714285717,10.139471490386525,7.627642500808133,-0.1630444028983149,3228.0,53.39349750565694
207,208,2020/09/27 14:00:00+00,123403,2020-09-27 14:00:00+00:00,431.0,463.85714285714283,7.129057442669808,7.672538785664192,0.044896284856058344,3247.0,53.70777149964934
208,209,2020/09/28 14:00:00+00,123880,2020-09-28 14:00:00+00:00,477.0,473.14285714285717,7.889931322861944,7.826131339119125,0.15359255345493317,3312.0,54.78291937383388
209,210,2020/09/29 14:00:00+00,124311,2020-09-29 14:00:00+00:00,431.0,485.57142857142856,7.129057442669808,8.031709064512654,0.20557772539352914,3399.0,56.22196345158858
210,211,2020/09/30 14:00:00+00,124725,2020-09-30 14:00:00+00:00,414.0,489.7142857142857,6.847864921729235,8.100234972977164,0.06852590846451001,3428.0,56.701644810840136
211,212,2020/10/01 14:00:00+00,125510,2020-10-01 14:00:00+00:00,785.0,530.0,12.98447817284408,8.766590358735494,0.6663553857583295,3710.0,61.36613251114846
212,213,2020/10/02 14:00:00+00,126222,2020-10-02 14:00:00+00:00,712.0,551.8571428571429,11.77700440645221,9.128123599944802,0.3615332412093082,3863.0,63.89686519961361
213,214,2020/10/03 14:00:00+00,126819,2020-10-03 14:00:00+00:00,597.0,549.5714285714286,9.874819705971868,9.090316202171278,-0.03780739777352338,3847.0,63.63221341519895
214,215,2020/10/04 14:00:00+00,127290,2020-10-04 14:00:00+00:00,471.0,555.2857142857143,7.790686903706448,9.184834696605083,0.09451849443380489,3887.0,64.29384287623559
215,216,2020/10/05 14:00:00+00,127791,2020-10-05 14:00:00+00:00,501.0,558.7142857142857,8.286908999483929,9.241545793265368,0.056711096660285065,3911.0,64.69082055285757
216,217,2020/10/06 14:00:00+00,128204,2020-10-06 14:00:00+00:00,413.0,556.1428571428571,6.831324185203319,9.199012470770157,-0.04253332249521158,3893.0,64.39308729539108
217,218,2020/10/07 14:00:00+00,128664,2020-10-07 14:00:00+00:00,460.0,562.7142857142857,7.608738801921372,9.307708739369032,0.10869626859887482,3939.0,65.15396117558322
218,219,2020/10/08 14:00:00+00,129425,2020-10-08 14:00:00+00:00,761.0,559.2857142857143,12.587500496222097,9.25099764270875,-0.05671109666028151,3915.0,64.75698349896125
219,220,2020/10/09 14:00:00+00,130159,2020-10-09 14:00:00+00:00,734.0,562.4285714285714,12.140900610022364,9.302982814647342,0.051985171938591535,3937.0,65.1208797025314
220,221,2020/10/10 14:00:00+00,130795,2020-10-10 14:00:00+00:00,636.0,568.0,10.519908430482593,9.395138346720302,0.0921555320729599,3976.0,65.76596842704211
221,222,2020/10/11 14:00:00+00,131357,2020-10-11 14:00:00+00:00,562.0,581.0,9.295893927564807,9.610167921557212,0.21502957483691,4067.0,67.27117545090047
222,223,2020/10/12 14:00:00+00,131861,2020-10-12 14:00:00+00:00,504.0,581.4285714285714,8.336531209061677,9.617256808639748,0.007088887082536743,4070.0,67.32079766047823
223,224,2020/10/13 14:00:00+00,132343,2020-10-13 14:00:00+00:00,482.0,591.2857142857143,7.972635005491525,9.780301211538061,0.16304440289831312,4139.0,68.46210848076643
224,225,2020/10/14 14:00:00+00,132918,2020-10-14 14:00:00+00:00,575.0,607.7142857142857,9.510923502401715,10.052041883035255,0.2717406714971933,4254.0,70.36429318124678
225,226,2020/10/15 14:00:00+00,133548,2020-10-15 14:00:00+00:00,630.0,589.0,10.420664011327096,9.74249381376454,-0.3095480692707149,4123.0,68.19745669635176
226,227,2020/10/16 14:00:00+00,134329,2020-10-16 14:00:00+00:00,781.0,595.7142857142857,12.918315226740416,9.853553044724261,0.11105923095972159,4170.0,68.97487131306983
227,228,2020/10/17 14:00:00+00,135127,2020-10-17 14:00:00+00:00,798.0,618.8571428571429,13.19950774768099,10.236352947181174,0.3827999024569131,4332.0,71.65447063026822
228,229,2020/10/18 14:00:00+00,135657,2020-10-18 14:00:00+00:00,530.0,614.2857142857143,8.766590358735494,10.160738151634131,-0.0756147955470432,4300.0,71.12516706143892
229,230,2020/10/19 14:00:00+00,136154,2020-10-19 14:00:00+00:00,497.0,613.2857142857143,8.220746053380264,10.144197415108215,-0.0165407365259167,4293.0,71.0093819057575
230,231,2020/10/20 14:00:00+00,136744,2020-10-20 14:00:00+00:00,590.0,628.7142857142857,9.759034550290457,10.399397350079491,0.2551999349712766,4401.0,72.79578145055643
231,232,2020/10/21 14:00:00+00,137236,2020-10-21 14:00:00+00:00,492.0,616.8571428571429,8.138042370750686,10.203271474129343,-0.1961258759501483,4318.0,71.42290031890539
232,233,2020/10/22 14:00:00+00,137979,2020-10-22 14:00:00+00:00,743.0,633.0,12.289767238755607,10.470286220904844,0.2670147467755015,4431.0,73.29200354633392
233,234,2020/10/23 14:00:00+00,138691,2020-10-23 14:00:00+00:00,712.0,623.1428571428571,11.77700440645221,10.30724181800653,-0.1630444028983149,4362.0,72.1506927260457
234,235,2020/10/24 14:00:00+00,139487,2020-10-24 14:00:00+00:00,796.0,622.8571428571429,13.166426274629158,10.30251589328484,-0.004725924721689978,4360.0,72.11761125299387
235,236,2020/10/25 14:00:00+00,140279,2020-10-25 14:00:00+00:00,792.0,660.2857142857143,13.100263328525493,10.921612031826267,0.619096138541428,4622.0,76.45128422278387
236,237,2020/10/26 14:00:00+00,140844,2020-10-26 14:00:00+00:00,565.0,670.0,9.345516137142555,11.082293472363736,0.16068144053746813,4690.0,77.57605430654617
237,238,2020/10/27 14:00:00+00,141741,2020-10-27 14:00:00+00:00,897.0,713.8571428571429,14.837040663746674,11.807722917143197,0.7254294447794614,4997.0,82.65406042000238
238,239,2020/10/28 14:00:00+00,142425,2020-10-28 14:00:00+00:00,684.0,741.2857142857143,11.313863783726562,12.261411690425465,0.4536887732822681,5189.0,85.82988183297826
239,240,2020/10/29 14:00:00+00,143387,2020-10-29 14:00:00+00:00,962.0,772.5714285714286,15.912188537931218,12.778900447450553,0.5174887570250881,5408.0,89.45230313215387
240,241,2020/10/30 14:00:00+00,144314,2020-10-30 14:00:00+00:00,927.0,803.2857142857143,15.333262759524157,13.28693735503226,0.5080369075817064,5623.0,93.00856148522581
241,242,2020/10/31 14:00:00+00,145281,2020-10-31 14:00:00+00:00,967.0,827.7142857142857,15.994892220560798,13.69100391873678,0.40406656370451977,5794.0,95.83702743115747
242,243,2020/11/01 15:00:00+00,146145,2020-11-01 15:00:00+00:00,864.0,838.0,14.291196358391447,13.861137208717631,0.17013328998085164,5866.0,97.02796046102341
243,244,2020/11/02 15:00:00+00,146995,2020-11-02 15:00:00+00:00,850.0,878.7142857142857,14.059626047028623,14.534581481558499,0.673444272840868,6151.0,101.74207037090947
244,245,2020/11/03 15:00:00+00,147766,2020-11-03 15:00:00+00:00,771.0,860.7142857142857,12.752907861481255,14.23684822409201,-0.29773325746648993,6025.0,99.65793756864406
245,246,2020/11/04 15:00:00+00,148766,2020-11-04 15:00:00+00:00,1000.0,905.8571428571429,16.540736525916024,14.983544330119075,0.7466961060270663,6341.0,104.88481031083353
246,247,2020/11/05 15:00:00+00,149964,2020-11-05 15:00:00+00:00,1198.0,939.5714285714286,19.8158023580474,15.541203447278528,0.5576591171594529,6577.0,108.7884241309497
247,248,2020/11/06 15:00:00+00,151505,2020-11-06 15:00:00+00:00,1541.0,1027.2857142857142,25.489274986436598,16.99206233683745,1.450858889558921,7191.0,118.94443635786214
248,249,2020/11/07 15:00:00+00,152915,2020-11-07 15:00:00+00:00,1410.0,1090.5714285714287,23.322438501541594,18.03885466269185,1.0467923258544012,7634.0,126.27198263884296
249,250,2020/11/08 15:00:00+00,153996,2020-11-08 15:00:00+00:00,1081.0,1121.5714285714287,17.880536184515222,18.551617494995245,0.5127628323033946,7851.0,129.86132246496672
250,251,2020/11/09 15:00:00+00,155371,2020-11-09 15:00:00+00:00,1375.0,1196.5714285714287,22.743512723134536,19.792172734438946,1.240555239443701,8376.0,138.54520914107263
251,252,2020/11/10 15:00:00+00,156709,2020-11-10 15:00:00+00:00,1338.0,1277.5714285714287,22.131505471675645,21.131972393038147,1.3397996585992011,8943.0,147.92380675126702
252,253,2020/11/11 15:00:00+00,158423,2020-11-11 15:00:00+00:00,1714.0,1379.5714285714287,28.350822405420068,22.81912751868158,1.6871551256434323,9657.0,159.73389263077107
253,254,2020/11/12 15:00:00+00,159900,2020-11-12 15:00:00+00:00,1477.0,1419.4285714285713,24.43066784877797,23.478394017357378,0.6592664986757981,9936.0,164.34875812150165
254,255,2020/11/13 15:00:00+00,161769,2020-11-13 15:00:00+00:00,1869.0,1466.2857142857142,30.914636566937055,24.253445671714584,0.7750516543572061,10264.0,169.7741197020021
255,256,2020/11/14 15:00:00+00,164090,2020-11-14 15:00:00+00:00,2321.0,1596.4285714285713,38.3910494766511,26.40610438244451,2.152658710729927,11175.0,184.84273067711158
256,257,2020/11/15 15:00:00+00,165930,2020-11-15 15:00:00+00:00,1840.0,1704.857142857143,30.434955207685487,28.199592814325978,1.7934884318814674,11934.0,197.39714970028183
257,258,2020/11/16 15:00:00+00,167656,2020-11-16 15:00:00+00:00,1726.0,1755.0,28.54931124373106,29.028992602982623,0.8293997886566444,12285.0,203.20294822087837
258,259,2020/11/17 15:00:00+00,169805,2020-11-17 15:00:00+00:00,2149.0,1870.857142857143,35.54604279419354,30.94535507762804,1.9163624746454175,13096.0,216.61748554339627
259,260,2020/11/18 15:00:00+00,171823,2020-11-18 15:00:00+00:00,2018.0,1914.2857142857142,33.37920630929854,31.66369563532496,0.7183405576969193,13400.0,221.64586944727478
260,261,2020/11/19 15:00:00+00,174733,2020-11-19 15:00:00+00:00,2910.0,2119.0,48.13354329041564,35.049820698416056,3.3861250630910966,14833.0,245.34874488891242
261,262,2020/11/20 15:00:00+00,177086,2020-11-20 15:00:00+00:00,2353.0,2188.1428571428573,38.920353045480404,36.19349448106511,1.1436737826490528,15317.0,253.35446136745577
262,263,2020/11/21 15:00:00+00,179971,2020-11-21 15:00:00+00:00,2885.0,2268.714285714286,47.72002487726774,37.52620525258177,1.332710771516659,15881.0,262.6834367680724
263,264,2020/11/22 15:00:00+00,182139,2020-11-22 15:00:00+00:00,2168.0,2315.5714285714284,35.86031678818594,38.30125690693898,0.7750516543572132,16209.0,268.10879834857286
264,265,2020/11/23 15:00:00+00,183797,2020-11-23 15:00:00+00:00,1658.0,2305.8571428571427,27.424541159968772,38.14057546640151,-0.16068144053747346,16141.0,266.98402826481055
265,266,2020/11/24 15:00:00+00,185464,2020-11-24 15:00:00+00:00,1667.0,2237.0,27.573407788702017,37.00162760847415,-1.1389478579273558,15659.0,259.01139325931905
266,267,2020/11/25 15:00:00+00,188161,2020-11-25 15:00:00+00:00,2697.0,2334.0,44.61036641039552,38.606079051488,1.6044514430138506,16338.0,270.242553360416
267,268,2020/11/26 15:00:00+00,190480,2020-11-26 15:00:00+00:00,2319.0,2249.5714285714284,38.35796800359926,37.20956829622852,-1.3965107552594844,15747.0,260.46697807359965
268,269,2020/11/27 15:00:00+00,192858,2020-11-27 15:00:00+00:00,2378.0,2253.1428571428573,39.333871458628316,37.26864235524965,0.05907405902113538,15772.0,260.8804964867476
269,270,2020/11/28 15:00:00+00,194448,2020-11-28 15:00:00+00:00,1590.0,2068.1428571428573,26.299771076206483,34.20860609795519,-3.0600362572944633,14477.0,239.46024268568632
270,271,2020/11/29 15:00:00+00,196447,2020-11-29 15:00:00+00:00,1999.0,2044.0,33.06493231530614,33.809265458972355,-0.3993406389828351,14308.0,236.6648582128065
271,272,2020/11/30 15:00:00+00,198370,2020-11-30 15:00:00+00:00,1923.0,2081.8571428571427,31.807836339336518,34.43545048459632,0.6261850256239683,14573.0,241.04815339217427
272,273,2020/12/01 15:00:00+00,201135,2020-12-01 15:00:00+00:00,2765.0,2238.714285714286,45.735136494157814,37.02998315680429,2.5945326722079685,15671.0,259.20988209763004
273,274,2020/12/02 15:00:00+00,203355,2020-12-02 15:00:00+00:00,2220.0,2170.5714285714284,36.72043508753358,35.90285011068116,-1.1271330461231344,15194.0,251.3199507747681
274,275,2020/12/03 15:00:00+00,205399,2020-12-03 15:00:00+00:00,2044.0,2131.285714285714,33.809265458972355,35.25303546144874,-0.6498146492324182,14919.0,246.7712482301412
275,276,2020/12/04 15:00:00+00,209191,2020-12-04 15:00:00+00:00,3792.0,2333.285714285714,62.72247290627357,38.59426423968379,3.341228778235049,16333.0,270.15984967778644
276,277,2020/12/05 15:00:00+00,212384,2020-12-05 15:00:00+00:00,3193.0,2562.285714285714,52.81457172724987,42.38209290411855,3.7878286644347625,17936.0,296.67465032882984
277,278,2020/12/06 15:00:00+00,215027,2020-12-06 15:00:00+00:00,2643.0,2654.285714285714,43.71716663799606,43.90384066450282,1.5217477603842724,18580.0,307.3268846515197
278,279,2020/12/07 15:00:00+00,217329,2020-12-07 15:00:00+00:00,2302.0,2708.4285714285716,38.0767754826587,44.79940339926314,0.8955627347603183,18959.0,313.595823794842
279,280,2020/12/08 15:00:00+00,219961,2020-12-08 15:00:00+00:00,2632.0,2689.4285714285716,43.53521853621098,44.48512940527073,-0.3142739939924084,18826.0,311.3959058368951
280,281,2020/12/09 15:00:00+00,222653,2020-12-09 15:00:00+00:00,2692.0,2756.8571428571427,44.52766272776594,45.60044763958964,1.1153182343189059,19298.0,319.20313347712744
281,282,2020/12/10 15:00:00+00,225855,2020-12-10 15:00:00+00:00,3202.0,2922.285714285714,52.96343835598311,48.33675805344832,2.736310413858682,20456.0,338.35730637413826
282,283,2020/12/11 15:00:00+00,228471,2020-12-11 15:00:00+00:00,2616.0,2754.285714285714,43.27056675179632,45.55791431709442,-2.778843736353899,19280.0,318.905400219661
283,284,2020/12/12 15:00:00+00,232009,2020-12-12 15:00:00+00:00,3538.0,2803.5714285714284,58.5211258286909,46.373136331586004,0.8152220144915816,19625.0,324.611954321102
284,285,2020/12/13 15:00:00+00,234647,2020-12-13 15:00:00+00:00,2638.0,2802.8571428571427,43.63446295536647,46.361321519781775,-0.011814811804228498,19620.0,324.52925063847243
285,286,2020/12/14 15:00:00+00,236961,2020-12-14 15:00:00+00:00,2314.0,2804.5714285714284,38.27526432096968,46.38967706811191,0.028355548330132763,19632.0,324.7277394767834
286,287,2020/12/15 15:00:00+00,239362,2020-12-15 15:00:00+00:00,2401.0,2771.5714285714284,39.71430839872438,45.84383276275668,-0.5458443053552244,19401.0,320.9068293392968
287,288,2020/12/16 15:00:00+00,241767,2020-12-16 15:00:00+00:00,2405.0,2730.5714285714284,39.780471344828044,45.165662565194125,-0.678170197562558,19114.0,316.15963795635895
288,289,2020/12/17 15:00:00+00,243984,2020-12-17 15:00:00+00:00,2217.0,2589.8571428571427,36.67081287795583,42.83814463976166,-2.327517925432467,18129.0,299.8670124783316
289,290,2020/12/18 15:00:00+00,246553,2020-12-18 15:00:00+00:00,2569.0,2583.1428571428573,42.49315213507827,42.72708540880194,-0.11105923095971804,18082.0,299.0895978616136
290,291,2020/12/19 15:00:00+00,248754,2020-12-19 15:00:00+00:00,2201.0,2392.1428571428573,36.40616109354117,39.56780473235198,-3.15928067644996,16745.0,276.97463312646386
291,292,2020/12/20 15:00:00+00,250808,2020-12-20 15:00:00+00:00,2054.0,2308.714285714286,33.97467282423152,38.187834713618415,-1.379970018733566,16161.0,267.3148429953289
292,293,2020/12/21 15:00:00+00,253073,2020-12-21 15:00:00+00:00,2265.0,2301.714285714286,37.4647682311998,38.07204955793701,-0.11578515568140801,16112.0,266.50434690555903
293,294,2020/12/22 15:00:00+00,255397,2020-12-22 15:00:00+00:00,2324.0,2290.714285714286,38.440671686228846,37.890101456151925,-0.18194810178508192,16035.0,265.2307101930635
294,295,2020/12/23 15:00:00+00,257862,2020-12-23 15:00:00+00:00,2465.0,2299.285714285714,40.772915536383,38.03187919780264,0.14177774165071355,16095.0,266.22315438461845
295,296,2020/12/24 15:00:00+00,260728,2020-12-24 15:00:00+00:00,2866.0,2392.0,47.40575088327533,39.56544176999113,1.5335625721884938,16744.0,276.958092389938
296,297,2020/12/25 15:00:00+00,263160,2020-12-25 15:00:00+00:00,2432.0,2372.4285714285716,40.22707123102777,39.241715926555344,-0.32372584343578836,16607.0,274.69201148588746
297,298,2020/12/26 15:00:00+00,265440,2020-12-26 15:00:00+00:00,2280.0,2383.714285714286,37.71287927908854,39.428389953062116,0.1866740265067719,16686.0,275.99872967143483
298,299,2020/12/27 15:00:00+00,267198,2020-12-27 15:00:00+00:00,1758.0,2341.4285714285716,29.078614812560375,38.72895309425195,-0.6994368588101665,16390.0,271.1026716597637
299,300,2020/12/28 15:00:00+00,269183,2020-12-28 15:00:00+00:00,1985.0,2301.4285714285716,32.833362003943314,38.06732363321531,-0.6616294610366396,16110.0,266.47126543250715
300,301,2020/12/29 15:00:00+00,271061,2020-12-29 15:00:00+00:00,1878.0,2237.714285714286,31.0635031956703,37.01344242027837,-1.0538812129369362,15664.0,259.09409694194864
301,302,2020/12/30 15:00:00+00,273689,2020-12-30 15:00:00+00:00,2628.0,2261.0,43.46905559010732,37.39860528509614,0.3851628648177652,15827.0,261.79023699567296
302,303,2020/12/31 15:00:00+00,276662,2020-12-31 15:00:00+00:00,2973.0,2276.285714285714,49.175609691548345,37.65144225770656,0.2528369726104245,15934.0,263.56009580394596
