,OBJECTID,DATE,Allegany,Anne_Arundel,Baltimore,Baltimore_City,Calvert,Caroline,Carroll,Cecil,Charles,Dorchester,Frederick,Garrett,Harford,Howard,Kent,Montgomery,Prince_Georges,Queen_Annes,Somerset,St_Marys,Talbot,Washington,Wicomico,Worcester,Unknown,AACountyPop,ndate,AADailyCases,AA7Day,AADaily100K,AA100k7D,BaltCountyDailyCases,BaltimoreCounty7Day,BaltimoreCountyDaily100K,BaltimoreCounty100k7D,BaltimoreCityDC,BaltCity7Day,BaltCityDaily100k,BaltimoreCity100k7D,HowardDC,Howard7Day,HowardCountyDaily100K,HowardCounty100k7D,CalvertDC,Calvert7Day,CalvertDaily100k,Calvert100k7D,PGDC,PG7Day,PGDaily100k,PG100k7D,HarfordDC,Hardford7Day,Harford100kDaily,Hardford100k7D,MontgomeryDC,Montgomery7Day,Montgomery100kDaily,Montgomery100k7D
293,294,2021/01/02 15:00:00+00,5504.0,25143,39351,32132,2301.0,1360.0,5313,3687.0,6180,1397.0,11652.0,1492.0,8789,11486.0,763.0,47147,55694,1725.0,1843.0,3356.0,1221.0,8568.0,4818.0,2249.0,0.0,,2021-01-02 15:00:00+00:00,328.0,270.0,57.219515343727046,47.10143031343385,350.0,285.0,41.32231404958677,33.64817001180637,221.0,217.14285714285714,35.85962498296262,35.23376210349268,123.0,102.42857142857143,36.507074358677556,30.401361573950993,33.0,25.285714285714285,34.881508572394985,26.727389685341613,555.0,418.14285714285717,60.580128408041546,45.64170806958497,129.0,85.0,50.500898446216546,33.27578579789462,430.0,408.57142857142856,40.925564963147956,38.88608498159573
294,295,2021/01/03 15:00:00+00,5513.0,25365,39608,32317,2337.0,1370.0,5354,3718.0,6229,1420.0,11868.0,1496.0,8856,11564.0,767.0,47575,56028,1736.0,1845.0,3372.0,1236.0,8633.0,4843.0,2269.0,0.0,,2021-01-03 15:00:00+00:00,222.0,279.57142857142856,38.72784270215672,48.771163557349226,257.0,294.14285714285717,30.342384887839433,34.72761005228538,185.0,220.0,30.018238107909884,35.69736423643338,78.0,106.0,23.150827642088203,31.461381154632686,36.0,26.285714285714285,38.05255480624907,27.78440509662631,334.0,426.42857142857144,36.45723042934392,46.54612182702806,67.0,86.14285714285714,26.22914880539929,33.72319132122766,428.0,419.2857142857143,40.73521349820308,39.90582497237184
295,296,2021/01/04 15:00:00+00,5524.0,25629,39851,32503,2378.0,1378.0,5392,3744.0,6288,1438.0,12054.0,1515.0,8957,11657.0,783.0,48089,56391,1745.0,1848.0,3413.0,1247.0,8766.0,4896.0,2316.0,0.0,,2021-01-04 15:00:00+00:00,264.0,285.0,46.05473186202421,49.71817644195795,243.0,293.14285714285717,28.689492325855962,34.60954629785798,186.0,216.28571428571428,30.18049885443913,35.09468146361048,93.0,108.42857142857143,27.60290988095132,32.18219446949624,41.0,30.571428571428573,43.33763186267255,32.31447114498929,363.0,436.14285714285717,39.62267858039474,47.606468990926864,101.0,90.57142857142857,39.53946312455714,35.45688772414318,514.0,434.14285714285717,48.92032649083267,41.319864426248046
296,297,2021/01/05 15:00:00+00,5556.0,25781,40026,32689,2394.0,1394.0,5460,3785.0,6328,1443.0,12190.0,1525.0,9005,11744.0,792.0,48351,56813,1761.0,1887.0,3433.0,1257.0,8879.0,4934.0,2331.0,0.0,,2021-01-05 15:00:00+00:00,152.0,284.57142857142856,26.51636076904424,49.643412266857254,175.0,293.57142857142856,20.661157024793386,34.660145049755435,186.0,223.71428571428572,30.18049885443913,36.300047009256275,87.0,108.28571428571429,25.822076985406074,32.13979368626897,16.0,29.714285714285715,16.912246580555145,31.408457935316697,422.0,445.85714285714283,46.06272826701537,48.66681615482565,48.0,90.57142857142857,18.79103197998755,35.45688772414318,262.0,430.0,24.936041907778524,40.925564963147956
297,298,2021/01/06 15:00:00+00,5622.0,26130,40428,32982,2427.0,1400.0,5538,3831.0,6396,1458.0,12309.0,1543.0,9116,11885.0,802.0,48864,57286,1795.0,1897.0,3476.0,1268.0,9083.0,5006.0,2362.0,0.0,,2021-01-06 15:00:00+00:00,349.0,297.85714285714283,60.88295992366079,51.96110169497861,402.0,306.85714285714283,47.4616292798111,36.22870635857649,293.0,238.57142857142858,47.54239873306809,38.710778100547884,141.0,113.85714285714286,41.84957304531329,33.793424232132416,33.0,31.714285714285715,34.881508572394985,33.52248875788609,473.0,451.2857142857143,51.62955087748406,49.25936309935734,111.0,91.57142857142857,43.454261453721216,35.84836755705959,513.0,439.0,48.82515075836024,41.78214655539989
298,299,2021/01/07 15:00:00+00,5625.0,26478,40759,33215,2508.0,1420.0,5587,3869.0,6471,1527.0,12446.0,1561.0,9195,12029.0,811.0,49257,57771,1841.0,1910.0,3582.0,1303.0,9261.0,5046.0,2402.0,0.0,,2021-01-07 15:00:00+00:00,348.0,295.7142857142857,60.70851018175918,51.58728081947517,331.0,300.2857142857143,39.079102715466355,35.4528588294822,233.0,239.71428571428572,37.80675394131354,38.89621895372416,144.0,115.28571428571429,42.739989493085915,34.217432064405095,81.0,39.57142857142857,85.61824831406042,41.82760984655157,485.0,455.7142857142857,52.93939149171198,49.74275665937002,79.0,92.0,30.926906800396175,36.016144628309476,393.0,436.7142857142857,37.40406286166778,41.56460202403432
299,300,2021/01/08 15:00:00+00,5705.0,26916,41229,33528,2542.0,1467.0,5740,3915.0,6534,1538.0,12592.0,1584.0,9349,12249.0,822.0,49806,58316,1890.0,1933.0,3642.0,1336.0,9393.0,5117.0,2463.0,0.0,,2021-01-08 15:00:00+00:00,438.0,300.14285714285717,76.4089869529038,52.35984396218229,470.0,318.2857142857143,55.489964580873675,37.578006409175245,313.0,231.0,50.78761366365294,37.48223244825505,220.0,126.57142857142857,65.29720616999238,37.567093939359246,34.0,39.142857142857146,35.93852398367969,41.37460324171526,545.0,453.85714285714283,59.48859456285161,49.540043230977595,154.0,98.42857142857143,60.287894269126724,38.5328006970578,549.0,441.2857142857143,52.25147712736798,41.99969108676546
300,301,2021/01/09 15:00:00+00,5729.0,27345,41602,33848,2611.0,1482.0,5841,3960.0,6624,1597.0,12730.0,1598.0,9444,12459.0,840.0,50428,58954,1935.0,1962.0,3708.0,1355.0,9580.0,5216.0,2516.0,0.0,,2021-01-09 15:00:00+00:00,429.0,314.57142857142856,74.83893927578934,54.876904523905466,373.0,321.57142857142856,44.03778040141676,37.96593017372238,320.0,245.14285714285714,51.92343888935765,39.77706300631148,210.0,139.0,62.32915134408363,41.255962080131546,69.0,44.285714285714285,72.93406337864407,46.81068249975085,638.0,465.7142857142857,69.63985932311803,50.83429050455997,95.0,93.57142857142857,37.19058412705869,36.6313272228924,622.0,468.7142857142857,59.199305597855876,44.610225463152304
301,302,2021/01/10 15:00:00+00,5758.0,27770,41972,34121,2679.0,1502.0,5895,4010.0,6695,1618.0,12818.0,1614.0,9563,12612.0,852.0,51067,59540,1969.0,1965.0,3734.0,1381.0,9678.0,5295.0,2566.0,0.0,,2021-01-10 15:00:00+00:00,425.0,343.57142857142856,74.14114030818291,59.93594703905207,370.0,337.7142857142857,43.68358913813459,39.871816495193116,273.0,257.7142857142857,44.29718380248324,41.816912391250526,153.0,149.71428571428572,45.41123883640379,44.43602082217662,68.0,48.857142857142854,71.87704796735937,51.64275295133803,586.0,501.7142857142857,63.96388332813036,54.763812347243736,119.0,101.0,46.58610011705247,39.53946312455714,639.0,498.85714285714283,60.81729304988731,47.479093970535764
302,303,2021/01/11 15:00:00+00,5771.0,28202,42307,34400,2751.0,1542.0,5953,4100.0,6771,1627.0,12937.0,1623.0,9682,12734.0,870.0,51527,60023,2006.0,1973.0,3790.0,1401.0,9768.0,5333.0,2595.0,0.0,,2021-01-11 15:00:00+00:00,432.0,367.57142857142856,75.36228850149416,64.12274084469064,335.0,350.85714285714283,39.55135773317592,41.42351155338169,279.0,271.0,45.2707482816587,43.972662309424756,122.0,153.85714285714286,36.21026887608668,45.665643535767394,72.0,53.285714285714285,76.10510961249814,56.32382120131312,483.0,518.8571428571429,52.721084722674,56.6350132247122,119.0,103.57142857142857,46.58610011705247,40.54612555205647,460.0,491.14285714285717,43.78083693732107,46.74488117717697
303,304,2021/01/12 15:00:00+00,5785.0,28416,42505,34443,2783.0,1556.0,6015,4125.0,6818,1645.0,13501.0,1634.0,9739,12863.0,877.0,52015,60505,2014.0,2022.0,3818.0,1420.0,9852.0,5386.0,2614.0,0.0,,2021-01-12 15:00:00+00:00,214.0,376.42857142857144,37.332244766943866,65.66786713010487,198.0,354.14285714285717,23.376623376623378,41.811435317928826,43.0,250.57142857142858,6.977212100757433,40.6579070588988,129.0,159.85714285714286,38.2879072542228,47.44647643131264,32.0,55.57142857142857,33.82449316111029,58.73985642710671,482.0,527.4285714285714,52.611931338155,57.57061366344643,57.0,104.85714285714286,22.314350476235216,41.049456765806134,488.0,523.4285714285714,46.44575744654931,49.81769768271566
304,305,2021/01/13 15:00:00+00,5799.0,28675,42810,34678,2821.0,1560.0,6061,4158.0,6890,1658.0,13676.0,1647.0,9848,12954.0,886.0,52368,60972,2029.0,2034.0,3874.0,1426.0,9959.0,5442.0,2642.0,0.0,,2021-01-13 15:00:00+00:00,259.0,363.57142857142856,45.18248315251618,63.424941877084215,305.0,340.2857142857143,36.00944510035419,40.175409006577844,235.0,242.28571428571428,38.131275434372014,39.313460873370786,91.0,152.71428571428572,27.009298915769573,45.32643726994926,38.0,56.285714285714285,40.16658562881847,59.4948674351672,467.0,526.5714285714286,50.97463057037009,57.477053619573006,109.0,104.57142857142857,42.671301787888396,40.937605384972876,353.0,500.57142857142856,33.5970335627703,47.64225236905994
305,306,2021/01/14 15:00:00+00,5814.0,29016,43103,34907,2850.0,1575.0,6139,4213.0,6957,1732.0,13836.0,1665.0,9926,13070.0,892.0,52842,61516,2058.0,2047.0,3948.0,1441.0,10122.0,5473.0,2673.0,0.0,,2021-01-14 15:00:00+00:00,341.0,362.57142857142856,59.48736198844794,63.2504921351826,293.0,334.85714285714283,34.5926800472255,39.53449148254343,229.0,241.71428571428572,37.15771095519656,39.22074044678265,116.0,148.71428571428572,34.429435980541435,44.13921533958575,29.0,48.857142857142854,30.6534469272562,51.64275295133803,544.0,535.0,59.37944117833262,58.39706071766167,78.0,104.42857142857143,30.535426967479772,40.88167969455625,474.0,512.1428571428571,45.11329719193519,48.74357155909815
306,307,2021/01/15 15:00:00+00,5839.0,29358,43403,35199,2899.0,1608.0,6210,4267.0,7022,1759.0,13970.0,1689.0,10027,13195.0,904.0,53283,61946,2099.0,2052.0,3998.0,1458.0,10306.0,5531.0,2717.0,0.0,,2021-01-15 15:00:00+00:00,342.0,348.85714285714283,59.66181173034954,60.85803853196056,300.0,310.57142857142856,35.41912632821724,36.66722887502108,292.0,238.71428571428572,47.38013798653885,38.73395820719492,125.0,135.14285714285714,37.1006853238593,40.11114093299532,49.0,51.0,51.79375515295013,53.90778597551952,430.0,518.5714285714286,46.93595534316732,56.603826543421064,101.0,96.85714285714286,39.53946312455714,37.917618102474876,441.0,496.7142857142857,41.972498020344766,47.27514597238054
307,308,2021/01/16 15:00:00+00,5865.0,29710,43793,35405,2967.0,1627.0,6255,4337.0,7121,1811.0,14150.0,1701.0,10160,13330.0,918.0,53832,62491,2140.0,2068.0,4073.0,1477.0,10418.0,5626.0,2756.0,0.0,,2021-01-16 15:00:00+00:00,352.0,337.85714285714283,61.40630914936562,58.93909137104289,390.0,313.0,46.044864226682414,36.95395513577331,206.0,222.42857142857142,33.42571378502398,36.09142604943297,135.0,124.42857142857143,40.06874014976805,36.93108219095023,68.0,50.857142857142854,71.87704796735937,53.75678377390743,545.0,505.2857142857143,59.48859456285161,55.153645863383005,133.0,102.28571428571429,52.066817777882164,40.042794338306805,549.0,486.2857142857143,52.25147712736798,46.28259904802513
308,309,2021/01/17 15:00:00+00,5888.0,29955,44057,35610,3009.0,1645.0,6314,4366.0,7206,1828.0,14230.0,1716.0,10259,13433.0,937.0,54241,62927,2177.0,2074.0,4081.0,1499.0,10495.0,5701.0,2797.0,0.0,,2021-01-17 15:00:00+00:00,245.0,312.14285714285717,42.740186765893675,54.453240865001575,264.0,297.85714285714283,31.16883116883117,35.16613256872997,205.0,212.71428571428572,33.26345303849474,34.51517879743461,103.0,117.28571428571429,30.570964706860067,34.81104302958684,42.0,47.142857142857146,44.394647273957254,49.83072653199283,436.0,483.85714285714283,47.59087565028129,52.81464476654742,99.0,99.42857142857143,38.756503458724325,38.92428052997421,409.0,453.42857142857144,38.92687458122678,43.15539640964506
309,310,2021/01/18 15:00:00+00,5891.0,30174,44207,35773,3051.0,1652.0,6348,4403.0,7264,1844.0,14325.0,1719.0,10314,13525.0,943.0,54525,63258,2187.0,2084.0,4103.0,1508.0,10549.0,5745.0,2822.0,0.0,,2021-01-18 15:00:00+00:00,219.0,281.7142857142857,38.2044934764519,49.144984432852674,150.0,271.42857142857144,17.70956316410862,32.04587620172036,163.0,196.14285714285714,26.448501684266553,31.82628642637859,92.0,113.0,27.306104398360446,33.53901953276881,42.0,42.857142857142854,44.394647273957254,45.30066048362985,331.0,462.14285714285717,36.129770275786946,50.4444569884207,55.0,90.28571428571429,21.531390810402403,35.34503634330992,284.0,428.2857142857143,27.02990802217214,40.76240656462378
310,311,2021/01/19 15:00:00+00,5956.0,30355,44391,35941,3099.0,1665.0,6397,4438.0,7303,1864.0,14447.0,1728.0,10396,13592.0,949.0,54835,63592,2196.0,2109.0,4161.0,1525.0,10625.0,5791.0,2831.0,0.0,,2021-01-19 15:00:00+00:00,181.0,277.0,31.57540328419084,48.3225785067451,184.0,269.42857142857144,21.723730814639907,31.80974869286558,168.0,214.0,27.259805416912762,34.72379975725793,67.0,104.14285714285714,19.88596733358859,30.91017097267821,48.0,45.142857142857146,50.73673974166544,47.71669570942344,334.0,441.0,36.45723042934392,48.136642572876255,82.0,93.85714285714286,32.1013462991454,36.74317860372566,310.0,402.85714285714283,29.5044770664555,38.342223653181804
311,312,2021/01/20 15:00:00+00,5982.0,30616,44639,36055,3119.0,1684.0,6427,4487.0,7349,1877.0,14574.0,1737.0,10476,13657.0,956.0,55203,63994,2210.0,2121.0,4234.0,1543.0,10730.0,5832.0,2851.0,0.0,,2021-01-20 15:00:00+00:00,261.0,277.2857142857143,45.53138263631939,48.37242129014556,248.0,261.2857142857143,29.279811097992916,30.84837240681396,114.0,196.71428571428572,18.49772510433366,31.91900685296673,65.0,100.42857142857143,19.292356368406836,29.807750608769247,20.0,42.57142857142857,21.140308225693932,44.99865608040566,402.0,431.7142857142857,43.8796605766355,47.12307543091418,80.0,89.71428571428571,31.31838663331259,35.1213335816434,368.0,405.0,35.02466954985685,38.546171651337026
312,313,2021/01/21 15:00:00+00,5993.0,30847,44944,36283,3153.0,1693.0,6478,4523.0,7412,1899.0,14693.0,1741.0,10541,13744.0,964.0,55531,64355,2218.0,2127.0,4256.0,1555.0,10814.0,5878.0,2877.0,0.0,,2021-01-21 15:00:00+00:00,231.0,261.57142857142856,40.29789037927119,45.63106820312031,305.0,263.0,36.00944510035419,31.050767414403783,228.0,196.57142857142858,36.99545020866732,31.895826746319695,87.0,96.28571428571429,25.822076985406074,28.578127895178483,34.0,43.285714285714285,35.93852398367969,45.75366708846616,361.0,405.57142857142856,39.404371811356754,44.26949409277477,65.0,87.85714285714286,25.446189139566474,34.394299606227214,328.0,384.14285714285717,31.21764025095937,36.561077802626194
313,314,2021/01/22 15:00:00+00,6015.0,31125,45197,36453,3177.0,1735.0,6533,4553.0,7470,1908.0,14817.0,1750.0,10649,13860.0,982.0,55951,64764,2257.0,2140.0,4303.0,1568.0,10869.0,5922.0,2917.0,0.0,,2021-01-22 15:00:00+00:00,278.0,252.42857142857142,48.49702824864671,44.03609913430562,253.0,256.2857142857143,29.87012987012987,30.258053634677015,170.0,179.14285714285714,27.584326909971246,29.067853735381465,116.0,95.0,34.429435980541435,28.19652084613307,24.0,39.714285714285715,25.36836987083272,41.97861204816366,409.0,402.57142857142856,44.64373426826846,43.94203393921778,108.0,88.85714285714286,42.279821954971986,34.78577943914362,420.0,381.14285714285717,39.97380763842359,36.275550605208885
314,315,2021/01/23 15:00:00+00,6033.0,31396,45459,36688,3226.0,1755.0,6571,4587.0,7551,1955.0,14925.0,1753.0,10736,13954.0,993.0,56328,65151,2279.0,2161.0,4334.0,1585.0,10948.0,5991.0,2948.0,0.0,,2021-01-23 15:00:00+00:00,271.0,240.85714285714286,47.27588005533546,42.01746640658702,262.0,238.0,30.93270365997639,28.09917355371901,235.0,183.28571428571428,38.131275434372014,29.740076828145472,94.0,89.14285714285714,27.899715363542196,26.45808873381509,49.0,37.0,51.79375515295013,39.10957021753377,387.0,380.0,42.242359808850594,41.478286117217635,87.0,82.28571428571429,34.05874546372744,32.213197679978656,377.0,356.57142857142856,35.88125114210879,33.936946893029
315,316,2021/01/24 15:00:00+00,6068.0,31599,45671,36886,3254.0,1764.0,6622,4606.0,7609,1962.0,15046.0,1759.0,10821,14028.0,1007.0,56729,65562,2287.0,2168.0,4374.0,1597.0,11006.0,6053.0,2974.0,0.0,,2021-01-24 15:00:00+00:00,203.0,234.85714285714286,35.41329760602619,40.97076795517739,212.0,230.57142857142858,25.029515938606846,27.22212852082982,198.0,182.28571428571428,32.127627812790045,29.57781608161623,74.0,85.0,21.963605711724707,25.228466020224324,28.0,35.0,29.596431515971503,36.99553939496438,411.0,376.42857142857144,44.86204103730644,41.08845260107837,85.0,80.28571428571429,33.27578579789462,31.430238014145846,401.0,355.42857142857144,38.16546872144728,33.82817462734622
316,317,2021/01/25 15:00:00+00,6095.0,31764,45847,37023,3271.0,1771.0,6649,4629.0,7667,1969.0,15113.0,1760.0,10896,14077.0,1013.0,57129,65865,2298.0,2173.0,4396.0,1605.0,11048.0,6097.0,2983.0,0.0,,2021-01-25 15:00:00+00:00,165.0,227.14285714285714,28.78420741376513,39.62501280336499,176.0,234.28571428571428,20.77922077922078,27.660651037274413,137.0,178.57142857142858,22.22972227450624,28.975133308793325,49.0,78.85714285714286,14.543468646952848,23.40523234145181,17.0,31.428571428571427,17.969261991839844,33.22048435466189,303.0,372.42857142857144,33.07347550925512,40.6518390630024,75.0,83.14285714285714,29.36098746873055,32.54875182247844,400.0,372.0,38.07029298897484,35.4053724797466
317,318,2021/01/26 15:00:00+00,6106.0,31909,46027,37087,3289.0,1806.0,6697,4640.0,7719,2009.0,15216.0,1764.0,10957,14138.0,1014.0,57326,66159,2305.0,2200.0,4411.0,1613.0,11102.0,6140.0,2986.0,0.0,,2021-01-26 15:00:00+00:00,145.0,222.0,25.295212575732993,38.72784270215673,180.0,233.71428571428572,21.251475796930343,27.593186034744473,64.0,163.71428571428572,10.384687777871529,26.564402217501726,61.0,78.0,18.10513443804334,23.150827642088206,18.0,27.142857142857142,19.026277403124535,28.690418306298906,294.0,366.7142857142857,32.09109504858417,40.028105437179576,61.0,80.14285714285714,23.880269807900845,31.374312323729214,197.0,355.85714285714283,18.74961929707011,33.86896422697726
318,319,2021/01/27 15:00:00+00,6119.0,32093,46254,37281,3304.0,1824.0,6750,4674.0,7786,2017.0,15239.0,1765.0,11039,14250.0,1021.0,57685,66535,2312.0,2208.0,4448.0,1622.0,11153.0,6172.0,3008.0,0.0,,2021-01-27 15:00:00+00:00,184.0,211.0,32.09875250989566,36.80889554123905,227.0,230.71428571428572,26.80047225501771,27.238994771462306,194.0,175.14285714285714,31.47858482667307,28.418810749264498,112.0,84.71428571428571,33.242214050177935,25.14366445376979,15.0,26.428571428571427,15.855231169270448,27.93540729823841,376.0,363.0,41.04167257914166,39.62267858039474,82.0,80.42857142857143,32.1013462991454,31.486163704562472,359.0,354.57142857142856,34.168087957604925,33.74659542808413
319,320,2021/01/28 15:00:00+00,6134.0,32362,46618,37464,3340.0,1833.0,6808,4690.0,7833,2031.0,15342.0,1782.0,11127,14330.0,1023.0,58011,66888,2328.0,2222.0,4489.0,1635.0,11228.0,6213.0,3018.0,0.0,,2021-01-28 15:00:00+00:00,269.0,216.42857142857142,46.92698057153225,37.75590842584777,364.0,239.14285714285714,42.97520661157025,28.234103558778884,183.0,168.71428571428572,29.6937166148514,27.375705950147935,80.0,83.71428571428571,23.744438607269952,24.846858971178914,36.0,26.714285714285715,38.05255480624907,28.23741170146261,353.0,361.85714285714283,38.531144735204805,39.497931855230185,88.0,83.71428571428571,34.45022529664384,32.77245458414496,326.0,354.2857142857143,31.0272887860145,33.719402361663434
320,321,2021/01/29 15:00:00+00,6143.0,32535,46843,37625,3373.0,1859.0,6861,4709.0,7909,2040.0,15447.0,1789.0,11186,14408.0,1027.0,58308,67262,2338.0,2228.0,4517.0,1646.0,11307.0,6232.0,3037.0,0.0,,2021-01-29 15:00:00+00:00,173.0,201.42857142857142,30.179805348977986,35.139162297323665,225.0,235.14285714285714,26.56434474616293,27.761848541069323,161.0,167.42857142857142,26.123980191208066,27.16708499032462,78.0,78.28571428571429,23.150827642088203,23.23562920854274,33.0,28.0,34.881508572394985,29.596431515971506,374.0,356.85714285714283,40.823365810103674,38.952164932635206,59.0,76.71428571428571,23.097310142068032,30.0320957537301,297.0,336.7142857142857,28.267192544313822,32.04702877679061
