DATE,OBJECTID,Age_0_to_9,Age_10_to_19,Age_20_to_29,Age_30_to_39,Age_40_to_49,Age_50_to_59,Age_60_to_69,Age_70_to_79,Age_80plus,Age_Unknown,schoolKids,Age_0_to_9_daily,Age_10_to_19_daily,Age_20_to_29_daily,Age_30_to_39_daily,Age_40_to_49_daily,Age_50_to_59_daily,Age_60_to_69_daily,Age_70_to_79_daily,Age_80plus_daily,schoolKidsDaily,tenderAge,teenagers,20s,30s,40s,50s,60s,70s,80Plus,schoolKids7D,0_9daily100k,10_19daily100k,20_29daily100k,30_39daily100k,40_49daily100k,50_59daily100k,60_69daily100k,70_79daily100k,80plusdaily100k,schoolKidsdaily100K,0_97D100k,10_197D100k,20_297D100k,30_397D100k,40_497D100k,50_597D100k,60_697D100k,70_797D100k,80plus7D100k,schoolKids7D100K
2020-04-08 14:00:00+00:00,11,27,109,625,968,1015,1135,833,550,267,,136,6.0,27.0,120.0,195.0,220.0,244.0,190.0,105.0,51.0,33.0,3.0,10.0,53.285714285714285,89.0,91.85714285714286,105.57142857142857,74.85714285714286,51.857142857142854,26.857142857142858,13.0,0.8249611237070452,3.468577895909262,14.984210388303325,23.087660888436872,29.147025546043025,28.65369891068971,26.167987461402216,24.532824919742616,22.15310838516871,2.191636714298238,0.41248056185352266,1.2846584799663934,6.653702946234691,10.53744522600452,12.169829497471211,12.397589868266802,10.309793556221624,12.116211490974925,11.666062679024419,0.8633720389659726
2020-04-09 14:00:00+00:00,12,33,127,701,1076,1145,1282,913,600,308,,160,6.0,18.0,76.0,108.0,130.0,147.0,80.0,50.0,41.0,24.0,3.4285714285714284,11.571428571428571,59.285714285714285,95.14285714285714,101.14285714285714,115.85714285714286,79.42857142857143,54.714285714285715,30.0,15.0,0.8249611237070452,2.312385263939508,9.489999912592106,12.787012184365036,17.223242368116335,17.26267926176798,11.018099983748302,11.682297580829816,17.809361642978768,1.5939176103987185,0.47140635640402584,1.4865333839611126,7.402913465649857,11.264748829083484,13.400061095193808,13.605474131480886,10.939399269578672,12.783771352736627,13.031240226569832,0.996198506499199
2020-04-10 14:00:00+00:00,13,36,146,772,1205,1281,1421,1051,685,371,,182,3.0,19.0,71.0,129.0,136.0,139.0,138.0,85.0,63.0,22.0,3.857142857142857,13.0,62.42857142857143,102.85714285714286,110.28571428571429,124.14285714285714,89.71428571428571,59.857142857142854,35.285714285714285,16.857142857142858,0.4124805618535226,2.4408511119361473,8.865657813079467,15.27337566465824,18.01816124664478,16.32321372371258,19.006222471965824,19.859905887410687,27.365604475796644,1.4610911428654918,0.5303321509545291,1.6700560239563116,7.7953570710578015,12.178106842252417,14.611366052951439,14.578492010181122,12.356012124632027,13.985379103907695,15.327220647441658,1.1195373692086237
2020-04-11 14:00:00+00:00,14,45,162,855,1317,1413,1565,1141,757,439,,207,9.0,16.0,83.0,112.0,132.0,144.0,90.0,72.0,68.0,25.0,4.571428571428571,13.857142857142858,68.0,108.57142857142857,119.71428571428571,134.28571428571428,95.42857142857143,65.42857142857143,42.857142857142854,18.428571428571427,1.2374416855605679,2.055453567946229,10.3640788519098,13.260605228230407,17.488215327625817,16.910379684997206,12.395362481716841,16.822508516394937,29.537477846891615,1.660330844165332,0.6285418085387011,1.7801696079534308,8.491052553371883,12.854668333488661,15.860524290638997,15.769600103072792,13.143019266328333,15.287120834343018,18.616057466528332,1.2239010222704445
2020-04-12 14:00:00+00:00,15,52,172,906,1390,1504,1675,1212,816,498,,224,7.0,10.0,51.0,73.0,91.0,110.0,71.0,59.0,59.0,17.0,5.142857142857143,14.714285714285714,69.14285714285714,107.42857142857143,119.71428571428571,134.14285714285714,95.14285714285714,66.0,48.0,19.857142857142858,0.9624546443248861,1.2846584799663934,6.368289415028913,8.643073050543034,12.056269657681433,12.917651148261754,9.778563735576618,13.785111145379183,25.628105778920666,1.1290249740324256,0.7071095346060388,1.89028319195055,8.633759318974773,12.719356035241413,15.860524290638997,15.752823932750374,13.103668909243519,15.420632806695357,20.849984362511726,1.3187770705084636
2020-04-13 14:00:00+00:00,16,63,190,970,1511,1637,1801,1317,877,570,,253,11.0,18.0,64.0,121.0,133.0,126.0,105.0,61.0,72.0,29.0,6.714285714285714,16.285714285714285,71.57142857142857,113.28571428571429,128.57142857142858,139.42857142857142,102.85714285714286,67.14285714285714,52.857142857142854,23.0,1.5124287267962497,2.312385263939508,7.991578873761774,14.326189576927494,17.620701807380556,14.796582224372553,14.461256228669647,14.252403048612376,31.274976543767593,1.9259837792317847,0.9231707812912173,2.092158095945269,8.937011195880912,13.412831563758562,17.033975968466702,16.373542234679835,14.16612855053353,15.68765675140004,22.95980420871827,1.5275043766321053
2020-04-14 14:00:00+00:00,17,70,199,1030,1603,1740,1902,1389,935,604,0.0,269,7.0,9.0,60.0,92.0,103.0,101.0,72.0,58.0,34.0,16.0,7.0,16.714285714285715,75.0,118.57142857142857,135.0,144.42857142857142,106.57142857142857,70.0,55.42857142857143,23.714285714285715,0.9624546443248861,1.156192631969754,7.492105194151662,10.892640008903548,13.646107414738326,11.860752417949428,9.916289985373473,13.551465193762587,14.768738923445808,1.0626117402658122,0.9624546443248861,2.147214887943829,9.36513149268958,14.03865094315209,17.88567476689004,16.960708195964457,14.677683192636133,16.355216613161744,24.076767656709972,1.5749424007511146
2020-04-15 14:00:00+00:00,18,74,204,1089,1670,1808,2005,1474,1010,698,0.0,278,4.0,5.0,59.0,67.0,68.0,103.0,85.0,75.0,94.0,9.0,6.714285714285714,13.571428571428571,66.28571428571429,100.28571428571429,113.28571428571429,124.28571428571429,91.57142857142857,65.71428571428571,61.57142857142857,20.285714285714285,0.5499740824713635,0.6423292399831967,7.367236774249135,7.9326834847449765,9.00908062332239,12.095618802463278,11.70673123273257,17.523446371244727,40.831219376585466,0.5977191038995194,0.9231707812912173,1.743465079954391,8.276992404967551,11.873654171196106,15.008825492215664,14.595268180503538,12.611789445683325,15.353876820519186,26.745069226912367,1.3472398849798692
2020-04-16 14:00:00+00:00,19,86,231,1162,1784,1951,2138,1602,1065,765,0.0,317,12.0,27.0,73.0,114.0,143.0,133.0,128.0,55.0,67.0,39.0,7.571428571428571,14.857142857142858,65.85714285714286,101.14285714285714,115.14285714285714,122.28571428571429,98.42857142857143,66.42857142857143,65.28571428571429,22.428571428571427,1.6499222474140904,3.468577895909262,9.115394652884522,13.497401750163094,18.945566604927965,15.61861457017103,17.628959973997283,12.8505273389128,29.10310317267262,2.5901161168979177,1.041022370392224,1.9086354559500702,8.223477367866469,11.975138394881542,15.254871811760182,14.36040179598969,13.556198015718893,15.520766785959614,28.358460874011485,1.4895539573368974
2020-04-17 14:00:00+00:00,20,86,242,1227,1882,2088,2287,1710,1171,879,0.0,328,0.0,11.0,65.0,98.0,137.0,149.0,108.0,106.0,114.0,11.0,7.142857142857143,13.714285714285714,65.0,96.71428571428571,115.28571428571429,123.71428571428571,94.14285714285714,69.42857142857143,72.57142857142857,20.857142857142858,0.0,1.4131243279630326,8.1164472936643,11.603029574701607,18.15064772639952,17.49754564628183,14.874434978060208,24.766470871359214,49.51871286096535,0.7305455714327459,0.9820965758417205,1.7618173439539109,8.1164472936643,11.450803239173451,15.273798451725144,14.52816349921387,12.965942659446663,16.221704640809403,31.523190643321303,1.3851903042750766
2020-04-18 14:00:00+00:00,21,89,254,1311,2010,2215,2399,1831,1253,946,0.0,343,3.0,12.0,84.0,128.0,127.0,112.0,121.0,82.0,67.0,15.0,6.285714285714286,13.142857142857142,65.14285714285714,99.0,114.57142857142857,119.14285714285714,98.57142857142857,70.85714285714286,72.42857142857143,19.428571428571427,0.4124805618535226,1.541590175959672,10.488947271812327,15.154977403691893,16.82578292885211,13.152517532775605,16.664876225419306,19.1589680325609,29.10310317267262,0.996198506499199,0.864244986740714,1.688408287955831,8.134285639364663,11.72142783566795,15.17916525190033,13.991326048896497,13.575873194261302,16.555484571690254,31.461137118432873,1.290314256037058
