,OBJECTID,DATE,Allegany,Anne_Arundel,Baltimore,Baltimore_City,Calvert,Caroline,Carroll,Cecil,Charles,Dorchester,Frederick,Garrett,Harford,Howard,Kent,Montgomery,Prince_Georges,Queen_Annes,Somerset,St_Marys,Talbot,Washington,Wicomico,Worcester,Unknown,ndate,AADailyCases,AA7Day,AADaily100k1,AA100k7D-County_2019,AADaily100k2,AA100k7D-2019Census,AADaily100k3,AA100k7D-2020Census
310,311,2021/01/19 15:00:00+00,5956.0,30355,44391,35941,3099.0,1665.0,6397,4438.0,7303,1864.0,14447.0,1728.0,10396,13592.0,949.0,54835,63592,2196.0,2109.0,4161.0,1525.0,10625.0,5791.0,2831.0,0.0,2021-01-19 15:00:00+00:00,181.0,277.0,31.226817107465106,47.78910684402119,31.248165680881993,47.821778417703385,30.768655409758594,47.08794225692338
311,312,2021/01/20 15:00:00+00,5982.0,30616,44639,36055,3119.0,1684.0,6427,4487.0,7349,1877.0,14574.0,1737.0,10476,13657.0,956.0,55203,63994,2210.0,2121.0,4234.0,1543.0,10730.0,5832.0,2851.0,0.0,2021-01-20 15:00:00+00:00,261.0,277.2857142857143,45.028725221261844,47.838399372999035,45.05950962823315,47.87110464608678,44.36806111572924,47.13651156301613
312,313,2021/01/21 15:00:00+00,5993.0,30847,44944,36283,3153.0,1693.0,6478,4523.0,7412,1899.0,14693.0,1741.0,10541,13744.0,964.0,55531,64355,2218.0,2127.0,4256.0,1555.0,10814.0,5878.0,2877.0,0.0,2021-01-21 15:00:00+00:00,231.0,261.57142857142856,39.853009678588066,45.127310279217525,39.88025564797646,45.158162084999944,39.26828397599025,44.465199727914744
313,314,2021/01/22 15:00:00+00,6015.0,31125,45197,36453,3177.0,1735.0,6533,4553.0,7470,1908.0,14817.0,1750.0,10649,13860.0,982.0,55951,64764,2257.0,2140.0,4303.0,1568.0,10869.0,5922.0,2917.0,0.0,2021-01-22 15:00:00+00:00,278.0,252.42857142857142,47.961630695443645,43.54994935192648,47.99442021704527,43.57972277673124,47.257934828248004,42.910981932946676
314,315,2021/01/23 15:00:00+00,6033.0,31396,45459,36688,3226.0,1755.0,6571,4587.0,7551,1955.0,14925.0,1753.0,10736,13954.0,993.0,56328,65151,2279.0,2161.0,4334.0,1585.0,10948.0,5991.0,2948.0,0.0,2021-01-23 15:00:00+00:00,271.0,240.85714285714286,46.75396373548643,41.55360192832374,46.78592762165204,41.58201052720366,46.06798682897557,40.9439250361902
315,316,2021/01/24 15:00:00+00,6068.0,31599,45671,36886,3254.0,1764.0,6622,4606.0,7609,1962.0,15046.0,1759.0,10821,14028.0,1007.0,56729,65562,2287.0,2168.0,4374.0,1597.0,11006.0,6053.0,2974.0,0.0,2021-01-24 15:00:00+00:00,203.0,234.85714285714286,35.02234183875921,40.518458819788975,35.046285266403565,40.54615973115233,34.50849197890052,39.92396960824241
316,317,2021/01/25 15:00:00+00,6095.0,31764,45847,37023,3271.0,1771.0,6649,4629.0,7667,1969.0,15113.0,1760.0,10896,14077.0,1013.0,57129,65865,2298.0,2173.0,4396.0,1605.0,11048.0,6097.0,2983.0,0.0,2021-01-25 15:00:00+00:00,165.0,227.14285714285714,28.466435484705762,39.18756053738715,28.48589689141176,39.21435156480061,28.048774268564465,38.61259834373809
317,318,2021/01/26 15:00:00+00,6106.0,31909,46027,37087,3289.0,1806.0,6697,4640.0,7719,2009.0,15216.0,1764.0,10957,14138.0,1014.0,57326,66159,2305.0,2200.0,4411.0,1613.0,11102.0,6140.0,2986.0,0.0,2021-01-26 15:00:00+00:00,145.0,222.0,25.01595845625658,38.300295015785935,25.033060904573972,38.326479453899466,24.6489228420718,37.738350834068555
318,319,2021/01/27 15:00:00+00,6119.0,32093,46254,37281,3304.0,1824.0,6750,4674.0,7786,2017.0,15239.0,1765.0,11039,14250.0,1021.0,57685,66535,2312.0,2208.0,4448.0,1622.0,11153.0,6172.0,3008.0,0.0,2021-01-27 15:00:00+00:00,184.0,211.0,31.744388661732486,36.40253265013889,31.766091078907657,36.42741966113867,31.27863312373249,35.86843254949759
319,320,2021/01/28 15:00:00+00,6134.0,32362,46618,37464,3340.0,1833.0,6808,4690.0,7833,2031.0,15342.0,1782.0,11127,14330.0,1023.0,58011,66888,2328.0,2222.0,4489.0,1635.0,11228.0,6213.0,3018.0,0.0,2021-01-28 15:00:00+00:00,269.0,216.42857142857142,46.408916032641514,37.33909070071794,46.440644022968264,37.36461800042322,45.72800168632631,36.79124936525988
320,321,2021/01/29 15:00:00+00,6143.0,32535,46843,37625,3373.0,1859.0,6861,4709.0,7909,2040.0,15447.0,1789.0,11186,14408.0,1027.0,58308,67262,2338.0,2228.0,4517.0,1646.0,11307.0,6232.0,3037.0,0.0,2021-01-29 15:00:00+00:00,173.0,201.42857142857142,29.846626296085432,34.751232929381054,29.86703128614688,34.774991010294876,29.40871483916153,34.241360795390385
321,322,2021/01/30 15:00:00+00,6175.0,32737,47111,37771,3392.0,1874.0,6890,4745.0,7965,2074.0,15531.0,1790.0,11287,14496.0,1033.0,58710,67583,2363.0,2239.0,4558.0,1673.0,11376.0,6297.0,3056.0,0.0,2021-01-30 15:00:00+00:00,202.0,191.57142857142858,34.84981798733675,33.05064067964539,34.87364346706167,33.07323613106768,34.33849940757589,32.565719735190434
322,323,2021/01/31 15:00:00+00,6198.0,32906,47341,37951,3410.0,1888.0,6954,4757.0,8022,2089.0,15615.0,1794.0,11368,14572.0,1046.0,58965,67883,2367.0,2247.0,4569.0,1679.0,11442.0,6334.0,3076.0,0.0,2021-01-31 15:00:00+00:00,169.0,186.71428571428572,29.1565308903956,32.21266768702201,29.176464088779323,32.23469024854993,28.728744553863,31.740041531613638
323,324,2021/02/01 15:00:00+00,6205.0,33044,47502,38024,3428.0,1899.0,6983,4767.0,8060,2103.0,15646.0,1798.0,11411,14631.0,1048.0,59155,68102,2370.0,2253.0,4611.0,1691.0,11471.0,6352.0,3082.0,0.0,2021-02-01 15:00:00+00:00,138.0,182.85714285714286,23.808291496299365,31.547218545821103,23.824568309180744,31.56878616537407,23.45897484279937,31.08435589936148
324,325,2021/02/02 15:00:00+00,6212.0,33111,47608,38120,3438.0,1902.0,7001,4776.0,8087,2106.0,15722.0,1798.0,11450,14656.0,1053.0,59292,68295,2378.0,2261.0,4618.0,1707.0,11494.0,6371.0,3085.0,0.0,2021-02-02 15:00:00+00:00,67.0,171.71428571428572,11.559098045304763,29.624809915685127,11.567000555906594,29.64506325842159,11.389502278750419,29.190152961744143
325,326,2021/02/03 15:00:00+00,6218.0,33194,47735,38194,3446.0,1904.0,7017,4784.0,8126,2113.0,15759.0,1800.0,11481,14704.0,1056.0,59439,68490,2386.0,2268.0,4636.0,1716.0,11521.0,6403.0,3093.0,0.0,2021-02-03 15:00:00+00:00,83.0,157.28571428571428,14.31947966806411,27.135537202303933,14.329269345376826,27.154088725060042,14.109383419944548,26.737403004060152
326,327,2021/02/04 15:00:00+00,6239.0,33362,47890,38311,3465.0,1915.0,7041,4797.0,8184,2124.0,15845.0,1805.0,11526,14767.0,1059.0,59782,68772,2391.0,2279.0,4661.0,1722.0,11570.0,6427.0,3103.0,0.0,2021-02-04 15:00:00+00:00,168.0,142.85714285714286,28.98400703897314,24.646264488922736,29.00382228943743,24.663114191698494,28.558751982538364,24.284653046376157
327,328,2021/02/05 15:00:00+00,6249.0,33557,48081,38432,3485.0,1924.0,7078,4818.0,8232,2134.0,15910.0,1807.0,11567,14826.0,1061.0,60040,69059,2406.0,2286.0,4697.0,1731.0,11620.0,6469.0,3115.0,0.0,2021-02-05 15:00:00+00:00,195.0,146.0,33.64215102737953,25.18848230767904,33.665150871668445,25.205702703915865,33.148551408303454,24.818915413396436
328,329,2021/02/06 15:00:00+00,6298.0,33673,48282,38584,3499.0,1937.0,7102,4840.0,8282,2166.0,15968.0,1819.0,11637,14877.0,1062.0,60235,69343,2421.0,2294.0,4739.0,1740.0,11664.0,6490.0,3132.0,0.0,2021-02-06 15:00:00+00:00,116.0,133.71428571428572,20.012766765005264,23.068903561631682,20.02644872365918,23.084674883429788,19.719138273657443,22.73043525140809
329,330,2021/02/07 15:00:00+00,6310.0,33812,48477,38733,3513.0,1960.0,7155,4858.0,8328,2174.0,16057.0,1821.0,11714,14952.0,1069.0,60479,69600,2437.0,2304.0,4775.0,1758.0,11714.0,6510.0,3140.0,0.0,2021-02-07 15:00:00+00:00,139.0,129.42857142857142,23.980815347721823,22.329515626964,23.997210108522633,22.344781457678835,23.628967414124002,22.0018956600168
330,331,2021/02/08 15:00:00+00,6317.0,33911,48568,38828,3519.0,1962.0,7176,4866.0,8357,2184.0,16100.0,1821.0,11765,14981.0,1069.0,60633,69779,2439.0,2310.0,4803.0,1763.0,11729.0,6525.0,3148.0,0.0,2021-02-08 15:00:00+00:00,99.0,123.85714285714286,17.079861290823455,21.36831131189601,17.091538134847056,21.382920004202596,16.82926456113868,21.054794191208128
331,332,2021/02/09 15:00:00+00,6321.0,33980,48631,38909,3526.0,1969.0,7209,4875.0,8388,2189.0,16159.0,1822.0,11791,15037.0,1070.0,60835,70020,2443.0,2317.0,4817.0,1770.0,11756.0,6543.0,3152.0,0.0,2021-02-09 15:00:00+00:00,69.0,124.14285714285714,11.904145748149682,21.41760384087386,11.912284154590372,21.432246232585992,11.729487421399686,21.10336349730088
332,333,2021/02/10 15:00:00+00,6333.0,34096,48800,39025,3535.0,1972.0,7232,4890.0,8427,2194.0,16190.0,1823.0,11849,15087.0,1073.0,61001,70244,2453.0,2320.0,4829.0,1777.0,11799.0,6553.0,3164.0,0.0,2021-02-10 15:00:00+00:00,116.0,128.85714285714286,20.012766765005264,22.230930569008308,20.02644872365918,22.246129000912042,19.719138273657443,21.904757047831293
333,334,2021/02/11 15:00:00+00,6336.0,34216,48976,39131,3552.0,1978.0,7272,4906.0,8464,2202.0,16249.0,1824.0,11910,15126.0,1077.0,61160,70465,2466.0,2323.0,4847.0,1779.0,11859.0,6578.0,3169.0,0.0,2021-02-11 15:00:00+00:00,120.0,122.0,20.7028621706951,21.047909873540018,20.717015921026736,21.062299519710514,20.399108558955973,20.73909370160524
334,335,2021/02/12 15:00:00+00,6348.0,34348,49111,39253,3559.0,1983.0,7294,4918.0,8496,2205.0,16294.0,1828.0,11962,15179.0,1083.0,61330,70646,2478.0,2338.0,4876.0,1781.0,11891.0,6595.0,3181.0,0.0,2021-02-12 15:00:00+00:00,132.0,113.0,22.773148387764607,19.495195210737887,22.78871751312941,19.50852332563351,22.439019414851572,19.209160559683543
335,336,2021/02/13 15:00:00+00,6359.0,34448,49233,39345,3565.0,1987.0,7313,4932.0,8526,2230.0,16366.0,1829.0,12004,15238.0,1085.0,61518,70818,2488.0,2346.0,4893.0,1787.0,12030.0,6609.0,3187.0,0.0,2021-02-13 15:00:00+00:00,100.0,110.71428571428571,17.252385142245913,19.10085497891512,17.264179934188945,19.113913498566337,16.99925713246331,18.820606110941522
336,337,2021/02/14 15:00:00+00,6363.0,34526,49353,39424,3572.0,1991.0,7331,4940.0,8553,2243.0,16409.0,1829.0,12040,15284.0,1088.0,61643,70980,2492.0,2347.0,4900.0,1796.0,12065.0,6621.0,3193.0,0.0,2021-02-14 15:00:00+00:00,78.0,102.0,13.456860410951814,17.597432845090832,13.466060348667378,17.609463532872727,13.259420563321383,17.33924227511258
337,338,2021/02/15 15:00:00+00,6366.0,34602,49444,39497,3581.0,1995.0,7349,4949.0,8578,2250.0,16448.0,1829.0,12080,15316.0,1090.0,61744,71118,2493.0,2348.0,4917.0,1801.0,12086.0,6628.0,3196.0,0.0,2021-02-15 15:00:00+00:00,76.0,98.71428571428571,13.111812708106894,17.03056876184561,13.1207767499836,17.04221190646366,12.919435420672118,16.780695255045924
338,339,2021/02/16 15:00:00+00,6368.0,34645,49497,39552,3586.0,1999.0,7355,4958.0,8597,2252.0,16481.0,1831.0,12095,15342.0,1093.0,61835,71216,2499.0,2349.0,4928.0,1808.0,12100.0,6634.0,3201.0,0.0,2021-02-16 15:00:00+00:00,43.0,95.0,7.418525611165743,16.38976588513362,7.423597371701247,16.400970937479496,7.309680566959225,16.149294275840145
339,340,2021/02/17 15:00:00+00,6369.0,34721,49653,39560,3591.0,2001.0,7364,4964.0,8626,2253.0,16511.0,1831.0,12129,15384.0,1097.0,61942,71402,2504.0,2351.0,4936.0,1811.0,12136.0,6641.0,3203.0,0.0,2021-02-17 15:00:00+00:00,76.0,89.28571428571429,13.111812708106894,15.403915305576708,13.1207767499836,15.414446369811559,12.919435420672118,15.177908153985099
340,341,2021/02/18 15:00:00+00,6374.0,34860,49762,39633,3598.0,2005.0,7381,4966.0,8656,2264.0,16582.0,1832.0,12168,15425.0,1099.0,62085,71586,2515.0,2356.0,4956.0,1818.0,12164.0,6664.0,3217.0,0.0,2021-02-18 15:00:00+00:00,139.0,92.0,23.980815347721823,15.872194330866241,23.997210108522633,15.883045539453832,23.628967414124002,15.639316561866247
341,342,2021/02/19 15:00:00+00,6382.0,34964,49897,39701,3602.0,2013.0,7406,4971.0,8686,2281.0,16629.0,1833.0,12212,15461.0,1103.0,62234,71817,2529.0,2361.0,4979.0,1832.0,12189.0,6672.0,3220.0,0.0,2021-02-19 15:00:00+00:00,104.0,88.0,17.94248054793575,15.182098925176405,17.954747131556502,15.192478342086273,17.679227417761844,14.959346276567715
342,343,2021/02/20 15:00:00+00,6382.0,35040,49977,39785,3611.0,2016.0,7423,4971.0,8714,2287.0,16659.0,1833.0,12262,15505.0,1104.0,62336,71993,2535.0,2362.0,4984.0,1844.0,12203.0,6685.0,3226.0,0.0,2021-02-20 15:00:00+00:00,76.0,84.57142857142857,13.111812708106894,14.59058857744226,13.1207767499836,14.600563601485508,12.919435420672118,14.376514603454686
343,344,2021/02/21 15:00:00+00,6391.0,35094,50063,39839,3613.0,2017.0,7434,4972.0,8733,2301.0,16691.0,1833.0,12285,15519.0,1105.0,62436,72122,2546.0,2365.0,5001.0,1847.0,12232.0,6689.0,3227.0,0.0,2021-02-21 15:00:00+00:00,54.0,81.14285714285714,9.316287976812795,13.999078229708113,9.322657164462031,14.008648860884746,9.179598851530187,13.793682930341658
344,345,2021/02/22 15:00:00+00,6393.0,35166,50132,39899,3620.0,2021.0,7447,4974.0,8751,2306.0,16715.0,1835.0,12309,15568.0,1105.0,62523,72250,2549.0,2365.0,5011.0,1851.0,12249.0,6698.0,3229.0,0.0,2021-02-22 15:00:00+00:00,72.0,80.57142857142857,12.42171730241706,13.900493171752425,12.43020955261604,13.90999640411795,12.239465135373585,13.696544318156155
345,346,2021/02/23 15:00:00+00,6395.0,35218,50194,39980,3623.0,2022.0,7460,4978.0,8771,2318.0,16747.0,1836.0,12336,15603.0,1107.0,62626,72416,2549.0,2369.0,5025.0,1855.0,12264.0,6703.0,3233.0,0.0,2021-02-23 15:00:00+00:00,52.0,81.85714285714286,8.971240273967876,14.122309552152728,8.977373565778251,14.131964431843238,8.839613708880922,13.91510619557354
346,347,2021/02/24 15:00:00+00,6398.0,35297,50351,40037,3626.0,2025.0,7475,4979.0,8801,2320.0,16778.0,1836.0,12373,15647.0,1108.0,62767,72609,2555.0,2370.0,5034.0,1860.0,12281.0,6719.0,3244.0,0.0,2021-02-24 15:00:00+00:00,79.0,82.28571428571429,13.629384262374273,14.196248345619496,13.638702148009267,14.205953774418333,13.429413134646015,13.987960154712667
347,348,2021/02/25 15:00:00+00,6399.0,35410,50482,40141,3634.0,2027.0,7486,4991.0,8830,2327.0,16826.0,1840.0,12403,15682.0,1109.0,62896,72788,2559.0,2372.0,5066.0,1867.0,12344.0,6735.0,3252.0,0.0,2021-02-25 15:00:00+00:00,113.0,78.57142857142857,19.495195210737883,13.555445468907505,19.50852332563351,13.564712805434171,19.209160559683543,13.356559175506886
348,349,2021/02/26 15:00:00+00,6400.0,35510,50669,40186,3639.0,2036.0,7516,4998.0,8864,2336.0,16869.0,1841.0,12432,15724.0,1120.0,63039,72990,2563.0,2381.0,5079.0,1870.0,12366.0,6750.0,3258.0,0.0,2021-02-26 15:00:00+00:00,100.0,78.0,17.252385142245913,13.456860410951814,17.264179934188945,13.466060348667378,16.99925713246331,13.259420563321383
349,350,2021/02/27 15:00:00+00,6405.0,35604,50779,40303,3647.0,2040.0,7531,5004.0,8885,2342.0,16910.0,1841.0,12457,15757.0,1121.0,63166,73149,2571.0,2384.0,5099.0,1873.0,12383.0,6759.0,3262.0,0.0,2021-02-27 15:00:00+00:00,94.0,80.57142857142857,16.217242033711162,13.900493171752421,16.22832913813761,13.909996404117951,15.979301704515512,13.696544318156155
350,351,2021/02/28 15:00:00+00,6406.0,35712,50891,40401,3656.0,2046.0,7543,5014.0,8899,2347.0,16938.0,1842.0,12483,15798.0,1122.0,63276,73320,2574.0,2389.0,5117.0,1880.0,12408.0,6772.0,3265.0,0.0,2021-02-28 15:00:00+00:00,108.0,88.28571428571429,18.63257595362559,15.231391454154252,18.645314328924062,15.241804570469668,18.359197703060374,15.007915582660464
351,352,2021/03/01 15:00:00+00,6408.0,35772,50972,40474,3661.0,2049.0,7548,5023.0,8921,2348.0,16969.0,1844.0,12515,15827.0,1125.0,63395,73413,2577.0,2390.0,5123.0,1886.0,12417.0,6779.0,3266.0,0.0,2021-03-01 15:00:00+00:00,60.0,86.57142857142857,10.35143108534755,14.935636280287179,10.358507960513368,14.945847200169286,10.199554279477987,14.71649974610395
352,353,2021/03/02 15:00:00+00,6409.0,35827,51062,40481,3664.0,2051.0,7555,5025.0,8929,2354.0,17003.0,1844.0,12529,15831.0,1126.0,63499,73509,2579.0,2390.0,5134.0,1890.0,12427.0,6783.0,3269.0,0.0,2021-03-02 15:00:00+00:00,55.0,87.0,9.488811828235253,15.009575073753947,9.49529896380392,15.019836542744384,9.349591422854822,14.789353705243078
353,354,2021/03/03 15:00:00+00,6409.0,35963,51183,40540,3668.0,2050.0,7569,5027.0,8963,2354.0,17035.0,1844.0,12567,15868.0,1128.0,63595,73685,2582.0,2393.0,5132.0,1893.0,12448.0,6790.0,3270.0,0.0,2021-03-03 15:00:00+00:00,136.0,95.14285714285714,23.463243793454446,16.414412149622542,23.479284710496966,16.4256340516712,23.118989700150106,16.17357892888652
354,355,2021/03/04 15:00:00+00,6411.0,36084,51318,40608,3673.0,2051.0,7574,5041.0,8994,2355.0,17095.0,1844.0,12592,15893.0,1129.0,63702,73834,2585.0,2397.0,5150.0,1897.0,12465.0,6797.0,3276.0,0.0,2021-03-04 15:00:00+00:00,121.0,96.28571428571429,20.875386022117556,16.611582265533922,20.889657720368625,16.622938965204785,20.569101130280604,16.36785615325753
355,356,2021/03/05 15:00:00+00,6416.0,36149,51492,40728,3684.0,2056.0,7604,5046.0,9033,2358.0,17141.0,1844.0,12635,15934.0,1133.0,63796,73994,2593.0,2400.0,5164.0,1905.0,12484.0,6809.0,3280.0,0.0,2021-03-05 15:00:00+00:00,65.0,91.28571428571429,11.214050342459846,15.74896300842163,11.221716957222815,15.759729968495337,11.049517136101153,15.517893296634366
356,357,2021/03/06 15:00:00+00,6418.0,36241,51639,40817,3691.0,2057.0,7637,5053.0,9057,2369.0,17166.0,1846.0,12679,16057.0,1135.0,63898,74165,2597.0,2401.0,5186.0,1906.0,12500.0,6816.0,3279.0,0.0,2021-03-06 15:00:00+00:00,92.0,91.0,15.872194330866243,15.699670479443782,15.883045539453828,15.710403740111941,15.639316561866245,15.469323990541612
357,358,2021/03/07 15:00:00+00,6421.0,36331,51730,40892,3701.0,2058.0,7661,5059.0,9074,2375.0,17196.0,1847.0,12700,16088.0,1139.0,63987,74327,2601.0,2401.0,5201.0,1907.0,12519.0,6821.0,3283.0,0.0,2021-03-07 15:00:00+00:00,90.0,88.42857142857143,15.527146628021324,15.256037718643173,15.53776194077005,15.266467684661368,15.29933141921698,15.03220023570684
358,359,2021/03/08 15:00:00+00,6422.0,36385,51862,41000,3710.0,2059.0,7674,5066.0,9104,2378.0,17219.0,1848.0,12750,16114.0,1141.0,64081,74452,2604.0,2404.0,5215.0,1907.0,12526.0,6828.0,3286.0,0.0,2021-03-08 15:00:00+00:00,54.0,87.57142857142857,9.316287976812795,15.108160131709639,9.322657164462031,15.118488999511175,9.179598851530187,14.886492317428585
359,360,2021/03/09 15:00:00+00,6423.0,36440,51966,41047,3714.0,2060.0,7696,5068.0,9116,2379.0,17247.0,1848.0,12771,16202.0,1142.0,64166,74571,2604.0,2413.0,5220.0,1905.0,12538.0,6840.0,3290.0,0.0,2021-03-09 15:00:00+00:00,55.0,87.57142857142857,9.488811828235253,15.108160131709637,9.49529896380392,15.118488999511175,9.349591422854822,14.886492317428587
360,361,2021/03/10 15:00:00+00,6426.0,36543,52096,41193,3718.0,2063.0,7717,5072.0,9132,2380.0,17282.0,1849.0,12823,16283.0,1142.0,64273,74704,2605.0,2415.0,5233.0,1908.0,12571.0,6845.0,3293.0,0.0,2021-03-10 15:00:00+00:00,103.0,82.85714285714286,17.769956696513294,14.294833403575186,17.782105332214613,14.304606231185124,17.509234846437213,14.085098766898172
361,362,2021/03/11 15:00:00+00,6432.0,36655,52271,41282,3736.0,2063.0,7736,5080.0,9158,2382.0,17324.0,1854.0,12864,16326.0,1144.0,64399,74851,2607.0,2414.0,5248.0,1911.0,12599.0,6859.0,3295.0,0.0,2021-03-11 15:00:00+00:00,112.0,81.57142857142857,19.322671359315425,14.073017023174883,19.33588152629162,14.082638203459839,19.03916798835891,13.866536889480788
362,363,2021/03/12 15:00:00+00,6433.0,36770,52450,41415,3741.0,2066.0,7769,5096.0,9199,2384.0,17360.0,1858.0,12918,16370.0,1147.0,64514,74991,2617.0,2418.0,5249.0,1914.0,12613.0,6889.0,3299.0,0.0,2021-03-12 15:00:00+00:00,115.0,88.71428571428571,19.840242913582802,15.305330247621018,19.85380692431729,15.315793913044766,19.549145702332808,15.080769541799596
363,364,2021/03/13 15:00:00+00,6434.0,36870,52606,41588,3747.0,2068.0,7802,5107.0,9225,2394.0,17407.0,1859.0,12966,16459.0,1153.0,64647,75180,2621.0,2421.0,5255.0,1914.0,12649.0,6908.0,3301.0,0.0,2021-03-13 15:00:00+00:00,100.0,89.85714285714286,17.252385142245913,15.502500363532402,17.264179934188945,15.513098826578354,16.99925713246331,15.275046766170602
364,365,2021/03/14 14:00:00+00,6439.0,36965,52740,41722,3755.0,2068.0,7822,5115.0,9253,2396.0,17451.0,1871.0,13006,16480.0,1155.0,64773,75325,2624.0,2422.0,5263.0,1918.0,12665.0,6912.0,3301.0,0.0,2021-03-14 14:00:00+00:00,95.0,90.57142857142857,16.38976588513362,15.625731685977014,16.4009709374795,15.636414397536845,16.149294275840145,15.396470031402485
365,366,2021/03/15 14:00:00+00,6440.0,37012,52828,41814,3757.0,2070.0,7841,5124.0,9275,2402.0,17484.0,1873.0,13042,16501.0,1163.0,64857,75427,2626.0,2424.0,5269.0,1921.0,12683.0,6919.0,3306.0,0.0,2021-03-15 14:00:00+00:00,47.0,89.57142857142857,8.108621016855581,15.453207834554558,8.114164569068805,15.463772598194955,7.989650852257756,15.22647746007785
366,367,2021/03/16 14:00:00+00,6443.0,37074,52936,41906,3767.0,2070.0,7849,5132.0,9296,2404.0,17524.0,1874.0,13075,16544.0,1164.0,64934,75541,2629.0,2430.0,5277.0,1921.0,12698.0,6924.0,3304.0,0.0,2021-03-16 14:00:00+00:00,62.0,90.57142857142857,10.696478788192467,15.625731685977016,10.703791559197146,15.636414397536845,10.539539422127254,15.396470031402485
367,368,2021/03/17 14:00:00+00,6450.0,37165,53073,42036,3773.0,2071.0,7866,5143.0,9334,2405.0,17545.0,1874.0,13119,16585.0,1169.0,65053,75719,2632.0,2432.0,5278.0,1923.0,12753.0,6929.0,3306.0,0.0,2021-03-17 14:00:00+00:00,91.0,88.85714285714286,15.699670479443784,15.329976512109942,15.71040374011194,15.340457027236464,15.469323990541614,15.105054194845971
368,369,2021/03/18 14:00:00+00,6454.0,37295,53282,42230,3783.0,2073.0,7895,5164.0,9357,2413.0,17593.0,1875.0,13187,16621.0,1211.0,65157,75847,2636.0,2433.0,5291.0,1923.0,12782.0,6936.0,3308.0,0.0,2021-03-18 14:00:00+00:00,130.0,91.42857142857143,22.42810068491969,15.77360927291055,22.44343391444563,15.784393082687037,22.099034272202307,15.54217794968074
369,370,2021/03/19 14:00:00+00,6457.0,37450,53445,42418,3791.0,2077.0,7919,5183.0,9391,2418.0,17646.0,1879.0,13243,16649.0,1218.0,65289,76022,2651.0,2437.0,5300.0,1924.0,12832.0,6950.0,3309.0,0.0,2021-03-19 14:00:00+00:00,155.0,97.14285714285714,26.74119697048117,16.75945985246746,26.759478897992867,16.770917650354978,26.34884855531813,16.51356407153579
370,371,2021/03/20 14:00:00+00,6458.0,37629,53628,42550,3805.0,2080.0,7946,5203.0,9428,2429.0,17686.0,1884.0,13294,16710.0,1219.0,65408,76196,2658.0,2443.0,5306.0,1926.0,12857.0,6960.0,3313.0,0.0,2021-03-20 14:00:00+00:00,179.0,108.42857142857143,30.881769404620186,18.70651474709236,30.902882082198214,18.719303671499155,30.428670267109325,18.432051662199505
