,date,cases,deaths,CasesDaily,Cases7D,DailyCases100k,Cases100k7D,TotalCasesPast7Days,DailyDeaths,Deaths7D,DailyDeaths100k,Deaths100k7D,Cases100k7DDiff,TotalCasespast7days100k
111,2020-05-11,1354449,80747,17621.0,23877.85714285714,5.368335853936761,7.274522252720049,167145.0,982.0,1691.7142857142858,0.2991717728032404,0.5153901852685442,-0.18892997755875296,50.92165576904035
112,2020-05-12,1376749,82400,22300.0,23676.85714285714,6.793819280562384,7.213286482523052,165738.0,1653.0,1608.7142857142858,0.5035956623663507,0.49010377269963484,-0.061235770196996775,50.49300537766136
113,2020-05-13,1397894,84168,21145.0,23196.428571428572,6.441942093609489,7.06692124075155,162375.0,1768.0,1474.4285714285713,0.5386310532750805,0.449192881452174,-0.1463652417715018,49.46844868526086
114,2020-05-14,1424856,85906,26962.0,22980.14285714286,8.214123562444977,7.0010285925083,160861.0,1738.0,1443.0,0.5294913860814988,0.4396179920112789,-0.06589264824325003,49.007200147558095
115,2020-05-15,1451093,87499,26237.0,22778.571428571428,7.99324827193342,6.9396187334123765,159450.0,1593.0,1445.5714285714287,0.48531632797918733,0.440401392056443,-0.06140985909592356,48.577331133886645
116,2020-05-16,1474752,88724,23659.0,22605.85714285714,7.207846204431633,6.887000363712185,158241.0,1225.0,1412.857142857143,0.37320307707125205,0.4304348025929659,-0.05261836970019118,48.2090025459853
117,2020-05-17,1493766,89568,19014.0,22419.714285714286,5.79272106729207,6.8302909048872475,156938.0,844.0,1400.4285714285713,0.25712930371276466,0.42664836904133924,-0.05670945882493772,47.81203633421073
118,2020-05-18,1515593,90414,21827.0,23020.571428571428,6.649717194476913,7.013345382107269,161144.0,846.0,1381.0,0.25773861485900346,0.4207293464778768,0.1830544772200211,49.09341767475088
119,2020-05-19,1536570,91934,20977.0,22831.571428571428,6.390759957325431,6.955765478787705,159821.0,1520.0,1362.0,0.4630764711414719,0.41494089058860834,-0.05757990331956364,48.69035835151393
120,2020-05-20,1559640,93411,23070.0,23106.571428571428,7.028404071864313,7.039545761395536,161746.0,1477.0,1320.4285714285713,0.4499762814973381,0.402275923191788,0.08378028260783132,49.27682032976876
121,2020-05-21,1585373,94722,25733.0,22931.0,7.839701863081247,6.9860569472007175,160517.0,1311.0,1259.4285714285713,0.3994034563595195,0.3836919332315053,-0.05348881419481888,48.902398630405024
122,2020-05-22,1609172,96010,23799.0,22582.714285714286,7.250497984668348,6.879949763305708,158079.0,1288.0,1215.857142857143,0.3923963781777735,0.37041765468844623,-0.10610718389500917,48.159648343139956
123,2020-05-23,1631440,97060,22268.0,22384.0,6.784070302222562,6.819410348704411,156688.0,1050.0,1190.857142857143,0.3198883517753589,0.3628012653604614,-0.060539414601297636,47.73587244093088
124,2020-05-24,1651471,97680,20031.0,22529.285714285714,6.102555785154489,6.863672451256186,157705.0,620.0,1158.857142857143,0.18888645533402143,0.35305228702064095,0.04426210255177576,48.045707158793306
125,2020-05-25,1670571,98190,19100.0,22139.714285714286,5.818921446580338,6.744987344413819,154978.0,510.0,1110.857142857143,0.15537434229088862,0.33842881951091025,-0.1186851068423671,47.21491141089673
126,2020-05-26,1689467,98937,18896.0,21842.428571428572,5.756771709663982,6.654417594747898,152897.0,747.0,1000.4285714285714,0.22757771312018388,0.30478613979358343,-0.09056974966592168,46.58092316323528
127,2020-05-27,1708211,100422,18744.0,21224.428571428572,5.710464062549835,6.466140450560114,148571.0,1485.0,1001.5714285714286,0.45241352608229324,0.30513431759143417,-0.18827714418778374,45.2629831539208
128,2020-05-28,1730723,101622,22512.0,20764.285714285714,6.858406262063694,6.325955364700464,145350.0,1200.0,985.7142857142857,0.3655866877432673,0.30030335064625524,-0.14018508585964984,44.28168755290325
129,2020-05-29,1755271,102812,24548.0,20871.285714285714,7.478685008934771,6.358553511024239,146099.0,1190.0,971.7142857142857,0.36254013201207336,0.29603817262258386,0.03259814632377456,44.509874577169676
130,2020-05-30,1778668,103775,23397.0,21032.571428571428,7.1280264442743535,6.407690102745923,147228.0,963.0,959.2857142857143,0.293383316913972,0.29225173907095714,0.04913659172168483,44.85383071922146
131,2020-05-31,1799302,104379,20634.0,21118.714285714286,6.286263095745481,6.433934004258922,147831.0,604.0,957.0,0.1840119661641112,0.29155538347525567,0.02624390151299849,45.03753802981246
132,2020-06-01,1821199,105113,21897.0,21518.285714285714,6.6710430845952695,6.555665666832484,150628.0,734.0,989.0,0.22361719066963182,0.30130436181507614,0.12173166257356183,45.88965966782739
133,2020-06-02,1841990,106195,20791.0,21789.0,6.334094020725225,6.638140282698375,152523.0,1082.0,1036.857142857143,0.3296373301151793,0.3158843071000755,0.08247461586589111,46.46698197888863
134,2020-06-03,1861977,107184,19987.0,21966.571428571428,6.089150939937236,6.692238408039434,153766.0,989.0,966.0,0.3013043618150761,0.29429728363333013,0.05409812534105907,46.845668856276035
135,2020-06-04,1883593,108192,21616.0,21838.571428571428,6.585434868548722,6.653242494680151,152870.0,1008.0,938.5714285714286,0.30709281770434455,0.28594101648491266,-0.03899591335928321,46.572697462761056
136,2020-06-05,1912302,109304,28709.0,22433.0,8.74635684868455,6.834338471787262,157031.0,1112.0,927.4285714285714,0.338776997308761,0.282546282955868,0.18109597710711167,47.84036930251084
137,2020-06-06,1934818,110032,22516.0,22307.14285714286,6.859624884356172,6.795995391798951,156150.0,728.0,893.8571428571429,0.2217892572309155,0.27231856014400274,-0.038343079988311324,47.571967742592655
138,2020-06-07,1953434,110422,18616.0,22018.85714285714,5.671468149190553,6.708167542291103,154132.0,390.0,863.2857142857143,0.11881567351656186,0.26300480405149573,-0.08782784950784794,46.957172796037725
139,2020-06-08,1971641,111144,18207.0,21491.714285714286,5.5468640197847225,6.547570533032455,150442.0,722.0,861.5714285714286,0.21996132379219918,0.2624825373547196,-0.16059700925864817,45.83299373122718
140,2020-06-09,1990446,112174,18805.0,21208.0,5.729048052510118,6.461135394716011,148456.0,1030.0,854.1428571428571,0.31379524031297107,0.2602193816686899,-0.08643513831644434,45.22794776301207
141,2020-06-10,2013298,113103,22852.0,21617.285714285714,6.961989156924287,6.585826568571305,151321.0,929.0,845.5714285714286,0.28302502742791275,0.2576080481848094,0.12469117385529405,46.100785979999124
142,2020-06-11,2036500,113980,23202.0,21843.85714285714,7.068618607516073,6.654852816995211,152907.0,877.0,826.8571428571429,0.2671829376257045,0.2519066367450037,0.06902624842390637,46.58396971896647
143,2020-06-12,2061993,114759,25493.0,21384.428571428572,7.766584525532594,6.514885342259218,149691.0,779.0,779.2857142857143,0.23732669146000435,0.23741373590946704,-0.13996747473599314,45.60419739581452
144,2020-06-13,2087327,115451,25334.0,21787.0,7.718144289406611,6.637530971552137,152509.0,692.0,774.1428571428571,0.21082165659861749,0.23584693581913876,0.12264562929291944,46.46271680086496
145,2020-06-14,2106457,115768,19130.0,21860.428571428572,5.828061113773919,6.659901395064047,153023.0,317.0,763.7142857142857,0.09657581667884645,0.23266981341375081,0.022370423511909543,46.61930976544832
146,2020-06-15,2126574,116216,20117.0,22133.285714285714,6.128756164442756,6.743028844300908,154933.0,448.0,724.5714285714286,0.13648569675748645,0.2207447238373633,0.08312744923686122,47.201201910106356
147,2020-06-16,2151459,116985,24885.0,23001.85714285714,7.581353937076005,7.007643970667464,161013.0,769.0,687.2857142857143,0.23428013572881046,0.2093854231824832,0.2646151263665555,49.05350779467225
148,2020-06-17,2177114,117746,25655.0,23402.285714285714,7.815938728377936,7.129636766589413,163816.0,761.0,663.2857142857143,0.23184289114385534,0.20207368942761786,0.12199279592194934,49.9074573661259
