,OBJECTID,DATE,Allegany,Anne_Arundel,Baltimore,Baltimore_City,Calvert,Caroline,Carroll,Cecil,Charles,Dorchester,Frederick,Garrett,Harford,Howard,Kent,Montgomery,Prince_Georges,Queen_Annes,Somerset,St_Marys,Talbot,Washington,Wicomico,Worcester,Unknown,ndate,AADailyCases,AA7Day,AADaily100k1,AA100k7D-County_2019,AADaily100k2,AA100k7D-2019Census,AADaily100k3,AA100k7D-2020Census
508,509,2021/08/05 10:00:00+00,7133,44932,67003,53938,4348,2388,9672,6566,11291,2929,20230,2079,17012,19692,1378,72596,87313,3052,2655,6277,2223,14875,7967,3785,0,2021-08-05 10:00:00+00:00,96.0,57.42857142857143,16.56228973655608,9.907798324546942,16.57361273682139,9.914571905062795,16.31928684716478,9.762430524643216
509,510,2021/08/06 10:00:00+00,7142,45008,67125,54010,4358,2393,9681,6590,11339,2947,20274,2083,17044,19725,1379,72714,87492,3054,2661,6292,2230,14895,7994,3794,0,2021-08-06 10:00:00+00:00,76.0,61.857142857142854,13.111812708106894,10.671832523703545,13.1207767499836,10.679128445005448,12.919435420672118,10.515254769080878
510,511,2021/08/07 10:00:00+00,7160,45091,67227,54103,4369,2395,9695,6611,11386,2950,20314,2087,17078,19755,1381,72825,87681,3060,2665,6308,2231,14910,8034,3800,0,2021-08-07 10:00:00+00:00,83.0,66.42857142857143,14.31947966806411,11.460512987349073,14.329269345376826,11.468348099139801,14.109383419944548,11.292363666564913
511,512,2021/08/08 10:00:00+00,7172,45158,67298,54172,4378,2403,9706,6624,11432,2956,20355,2090,17106,19803,1384,72971,87852,3066,2666,6328,2240,14934,8052,3823,0,2021-08-08 10:00:00+00:00,67.0,68.0,11.559098045304763,11.731621896727223,11.567000555906594,11.739642355248483,11.389502278750419,11.559494850075051
512,513,2021/08/09 10:00:00+00,7188,45203,67361,54235,4386,2404,9714,6631,11449,2970,20383,2090,17122,19820,1384,73058,87978,3068,2669,6345,2241,14946,8077,3833,0,2021-08-09 10:00:00+00:00,45.0,68.85714285714286,7.763573314010662,11.879499483660757,7.768880970385025,11.887621040398674,7.64966570960849,11.705202768353308
513,514,2021/08/10 10:00:00+00,7189,45259,67407,54282,4394,2404,9723,6649,11479,2978,20423,2094,17152,19829,1386,73178,88102,3076,2681,6360,2241,14955,8103,3840,0,2021-08-10 10:00:00+00:00,56.0,71.28571428571429,9.661335679657713,12.298485979972446,9.66794076314581,12.306893981657549,9.519583994179454,12.118041870141704
514,515,2021/08/11 10:00:00+00,7196,45342,67524,54371,4403,2409,9729,6666,11510,2984,20458,2097,17185,19858,1386,73308,88268,3080,2688,6384,2248,15001,8130,3845,0,2021-08-11 10:00:00+00:00,83.0,72.28571428571429,14.31947966806411,12.471009831394905,14.329269345376826,12.47953578099944,14.109383419944548,12.288034441466335
515,516,2021/08/12 10:00:00+00,7210,45436,67627,54469,4415,2412,9749,6686,11563,3013,20506,2099,17223,19882,1391,73452,88457,3095,2691,6418,2256,15039,8173,3855,0,2021-08-12 10:00:00+00:00,94.0,72.0,16.217242033711162,12.42171730241706,16.22832913813761,12.43020955261604,15.979301704515512,12.239465135373583
516,517,2021/08/13 10:00:00+00,7216,45523,67750,54537,4428,2416,9766,6707,11621,3022,20546,2112,17263,19910,1399,73535,88619,3104,2704,6448,2262,15073,8228,3878,0,2021-08-13 10:00:00+00:00,87.0,73.57142857142857,15.009575073753945,12.692826211795209,15.019836542744383,12.701503808724725,14.78935370524308,12.506596318883721
517,518,2021/08/14 10:00:00+00,7241,45595,67869,54641,4443,2424,9773,6733,11647,3033,20598,2116,17291,19952,1405,73645,88816,3117,2710,6481,2272,15111,8269,3901,0,2021-08-14 10:00:00+00:00,72.0,72.0,12.42171730241706,12.42171730241706,12.43020955261604,12.43020955261604,12.239465135373585,12.239465135373583
518,519,2021/08/15 10:00:00+00,7249,45671,67977,54726,4457,2429,9792,6747,11680,3045,20625,2119,17320,19988,1409,73761,88991,3122,2711,6494,2278,15153,8286,3922,0,2021-08-15 10:00:00+00:00,76.0,73.28571428571429,13.111812708106894,12.643533682817363,13.1207767499836,12.652177580341329,12.919435420672118,12.45802701279097
519,520,2021/08/16 10:00:00+00,7274,45715,68082,54787,4467,2432,9797,6762,11720,3060,20665,2125,17357,20015,1413,73842,89131,3130,2714,6527,2282,15167,8316,3938,0,2021-08-16 10:00:00+00:00,44.0,73.14285714285714,7.591049462588202,12.618887418328441,7.596239171043136,12.62751446614963,7.479673138283857,12.433742359744594
520,521,2021/08/17 10:00:00+00,7291,45777,68177,54849,4476,2435,9809,6779,11767,3068,20743,2126,17390,20047,1414,73960,89275,3142,2718,6563,2284,15184,8343,3952,0,2021-08-17 10:00:00+00:00,62.0,74.0,10.696478788192467,12.766765005261975,10.703791559197146,12.775493151299822,10.539539422127254,12.579450278022849
521,522,2021/08/18 10:00:00+00,7307,45888,68311,54926,4485,2437,9837,6811,11806,3081,20800,2136,17426,20082,1415,74070,89467,3146,2721,6588,2291,15232,8357,3961,0,2021-08-18 10:00:00+00:00,111.0,78.0,19.150147507892964,13.456860410951814,19.16323972694973,13.466060348667378,18.869175417034278,13.259420563321385
522,523,2021/08/19 10:00:00+00,7332,45974,68416,55031,4498,2444,9854,6830,11845,3104,20861,2147,17461,20109,1418,74209,89642,3157,2723,6630,2297,15286,8391,3982,0,2021-08-19 10:00:00+00:00,86.0,76.85714285714286,14.837051222331485,13.259690295040432,14.847194743402493,13.268755435133789,14.61936113391845,13.065143338950374
523,524,2021/08/20 10:00:00+00,7370,46074,68577,55075,4506,2448,9881,6856,11901,3124,20935,2153,17507,20148,1433,74377,89838,3166,2725,6670,2300,15322,8441,4020,0,2021-08-20 10:00:00+00:00,100.0,78.71428571428571,17.252385142245913,13.580091733396428,17.264179934188945,13.58937591962587,16.99925713246331,13.380843828553266
524,525,2021/08/21 10:00:00+00,7419,46168,68696,55156,4520,2462,9899,6879,11946,3138,20995,2176,17551,20196,1435,74553,90005,3175,2727,6697,2311,15376,8466,4032,0,2021-08-21 10:00:00+00:00,94.0,81.85714285714286,16.217242033711162,14.122309552152728,16.22832913813761,14.131964431843238,15.979301704515512,13.91510619557354
525,526,2021/08/22 10:00:00+00,7431,46334,68788,55244,4534,2467,9914,6901,11975,3162,21053,2180,17586,20233,1435,74662,90148,3179,2734,6714,2320,15422,8495,4057,0,2021-08-22 10:00:00+00:00,166.0,94.71428571428571,28.63895933612822,16.340473356155773,28.65853869075365,16.3516447090961,28.218766839889096,16.100724969747393
526,527,2021/08/23 10:00:00+00,7465,46389,68889,55312,4551,2469,9937,6920,12023,3171,21122,2195,17623,20267,1436,74807,90304,3180,2736,6741,2321,15445,8519,4071,0,2021-08-23 10:00:00+00:00,55.0,96.28571428571429,9.488811828235253,16.611582265533922,9.49529896380392,16.622938965204785,9.349591422854822,16.36785615325753
527,528,2021/08/24 10:00:00+00,7488,46470,68984,55368,4563,2472,9965,6941,12053,3184,21151,2202,17654,20295,1438,74912,90454,3196,2744,6779,2323,15467,8556,4081,0,2021-08-24 10:00:00+00:00,81.0,99.0,13.974431965219193,17.079861290823455,13.983985746693048,17.091538134847056,13.769398277295283,16.82926456113868
528,529,2021/08/25 10:00:00+00,7511,46586,69110,55471,4577,2476,9990,6960,12100,3199,21213,2204,17710,20332,1438,75053,90683,3204,2748,6828,2327,15531,8587,4092,0,2021-08-25 10:00:00+00:00,116.0,99.71428571428571,20.012766765005264,17.203092613268073,20.02644872365918,17.21485370580555,19.719138273657443,16.950687826370558
529,530,2021/08/26 10:00:00+00,7541,46709,69273,55549,4592,2483,10019,6990,12157,3211,21276,2213,17766,20373,1446,75205,90863,3220,2754,6855,2334,15610,8620,4115,0,2021-08-26 10:00:00+00:00,123.0,105.0,21.220433724962476,18.115004399358213,21.234941319052403,18.127388930898395,20.909086272929873,17.849219989086475
530,531,2021/08/27 10:00:00+00,7572,46828,69433,55676,4609,2493,10046,7022,12223,3224,21335,2217,17816,20443,1447,75362,91085,3226,2762,6914,2341,15670,8659,4144,0,2021-08-27 10:00:00+00:00,119.0,107.71428571428571,20.53033831927264,18.583283424647743,20.544374121684847,18.595988100540666,20.22911598763134,18.310628396967623
531,532,2021/08/28 10:00:00+00,7626,46963,69578,55776,4619,2503,10078,7050,12281,3243,21404,2230,17856,20525,1450,75552,91302,3232,2771,6954,2343,15721,8701,4157,0,2021-08-28 10:00:00+00:00,135.0,113.57142857142857,23.290719942031984,19.593780268693575,23.306642911155077,19.607175782400304,22.94899712882547,19.30629917186905
532,533,2021/08/29 10:00:00+00,7634,47037,69671,55873,4643,2510,10098,7069,12332,3257,21442,2237,17904,20559,1453,75744,91478,3236,2772,6988,2346,15773,8751,4175,0,2021-08-29 10:00:00+00:00,74.0,100.42857142857143,12.766765005261979,17.326323935712686,12.77549315129982,17.33816927676404,12.57945027802285,17.07211109160244
533,534,2021/08/30 10:00:00+00,7674,47117,69780,55957,4663,2513,10128,7091,12381,3270,21478,2244,17931,20605,1453,75859,91607,3244,2778,7007,2357,15817,8793,4177,0,2021-08-30 10:00:00+00:00,80.0,104.0,13.801908113796733,17.94248054793575,13.811343947351158,17.954747131556505,13.59940570597065,17.679227417761844
534,535,2021/08/31 10:00:00+00,7698,47195,69894,56032,4684,2522,10163,7124,12445,3290,21525,2255,17970,20637,1458,76018,91768,3256,2792,7052,2356,15844,8826,4198,0,2021-08-31 10:00:00+00:00,78.0,103.57142857142857,13.456860410951814,17.868541754468986,13.466060348667378,17.88075778898141,13.259420563321383,17.606373458622716
535,536,2021/09/01 10:00:00+00,7719,47353,70019,56156,4702,2529,10194,7151,12514,3306,21571,2267,18014,20713,1465,76159,92003,3263,2795,7107,2361,15932,8860,4223,0,2021-09-01 10:00:00+00:00,158.0,109.57142857142857,27.258768524748547,18.90368486300374,27.277404296018535,18.916608585032748,26.85882626929203,18.626328886570516
536,537,2021/09/02 10:00:00+00,7764,47503,70199,56222,4722,2539,10227,7181,12542,3335,21621,2272,18070,20742,1468,76337,92175,3268,2803,7142,2369,15992,8904,4251,0,2021-09-02 10:00:00+00:00,150.0,113.42857142857143,25.87857771336887,19.569134004204653,25.896269901283418,19.582512668208604,25.498885698694966,19.28201451882267
537,538,2021/09/03 10:00:00+00,7783,47622,70340,56320,4732,2552,10264,7205,12609,3369,21712,2286,18131,20813,1470,76486,92378,3278,2816,7198,2375,16029,8986,4281,0,2021-09-03 10:00:00+00:00,119.0,113.42857142857143,20.53033831927264,19.569134004204653,20.544374121684847,19.582512668208604,20.22911598763134,19.28201451882267
538,539,2021/09/04 10:00:00+00,7821,47766,70435,56419,4742,2559,10290,7228,12664,3379,21762,2307,18177,20839,1475,76611,92569,3293,2820,7240,2380,16118,9036,4299,0,2021-09-04 10:00:00+00:00,144.0,114.71428571428571,24.84343460483412,19.79095038460496,24.86041910523208,19.804480695933893,24.47893027074717,19.500576396240056
539,540,2021/09/05 10:00:00+00,7830,47853,70501,56488,4747,2565,10315,7235,12695,3392,21800,2314,18210,20856,1476,76705,92712,3307,2825,7269,2386,16167,9076,4310,0,2021-09-05 10:00:00+00:00,87.0,116.57142857142857,15.009575073753945,20.111351822960952,15.019836542744383,20.12510118042597,14.78935370524308,19.816276885842946
540,541,2021/09/06 10:00:00+00,7886,47942,70584,56575,4755,2580,10334,7269,12729,3410,21844,2333,18260,20909,1477,76831,92852,3310,2830,7323,2390,16199,9122,4317,0,2021-09-06 10:00:00+00:00,89.0,117.85714285714286,15.354622776598864,20.333168203361257,15.36512014142816,20.347069208151257,15.129338847892347,20.034838763260332
541,542,2021/09/07 10:00:00+00,7894,48005,70674,56652,4759,2583,10348,7288,12772,3417,21883,2336,18296,20932,1480,76933,92993,3322,2834,7364,2393,16205,9161,4332,0,2021-09-07 10:00:00+00:00,63.0,115.71428571428571,10.869002639614926,19.96347423602742,10.876433358539037,19.97712249527578,10.709531993451886,19.670568967564687
542,543,2021/09/08 10:00:00+00,7964,48080,70752,56669,4762,2586,10362,7299,12804,3427,21900,2341,18336,20954,1481,77026,93117,3329,2839,7392,2396,16216,9185,4340,0,2021-09-08 10:00:00+00:00,75.0,103.85714285714286,12.939288856684435,17.91783428344683,12.948134950641709,17.930084017364806,12.749442849347483,17.654942764715468
543,544,2021/09/09 10:00:00+00,8015,48159,70836,56732,4768,2586,10385,7310,12824,3434,21953,2349,18375,21048,1483,77131,93255,3334,2848,7406,2401,16281,9205,4346,0,2021-09-09 10:00:00+00:00,79.0,93.71428571428571,13.629384262374273,16.167949504733315,13.638702148009267,16.17900290975421,13.429413134646015,15.93073239842276
544,545,2021/09/10 10:00:00+00,8062,48289,70991,56864,4777,2605,10419,7343,12895,3476,22030,2367,18430,21092,1491,77265,93513,3346,2868,7476,2415,16361,9283,4359,0,2021-09-10 10:00:00+00:00,130.0,95.28571428571429,22.42810068491969,16.439058414111464,22.44343391444563,16.450297165862896,22.099034272202307,16.1978635819329
545,546,2021/09/11 10:00:00+00,8080,48437,71133,56990,4805,2628,10447,7367,12951,3514,22093,2373,18488,21123,1499,77406,93693,3360,2882,7528,2426,16441,9341,4388,0,2021-09-11 10:00:00+00:00,148.0,95.85714285714286,25.533530010523958,16.537643472067156,25.55098630259964,16.54894962262969,25.1589005560457,16.295002194118403
546,547,2021/09/12 10:00:00+00,8108,48548,71241,57113,4814,2647,10477,7387,12997,3533,22149,2388,18540,21164,1501,77522,93865,3367,2897,7550,2439,16514,9376,4406,0,2021-09-12 10:00:00+00:00,111.0,99.28571428571429,19.150147507892964,17.1291538198013,19.16323972694973,17.140864363230456,18.869175417034278,16.87783386723143
547,548,2021/09/13 10:00:00+00,8127,48651,71366,57211,4832,2650,10492,7414,13042,3536,22191,2400,18587,21198,1501,77696,94015,3373,2913,7629,2442,16548,9414,4418,0,2021-09-13 10:00:00+00:00,103.0,101.28571428571429,17.769956696513294,17.47420152264622,17.782105332214613,17.486147961914234,17.509234846437213,17.217819009880696
548,549,2021/09/14 10:00:00+00,8233,48733,71444,57295,4853,2661,10510,7436,13082,3546,22247,2412,18621,21236,1509,77870,94179,3380,2931,7657,2445,16570,9456,4434,0,2021-09-14 10:00:00+00:00,82.0,104.0,14.14695581664165,17.94248054793575,14.156627546034937,17.954747131556502,13.939390848619917,17.679227417761844
549,550,2021/09/15 10:00:00+00,8284,48844,71597,57329,4865,2670,10529,7467,13123,3559,22309,2422,18658,21270,1515,77967,94379,3389,2947,7740,2449,16657,9512,4448,0,2021-09-15 10:00:00+00:00,111.0,109.14285714285714,19.150147507892964,18.82974606953697,19.16323972694973,18.84261924245765,18.869175417034278,18.553474927431388
550,551,2021/09/16 10:00:00+00,8334,48966,71744,57444,4881,2683,10558,7495,13192,3598,22374,2435,18706,21312,1517,78130,94535,3400,2965,7772,2459,16746,9555,4458,0,2021-09-16 10:00:00+00:00,122.0,115.28571428571429,21.047909873540018,19.88953544256065,21.062299519710514,19.903133152700686,20.73909370160524,19.59771500842556
551,552,2021/09/17 10:00:00+00,8382,49087,71911,57570,4905,2704,10596,7535,13241,3619,22432,2469,18759,21366,1521,78288,94706,3432,2987,7863,2468,16836,9628,4479,0,2021-09-17 10:00:00+00:00,121.0,114.0,20.875386022117556,19.66771906216034,20.889657720368625,19.681165124975397,20.569101130280604,19.379153131008174
552,553,2021/09/18 10:00:00+00,8426,49207,72019,57673,4933,2718,10628,7571,13282,3638,22479,2491,18814,21422,1526,78428,94870,3445,3004,7916,2480,16912,9679,4500,0,2021-09-18 10:00:00+00:00,120.0,110.0,20.7028621706951,18.97762365647051,20.717015921026736,18.99059792760784,20.399108558955973,18.699182845709647
553,554,2021/09/19 10:00:00+00,8463,49313,72127,57773,4949,2737,10649,7590,13325,3651,22510,2521,18849,21436,1527,78530,95001,3454,3012,7985,2489,16977,9715,4514,0,2021-09-19 10:00:00+00:00,106.0,109.28571428571429,18.28752825078067,18.854392334025896,18.30003073024028,18.867282356649348,18.01921256041111,18.57775958047776
554,555,2021/09/20 10:00:00+00,8529,49394,72236,57895,4978,2757,10699,7623,13366,3668,22556,2538,18892,21492,1529,78635,95144,3463,3028,8030,2493,17025,9747,4519,0,2021-09-20 10:00:00+00:00,81.0,106.14285714285714,13.974431965219193,18.312174515269593,13.983985746693048,18.32469384443198,13.769398277295283,18.04349721345749
555,556,2021/09/21 10:00:00+00,8612,49464,72338,57962,4994,2767,10737,7648,13400,3681,22612,2552,18938,21518,1533,78755,95287,3474,3035,8055,2497,17034,9790,4527,0,2021-09-21 10:00:00+00:00,70.0,104.42857142857143,12.076669599572142,18.01641934140252,12.084925953932261,18.0287364741316,11.899479992724318,17.75208137690097
556,557,2021/09/22 10:00:00+00,8634,49565,72489,58064,5010,2771,10763,7672,13435,3695,22648,2561,18981,21544,1533,78852,95446,3491,3042,8113,2507,17162,9843,4534,0,2021-09-22 10:00:00+00:00,101.0,103.0,17.424908993668375,17.769956696513294,17.436821733530834,17.782105332214616,17.169249703787944,17.50923484643721
557,558,2021/09/23 10:00:00+00,8677,49719,72635,58209,5027,2797,10809,7706,13471,3699,22691,2571,19046,21600,1539,78980,95623,3507,3047,8173,2518,17275,9889,4552,0,2021-09-23 10:00:00+00:00,154.0,107.57142857142857,26.568673119058708,18.558637160158817,26.586837098650978,18.571324986348966,26.178855983993497,18.286343743921247
558,559,2021/09/24 10:00:00+00,8734,49843,72781,58311,5064,2807,10856,7740,13522,3710,22737,2595,19080,21634,1539,79097,95797,3512,3066,8268,2537,17367,9961,4565,0,2021-09-24 10:00:00+00:00,124.0,108.0,21.392957576384934,18.632575953625587,21.407583118394292,18.645314328924062,21.079078844254507,18.359197703060374
559,560,2021/09/25 10:00:00+00,8786,49974,72942,58445,5098,2834,10897,7782,13559,3751,22777,2624,19117,21671,1546,79270,96009,3536,3076,8395,2549,17453,10009,4590,0,2021-09-25 10:00:00+00:00,131.0,109.57142857142857,22.60062453634215,18.90368486300374,22.61607571378752,18.916608585032748,22.269026843526937,18.626328886570516
560,561,2021/09/26 10:00:00+00,8790,50074,73061,58576,5117,2849,10947,7820,13581,3762,22825,2635,19164,21719,1553,79373,96140,3548,3084,8415,2559,17547,10057,4608,0,2021-09-26 10:00:00+00:00,100.0,108.71428571428571,17.252385142245913,18.755807276070204,17.264179934188945,18.76862989988255,16.99925713246331,18.480620968292254
561,562,2021/09/27 10:00:00+00,8811,50169,73169,58677,5140,2861,10972,7851,13612,3770,22865,2657,19202,21764,1559,79452,96246,3554,3099,8478,2570,17574,10092,4620,0,2021-09-27 10:00:00+00:00,95.0,110.71428571428571,16.38976588513362,19.10085497891512,16.4009709374795,19.113913498566337,16.149294275840145,18.820606110941522
562,563,2021/09/28 10:00:00+00,8898,50220,73254,58792,5147,2873,11011,7886,13635,3780,22908,2670,19242,21795,1563,79555,96373,3562,3105,8509,2579,17617,10127,4635,0,2021-09-28 10:00:00+00:00,51.0,108.0,8.798716422545416,18.632575953625587,8.804731766436362,18.645314328924062,8.66962113755629,18.359197703060378
563,564,2021/09/29 10:00:00+00,8926,50329,73433,58876,5157,2876,11047,7928,13670,3789,22974,2682,19292,21839,1566,79650,96496,3569,3116,8546,2585,17712,10154,4649,0,2021-09-29 10:00:00+00:00,109.0,109.14285714285714,18.805099805048048,18.82974606953697,18.81795612826595,18.84261924245765,18.52919027438501,18.553474927431385
564,565,2021/09/30 10:00:00+00,8957,50469,73574,59003,5193,2908,11079,7963,13722,3802,23031,2703,19358,21883,1570,79807,96674,3580,3120,8679,2597,17795,10205,4668,0,2021-09-30 10:00:00+00:00,140.0,107.14285714285714,24.153339199144284,18.48469836669205,24.169851907864523,18.49733564377387,23.798959985448636,18.21348978478212
565,566,2021/10/01 10:00:00+00,8997,50582,73745,59168,5224,2921,11132,8009,13786,3829,23089,2723,19413,21934,1574,79948,96880,3593,3140,8733,2612,17884,10274,4680,0,2021-10-01 10:00:00+00:00,113.0,105.57142857142857,19.495195210737883,18.2135894573139,19.50852332563351,18.226041387665187,19.209160559683543,17.94635860127198
566,567,2021/10/02 10:00:00+00,9028,50722,73936,59246,5248,2945,11167,8058,13826,3848,23138,2738,19464,21956,1576,80069,96984,3614,3145,8825,2627,17981,10320,4696,0,2021-10-02 10:00:00+00:00,140.0,106.85714285714286,24.153339199144284,18.435405837714207,24.169851907864523,18.448009415390477,23.798959985448636,18.164920478689364
567,568,2021/10/03 10:00:00+00,9034,50846,74056,59432,5276,2959,11192,8082,13862,3850,23176,2749,19500,21986,1584,80175,97101,3619,3149,8868,2637,18051,10352,4713,0,2021-10-03 10:00:00+00:00,124.0,110.28571428571429,21.392957576384934,19.026916185448354,21.407583118394292,19.039924155991237,21.079078844254507,18.747752151802395
568,569,2021/10/04 10:00:00+00,9111,50950,74154,59561,5302,2969,11231,8115,13884,3861,23229,2773,19548,22027,1585,80272,97202,3638,3159,8897,2643,18102,10380,4734,0,2021-10-04 10:00:00+00:00,104.0,111.57142857142857,17.94248054793575,19.24873256584866,17.954747131556502,19.261892183716522,17.679227417761844,18.96631402921978
569,570,2021/10/05 10:00:00+00,9115,50997,74237,59635,5321,2971,11248,8131,13908,3880,23257,2776,19588,22041,1589,80365,97263,3641,3163,8920,2652,18137,10399,4742,0,2021-10-05 10:00:00+00:00,47.0,111.0,8.108621016855581,19.150147507892967,8.114164569068805,19.16323972694973,7.989650852257756,18.869175417034278
570,571,2021/10/06 10:00:00+00,9146,51106,74376,59717,5343,2975,11263,8179,13943,3884,23288,2783,19632,22086,1599,80448,97385,3655,3173,8998,2657,18213,10441,4763,0,2021-10-06 10:00:00+00:00,109.0,111.0,18.805099805048048,19.150147507892967,18.81795612826595,19.16323972694973,18.52919027438501,18.869175417034278
571,572,2021/10/07 10:00:00+00,9192,51229,74504,59866,5367,2988,11313,8226,13983,3905,23349,2813,19704,22151,1612,80598,97516,3671,3181,9040,2670,18308,10481,4784,0,2021-10-07 10:00:00+00:00,123.0,108.57142857142857,21.220433724962476,18.731161011581282,21.234941319052403,18.743966785690855,20.909086272929873,18.45633631524588
572,573,2021/10/08 10:00:00+00,9218,51343,74627,60000,5392,2995,11341,8256,14007,3921,23410,2836,19764,22173,1616,80692,97622,3689,3194,9125,2686,18404,10519,4797,0,2021-10-08 10:00:00+00:00,114.0,108.71428571428571,19.667719062160344,18.755807276070204,19.6811651249754,18.76862989988255,19.379153131008174,18.480620968292254
573,574,2021/10/09 10:00:00+00,9300,51458,74809,60063,5413,3010,11371,8300,14037,3934,23462,2866,19832,22199,1622,80807,97743,3708,3204,9189,2704,18474,10563,4818,0,2021-10-09 10:00:00+00:00,115.0,105.14285714285714,19.840242913582802,18.139650663847135,19.85380692431729,18.152052045090095,19.549145702332808,17.873504642132854
574,575,2021/10/10 10:00:00+00,9306,51549,74923,60184,5442,3019,11395,8326,14085,3945,23512,2888,19890,22234,1629,80918,98072,3721,3212,9254,2726,18556,10600,4833,0,2021-10-10 10:00:00+00:00,91.0,100.42857142857143,15.699670479443784,17.326323935712683,15.71040374011194,17.33816927676404,15.469323990541614,17.07211109160244
575,576,2021/10/11 10:00:00+00,9373,51608,75013,60287,5458,3025,11416,8347,14099,3958,23546,2903,19938,22249,1633,81005,98159,3733,3225,9274,2732,18586,10616,4845,0,2021-10-11 10:00:00+00:00,59.0,94.0,10.178907233925091,16.217242033711162,10.185866161171479,16.22832913813761,10.029561708153354,15.97930170451551
576,577,2021/10/12 10:00:00+00,9380,51634,75049,60340,5467,3031,11429,8368,14110,3964,23557,2906,19967,22260,1636,81028,98237,3741,3227,9287,2738,18596,10635,4852,0,2021-10-12 10:00:00+00:00,26.0,91.0,4.485620136983938,15.699670479443784,4.4886867828891255,15.710403740111941,4.419806854440461,15.469323990541612
577,578,2021/10/13 10:00:00+00,9407,51731,75171,60457,5483,3035,11462,8411,14138,3976,23601,2916,20042,22299,1640,81142,98360,3749,3242,9316,2744,18708,10659,4863,0,2021-10-13 10:00:00+00:00,97.0,89.28571428571429,16.734813587978536,15.403915305576708,16.746254536163278,15.414446369811559,16.489279418489414,15.1779081539851
578,579,2021/10/14 10:00:00+00,9451,51866,75357,60496,5497,3047,11492,8446,14157,3981,23647,2940,20090,22339,1645,81245,98455,3761,3249,9379,2753,18789,10704,4889,0,2021-10-14 10:00:00+00:00,135.0,91.0,23.290719942031984,15.699670479443784,23.306642911155077,15.710403740111941,22.94899712882547,15.469323990541614
579,580,2021/10/15 10:00:00+00,9497,51948,75464,60607,5519,3052,11518,8485,14186,3997,23693,2952,20146,22354,1652,81338,98569,3767,3261,9453,2759,18883,10741,4902,0,2021-10-15 10:00:00+00:00,82.0,86.42857142857143,14.14695581664165,14.910990015798253,14.156627546034937,14.92118408597759,13.939390848619917,14.692215093057579
580,581,2021/10/16 10:00:00+00,9531,52028,75550,60710,5539,3071,11531,8531,14221,4008,23742,2975,20178,22380,1664,81407,98674,3782,3274,9505,2769,18930,10768,4911,0,2021-10-16 10:00:00+00:00,80.0,81.42857142857143,13.801908113796733,14.048370758685959,13.811343947351158,14.05797508926814,13.59940570597065,13.84225223643441
581,582,2021/10/17 10:00:00+00,9538,52107,75644,60812,5557,3085,11546,8558,14244,4017,23779,2981,20222,22401,1675,81487,98784,3792,3282,9549,2782,18994,10793,4921,0,2021-10-17 10:00:00+00:00,79.0,79.71428571428571,13.629384262374273,13.752615584818885,13.638702148009267,13.76201771896776,13.429413134646015,13.550836399877898
582,583,2021/10/18 10:00:00+00,9561,52143,75718,60923,5572,3091,11559,8575,14273,4024,23807,2986,20280,22420,1679,81557,98855,3803,3288,9573,2784,19036,10824,4933,0,2021-10-18 10:00:00+00:00,36.0,76.42857142857143,6.21085865120853,13.185751501573664,6.21510477630802,13.194766092558696,6.119732567686793,12.992289379811245
583,584,2021/10/19 10:00:00+00,9592,52207,75812,60903,5577,3098,11570,8602,14287,4029,23852,2999,20328,22437,1680,81618,98912,3806,3295,9596,2787,19042,10841,4937,0,2021-10-19 10:00:00+00:00,64.0,81.85714285714286,11.041526491037386,14.122309552152728,11.049075157880926,14.131964431843238,10.879524564776519,13.91510619557354
584,585,2021/10/20 10:00:00+00,9598,52290,75906,60951,5587,3105,11595,8641,14308,4048,23886,3002,20369,22466,1684,81691,98991,3815,3300,9642,2790,19057,10859,4943,0,2021-10-20 10:00:00+00:00,83.0,79.85714285714286,14.31947966806411,13.77726184930781,14.329269345376826,13.78668083315946,14.109383419944548,13.575121052924272
585,586,2021/10/21 10:00:00+00,9623,52401,76039,61003,5600,3133,11614,8676,14336,4064,23944,3027,20426,22478,1687,81768,99077,3830,3306,9672,2808,19213,10910,4958,0,2021-10-21 10:00:00+00:00,111.0,76.42857142857143,19.150147507892964,13.185751501573662,19.16323972694973,13.194766092558694,18.869175417034278,12.992289379811245
586,587,2021/10/22 10:00:00+00,9643,52471,76132,61101,5613,3144,11634,8693,14363,4079,23976,3056,20480,22501,1693,81833,99161,3842,3320,9734,2813,19266,10939,4969,0,2021-10-22 10:00:00+00:00,70.0,74.71428571428571,12.076669599572142,12.889996327706589,12.084925953932261,12.89880872225831,11.899479992724318,12.700873543254732
587,588,2021/10/23 10:00:00+00,9666,52585,76246,61181,5624,3160,11647,8725,14398,4092,24030,3091,20525,22522,1704,81913,99223,3860,3327,9752,2816,19341,10966,4972,0,2021-10-23 10:00:00+00:00,114.0,79.57142857142857,19.667719062160344,13.727969320329963,19.6811651249754,13.737354604776062,19.379153131008174,13.52655174683152
588,589,2021/10/24 10:00:00+00,9668,52648,76319,61275,5643,3165,11670,8745,14418,4100,24063,3112,20563,22547,1708,81988,99293,3860,3330,9787,2823,19389,10992,4977,0,2021-10-24 10:00:00+00:00,63.0,77.28571428571429,10.869002639614926,13.3336290885072,10.876433358539037,13.342744777708885,10.709531993451886,13.137997298089502
